Location,TSUM_0,TSUM_1,TSUM_2,TSUM_3,TSUM_4,TSUM_5,BeginSensitivePhaseHeatStress,EndSensitivePhaseHeatStress,HeatSumIrrigationStart,HeatSumIrrigationEnd,OrganGrowthRespiration_0,OrganGrowthRespiration_1,OrganGrowthRespiration_2,OrganGrowthRespiration_3,OrganMaintenanceRespiration_0,OrganMaintenanceRespiration_1,OrganMaintenanceRespiration_2,OrganMaintenanceRespiration_3,MaxAssimilationRate
134_117,180,442.7734109,592.4432963,154.9023827,361.4388929,21.51421984,964.1235116,1190.11909,1,1551.557983,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_118,180,407.6735229,545.4786574,141.5355136,330.2495317,19.65771024,887.6947414,1094.687694,1,1424.937226,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_119,180,410.465968,549.2150276,167.7064629,391.31508,23.29256431,893.7751923,1127.387458,1,1518.702539,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_120,180,383.2700233,512.8260875,149.8173873,349.5739037,20.80797047,834.5569803,1045.913498,1,1395.487402,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_121,180,369.0586683,493.8108943,158.9508172,370.8852401,22.07650241,803.6122553,1021.82038,1,1392.70562,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_122,180,430.7236093,576.3203224,149.0863257,347.8680933,20.70643414,937.8854931,1156.130257,1,1503.998351,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_123,180,442.8206707,592.5065313,147.7671771,344.7900799,20.52321906,964.2264183,1183.094379,1,1527.884459,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_124,180,442.7816699,592.4543471,203.243101,474.2339023,28.22820849,964.1414954,1238.479118,1,1712.71302,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_125,180,444.1112678,594.2333866,164.1125136,382.9291983,22.79340468,967.0366481,1202.457168,1,1585.386366,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_130,148.8282925,285.5894262,382.1266971,163.2435792,380.9016847,22.67271935,621.8609197,830.9597025,1,1211.861387,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_131,120.2676995,230.7839641,308.7954449,192.093299,448.2176976,26.67962488,502.5239556,731.672708,1,1179.890406,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_138,180,436.2912503,583.7699828,139.9906894,326.6449419,19.44315132,950.0088351,1160.051922,1,1486.696864,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_139,180,366.9874212,491.0395073,140.9366299,328.8521364,19.57453195,799.1021876,998.9635584,1,1327.815695,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_140,180,396.2729908,530.2244244,136.1649826,317.7182927,18.91180315,862.8704843,1062.662398,1,1380.380691,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_144,180,440.3707469,589.2284642,167.9839155,391.9624694,23.33109939,958.8917954,1197.583127,1,1589.545596,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_145,180,460.6833828,616.4073432,174.4095895,406.9557088,24.22355412,1003.121845,1251.500315,1,1658.456024,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_146,180,467.3794461,625.3668645,150.4635833,351.0816943,20.89771992,1017.702287,1243.209894,1,1594.291588,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_147,180,455.5522029,609.54168,150.6699128,351.5631298,20.92637679,991.9488813,1215.763796,1,1567.326926,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_148,180,452.8247618,605.892287,176.0767916,410.845847,24.45510996,986.0099744,1234.79384,1,1645.639687,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_149,180,469.2666769,627.8920325,135.5712519,316.3329211,18.82934056,1021.811665,1232.729961,1,1549.062882,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_150,180,453.3356433,606.5758608,154.156776,359.6991439,21.41066335,987.1224008,1214.06828,1,1573.767424,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_151,180,463.9276031,620.7482014,143.4454749,334.7061081,19.92298264,1010.18602,1228.121279,1,1562.827387,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_152,180,478.0815453,639.6865748,85.00485845,198.3446697,11.80623035,1041.005731,1202.772979,1,1401.117648,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_72,180,502.3207259,672.1192812,233.1063226,543.9147527,32.37587816,1093.785693,1407.54633,1,1951.461082,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_73,180,542.6682254,726.1053721,117.7038977,274.6424279,16.34776358,1181.640953,1386.477495,1,1661.119923,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_74,180,539.4569409,721.808583,115.8418844,270.2977302,16.08915062,1174.648494,1377.107408,1,1647.405139,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_75,180,519.5379784,695.15645,97.81073913,228.2250579,13.58482489,1131.275654,1312.505168,1,1540.730225,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_76,180,532.7656805,712.855488,119.3226068,278.4194158,16.57258429,1160.07851,1364.943775,1,1643.363191,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_77,180,538.1280413,720.0304779,115.6604535,269.8743915,16.06395189,1171.754862,1373.818973,1,1643.693364,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_78,180,503.3503015,673.4968823,120.8119854,281.8946326,16.77944243,1096.027558,1297.659169,1,1579.553802,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_79,180,468.8183981,627.2922228,64.87363798,151.3718219,9.010227504,1020.835554,1160.984259,1,1312.356081,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_80,180,468.1794726,626.4373226,108.7871354,253.8366492,15.10932437,1019.444317,1203.403931,1,1457.24058,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
134_81,180,468.9262345,627.436511,77.0011521,179.6693549,10.69460447,1021.070364,1173.363898,1,1353.033252,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_100,180,416.0996262,556.753021,93.31204015,217.7280937,12.96000559,906.0422847,1066.164687,1,1283.892781,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_101,180,461.7922571,617.8910483,53.82569872,125.593297,7.475791495,1005.53638,1133.509004,1,1259.102301,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_102,180,412.3415079,551.7245529,126.7714816,295.8001237,17.60715024,897.8591145,1090.837542,1,1386.637666,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_103,180,422.5521687,565.3867047,131.2451995,306.2387988,18.22849995,920.0924689,1119.184073,1,1425.422872,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_104,180,497.5448062,665.7289661,131.2457349,306.2400481,18.22857431,1083.386296,1294.519507,1,1600.759555,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_105,180,433.8557874,580.5112649,123.4472703,288.0436307,17.14545422,944.7057005,1137.814323,1,1425.857953,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_106,180,356.9269253,477.5782804,163.4010138,381.2690321,22.69458527,777.1958121,997.9062195,1,1379.175252,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_107,153.1386475,293.860648,393.1938248,168.3349798,392.7816195,23.37985832,639.8712138,855.3894526,1,1248.171072,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_112,166.011566,318.5627349,426.2459129,157.8856593,368.3998716,21.92856381,693.6591382,902.6943071,1,1271.094179,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_113,180,484.1852988,647.8535689,151.0501707,352.4503982,20.97919039,1054.296439,1283.089038,1,1635.539437,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_114,180,441.0156961,590.0914244,163.3641408,381.1829951,22.68946402,960.2961496,1194.471261,1,1575.654256,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_115,180,431.4635437,577.3103754,141.1482161,329.3458375,19.60391892,939.496674,1149.922135,1,1479.267973,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_116,180,426.3007855,570.4024595,145.6906151,339.9447685,20.23480767,928.2549499,1142.39386,1,1482.338629,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_117,180,426.2233088,570.2987935,146.1683256,341.0594264,20.30115635,928.0862471,1142.690428,1,1483.749854,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_118,180,403.6422482,540.0846983,152.0919363,354.8811846,21.12388006,878.9167827,1095.818883,1,1450.700067,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_119,180,428.6991449,573.611532,156.9405124,366.1945289,21.79729341,933.4772931,1159.251189,1,1525.445718,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_120,180,437.5562232,585.4625522,130.7247146,305.024334,18.15621038,952.7632691,1153.74349,1,1458.767824,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_121,180,414.7458982,554.9416948,168.6768945,393.5794204,23.42734648,903.0945896,1138.364487,1,1531.943908,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_122,180,411.6345034,550.7785609,156.091061,364.2124756,21.67931405,896.319637,1118.504125,1,1482.716601,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_123,180,430.7969235,576.4184188,136.7625418,319.1125975,18.99479749,938.045132,1143.977884,1,1463.090482,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_124,180,439.6130069,588.2145867,154.4623462,360.4121411,21.45310366,957.2418432,1182.28994,1,1542.702081,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_125,180,410.3883063,549.1111141,165.6341165,386.4796051,23.00473842,893.6060867,1125.133537,1,1511.613142,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_138,180,409.06487,547.340319,125.5877397,293.0380593,17.44274164,890.7243507,1081.992929,1,1375.030988,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_141,180,420.3452913,562.4338405,150.3509002,350.8187671,20.88206949,915.2870709,1133.130032,1,1483.948799,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_143,180,435.938337,583.2977749,151.9863517,354.6348206,21.10921553,949.2403789,1171.222464,1,1525.857284,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_144,180,478.404075,640.1181286,134.9309961,314.8389909,18.74041614,1041.708028,1253.4532,1,1568.292191,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_145,180,480.3774499,642.7585598,152.3231491,355.4206812,21.15599295,1046.004983,1275.459159,1,1630.87984,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_146,180,450.8437331,603.2416147,163.1287547,380.6337609,22.6567715,981.696354,1217.214102,1,1597.847863,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_147,180,474.985258,635.5436551,147.8949509,345.0882187,20.54096542,1034.263674,1258.423864,1,1603.512083,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_148,180,458.0005322,612.8176136,157.4261311,367.3276392,21.86474045,997.2800322,1228.244277,1,1595.571916,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_149,180,446.1587042,596.9729141,162.0494606,378.115408,22.50686955,971.4948686,1205.181079,1,1583.296487,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_150,180,468.4507918,626.8003553,143.0043287,333.6767669,19.86171234,1020.035104,1238.255476,1,1571.932243,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_151,180,473.0221714,632.9169899,144.5932551,337.3842619,20.08239656,1029.989122,1250.532416,1,1587.916678,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_152,180,511.0458182,683.7937005,124.2843533,289.9968243,17.26171575,1112.784275,1319.123872,1,1609.120696,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_70,180,504.8774249,675.5402165,73.75187762,172.0877144,10.24331634,1099.352815,1254.169519,1,1426.257233,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_71,180,499.9342626,668.9261261,90.26176889,210.610794,12.5363568,1088.589254,1259.122158,1,1469.732952,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_73,180,522.0299531,698.4907823,88.0013489,205.3364807,12.22240958,1136.701841,1308.522084,1,1513.858565,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_75,180,532.14688,712.0275155,95.09019954,221.8771322,13.20697217,1158.731094,1339.264595,1,1561.141727,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_76,180,477.4485342,638.8395881,112.8003263,263.2007613,15.666712,1039.627372,1229.088449,1,1492.28921,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_77,180,486.2232473,650.5804013,100.4772261,234.4468609,13.9551703,1058.734,1237.280875,1,1471.727736,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
135_78,180,494.8181943,662.0806825,109.1236783,254.621916,15.15606644,1077.449195,1266.022555,1,1520.644471,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_100,180,427.6048759,572.1473692,102.054554,238.1272926,14.17424362,931.0945608,1101.806799,1,1339.934092,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_101,180,448.719,600.398662,125.1763287,292.0781003,17.38560122,977.0698225,1174.293991,1,1466.372091,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_102,180,391.9199737,524.3999649,171.0778731,399.1817038,23.76081573,853.3919429,1087.397812,1,1486.579516,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_103,180,385.1586686,515.3531482,119.4846232,278.7974541,16.59508657,838.669439,1019.99644,1,1298.793894,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_104,180,404.8964067,541.7627977,149.1720457,348.0681066,20.7183397,881.6476686,1095.83125,1,1443.899357,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_105,180,493.2937025,660.0408696,149.2609583,348.2755693,20.73068867,1074.129668,1302.59553,1,1650.8711,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_106,180,476.5005015,637.5710936,115.5263108,269.5613918,16.04532096,1037.563064,1229.597906,1,1499.159298,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_107,166.4731372,319.4484526,427.4310281,152.5013628,355.8365131,21.18074485,695.5877573,899.3808435,1,1255.217357,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_108,180,440.2987332,589.1321079,189.7484897,442.7464759,26.35395692,958.7349882,1219.179331,1,1661.925807,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_112,180,497.8290095,666.1092381,131.8475242,307.6442231,18.31215615,1084.005139,1295.785772,1,1603.429995,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_113,180,504.5181805,675.0595374,145.0377676,338.4214577,20.14413441,1098.570573,1324.615486,1,1663.036943,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_114,180,400.9696364,536.5086685,121.5407329,283.5950434,16.88065736,873.0972647,1059.019038,1,1342.614081,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_115,180,434.3987968,581.2378267,136.2518133,317.9208977,18.92386297,945.8880843,1151.888437,1,1469.809334,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_116,180,427.3685286,571.8311298,108.777927,253.815163,15.10804543,930.5799228,1107.977585,1,1361.792748,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_117,180,446.1799235,597.0013062,121.1845413,282.7639297,16.83118631,971.541073,1164.365771,1,1447.129701,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_118,180,446.7265943,597.7327671,126.0503948,294.1175878,17.50699929,972.7314294,1170.509756,1,1464.627344,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_119,180,445.793502,596.4842633,143.2720653,334.3014857,19.89889797,970.6996537,1185.549831,1,1519.851316,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_120,180,432.2222046,578.3254851,84.29346702,196.6847564,11.70742598,941.1486315,1094.841157,1,1291.525913,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_121,180,436.7020875,584.3196946,540.1955605,1260.456308,75.02716124,950.9034188,1561.217343,1,2821.67365,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_122,180,423.7659898,567.0108314,141.8538873,330.9924037,19.70192881,922.7355214,1132.630708,1,1463.623112,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_123,180,440.8142228,589.8218474,171.6769801,400.5796202,23.84402503,959.8574485,1202.31305,1,1602.89267,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_124,180,470.5015439,629.5443194,149.7583682,349.4361924,20.79977338,1024.500545,1249.804232,1,1599.240424,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_125,180,437.6715832,585.6169071,154.5023883,360.5055726,21.45866506,953.0144614,1177.790879,1,1538.296451,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_126,180,421.9250459,564.5475967,175.2895888,409.0090405,24.34577624,918.726931,1161.762231,1,1570.771272,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_137,180,431.1427991,576.8812101,144.9352356,338.1822164,20.12989385,938.798264,1152.959245,1,1491.141461,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_138,180,414.4792361,554.5848934,155.5454706,362.9394313,21.6035376,902.5139423,1124.6096,1,1487.549031,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_139,180,428.4247661,573.2444054,147.5422183,344.265176,20.49197478,932.8798429,1149.21139,1,1493.476566,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_143,180,434.4604278,581.3202907,170.8885955,398.7400561,23.73452717,946.0222836,1186.669314,1,1585.40937,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_144,180,435.5205909,582.7388189,153.8131135,358.8972648,21.36293245,948.3307516,1172.072523,1,1530.969788,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_145,180,467.2668172,625.2161639,172.5572503,402.633584,23.96628478,1017.457041,1265.040231,1,1667.673815,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_146,180,459.7923377,615.2150998,154.9948668,361.6546891,21.52706485,1001.181626,1230.002304,1,1591.656993,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_147,180,455.4021953,609.3409656,114.0601057,266.1402466,15.84168136,991.622245,1178.803267,1,1444.943513,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_148,180,472.787647,632.6031897,153.7538962,358.7590911,21.35470782,1029.478454,1259.144733,1,1617.903824,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_149,180,463.2088733,619.7865206,157.5067521,367.5157548,21.87593781,1008.621011,1240.502146,1,1608.017901,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_150,180,455.4447635,609.3979231,160.8436172,375.3017734,22.3393913,991.7149359,1225.686304,1,1600.988077,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_151,180,461.3691797,617.3249588,129.4569703,302.066264,17.98013478,1004.615143,1208.151109,1,1510.217373,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_75,180,532.2810401,712.2070255,107.0048879,249.6780717,14.86179,1159.023223,1351.492953,1,1601.171025,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_76,180,502.1290029,671.8627504,53.00969023,123.6892772,7.362456982,1093.368223,1227.001444,1,1350.690721,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_77,180,468.2338943,626.5101403,66.3503026,154.8173727,9.215319813,1019.562818,1161.094337,1,1315.91171,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
136_99,180,426.7560249,571.0115826,120.5125775,281.1960141,16.737858,929.2462175,1118.280185,1,1399.476199,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_100,180,429.796925,575.0803926,95.91531519,223.8024021,13.32157156,935.8676705,1100.792633,1,1324.595035,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_101,180,422.3159661,565.0706589,115.5681668,269.6590558,16.05113429,919.5781459,1102.954792,1,1372.613848,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_102,179.0552033,343.5924173,459.736333,98.88566439,230.7332169,13.73412007,748.1603903,902.2144147,1,1132.947632,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_104,180,487.7222252,652.586076,125.7721371,293.4683199,17.46835239,1061.997972,1266.080438,1,1559.548758,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_105,180,428.5977394,573.4758485,137.0418852,319.7643988,19.03359518,933.2564861,1139.115473,1,1458.879872,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_106,180,444.4531184,594.6907923,172.5668315,402.6559401,23.96761551,967.7810156,1211.710742,1,1614.366682,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_107,180,444.9187474,595.313817,156.7115227,365.6602196,21.76548928,968.7949064,1196.944087,1,1562.604307,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_108,180,448.8548732,600.5804642,143.1672666,334.0569554,19.8843426,977.3656817,1192.602604,1,1526.659559,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_109,180,446.223589,597.0597318,135.1122862,315.2620011,18.76559532,971.636153,1178.395607,1,1493.657608,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_110,180,465.1556367,622.3913449,131.5874712,307.0374328,18.27603768,1012.86002,1219.134453,1,1526.171886,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_112,180,468.803983,627.272935,90.14772525,210.3446922,12.52051741,1020.804166,1186.224643,1,1396.569335,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_113,180,447.6871469,599.0180135,121.471212,283.432828,16.87100168,974.8229988,1168.176372,1,1451.6092,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_114,180,422.7962623,565.7133088,160.0319265,373.4078284,22.22665648,920.6239741,1148.541498,1,1521.949326,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_115,180,433.7649544,580.3897278,134.1733108,313.0710585,18.63518207,944.5079149,1148.327993,1,1461.399052,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_116,180,431.1967616,576.9534135,162.2228248,378.5199245,22.53094791,938.9157655,1170.373,1,1548.892924,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_117,180,428.4113664,573.2264762,144.4407613,337.028443,20.06121686,932.8506654,1146.078604,1,1483.107047,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_118,180,428.8199014,573.7731075,141.7513563,330.7531647,19.68768839,933.740236,1144.344365,1,1475.09753,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_119,180,444.2580249,594.4297517,133.7157607,312.0034416,18.57163345,967.3562064,1172.403537,1,1484.406979,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_120,180,423.7778463,567.0266958,148.7082908,346.9860118,20.65392929,922.7613386,1139.512833,1,1486.498845,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_121,180,448.3054522,599.8453234,148.2681832,345.9590941,20.59280324,976.1693368,1196.418959,1,1542.378053,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_122,180,454.2961143,607.8609981,145.2036573,338.8085337,20.16717464,989.2137927,1207.36077,1,1546.169303,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_123,180,453.6401339,606.9832778,140.6784651,328.2497519,19.53867572,987.7854184,1201.301877,1,1529.551629,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_124,180,473.7925306,633.9477522,138.0127736,322.029805,19.16844079,1031.666552,1245.753056,1,1567.782861,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_125,180,430.5154979,576.0418634,155.6554999,363.1961664,21.61881945,937.4323377,1162.212861,1,1525.409028,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_126,180,415.6431271,556.1422123,158.4226791,369.6529178,22.00314989,905.0482739,1130.208018,1,1499.860936,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_127,180,407.1807237,544.8192782,150.8391274,351.9579639,20.94987882,886.6216885,1102.839129,1,1454.797093,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_137,180,414.593404,554.7376533,134.4380462,313.6887744,18.67195088,902.7625389,1103.769104,1,1417.457878,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_138,180,398.3439123,532.9953756,136.7884532,319.1730574,18.99839629,867.3798428,1068.127741,1,1387.300798,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_139,180,414.1653901,554.1649586,147.493651,344.1518523,20.48522932,901.8305537,1115.824,1,1459.975852,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_140,180,435.8637732,583.1980065,142.6674376,332.8906877,19.8149219,949.078019,1161.729217,1,1494.619905,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_142,180,441.4619406,590.6885121,158.8582685,370.6692931,22.06364842,961.2678312,1191.008721,1,1561.678014,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_143,180,424.5542122,568.0654953,169.7226871,396.0196032,23.57259545,924.4518481,1162.342395,1,1558.361998,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_144,180,429.3391623,574.4678933,129.2474859,301.5774671,17.95103972,934.8709084,1133.054542,1,1434.632009,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_145,180,472.1548795,631.7565289,130.2060673,303.814157,18.08417603,1028.100625,1234.117476,1,1537.931633,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_146,180,452.9553403,606.0670047,191.5206356,446.881483,26.6000883,986.2943045,1250.542981,1,1697.424464,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_147,180,461.2371892,617.1483518,166.4040336,388.2760783,23.11167135,1004.327739,1244.789575,1,1633.065653,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
137_148,180,462.4652891,618.791584,128.6681053,300.225579,17.87057019,1007.001883,1209.924978,1,1510.150557,0.306,0.315,0.338,0.291,0.005,0.015,0.0075,0.005,30
