Location, TSUM1, TSUM2, TSUM3, TSUM4, TSUM5, TSUM6,BeginSensitivePhaseHeatStress,EndSensitivePhaseHeatStress,HeatSumIrrigationStart,HeatSumIrrigationEnd
190_131,170.6580028,327.4788703,438.1759533,173.1330964,403.9772249,24.04626341,713.0737093,938.7879201,1,1342.765145
190_132,82.52155033,158.3521642,211.8796564,518.9503996,1210.884265,72.07644444,344.8062618,889.1822202,1,2100.066486
190_133,81.24249587,155.8977624,208.5955976,395.8579186,923.6684767,54.98026652,339.4618883,760.3512787,1,1684.019755
190_136,70,131.1617661,175.4981378,430.8482433,1005.312568,59.84003385,285.6001274,737.5081472,1,1742.820715
190_137,76.42212703,146.6478654,196.2189749,170.5895816,398.0423571,23.69299747,319.3205634,513.456422,1,911.4987791
190_138,70,126.8460052,169.7235281,525.2123438,1225.495469,72.94615891,276.2027099,821.781877,1,2047.277346
190_139,79.1630753,151.9075229,203.2565448,162.5475028,379.2775064,22.57604207,330.7732824,517.7115705,1,896.9890769
190_141,83.48901818,160.2086566,214.3636955,92.89019267,216.7437829,12.90141566,348.8487086,467.4625447,1,684.2063276
191_132,70,132.8015305,177.6921887,352.0920111,821.5480257,48.90166824,289.1706566,662.5857303,1,1484.133756
191_133,75.50259731,144.8833625,193.8580202,549.2368226,1281.552586,76.28289209,315.4784203,887.9782053,1,2169.530791
191_135,84.03726584,161.2606994,215.7713583,504.2907753,1176.678475,70.04038551,351.1394947,881.322833,1,2058.001308
191_136,114.8784013,220.4423377,294.9580575,267.2891331,623.6746439,37.12349074,480.0054284,782.6895284,1,1406.364172
191_137,76.70336268,147.1875339,196.9410664,111.9739936,261.2726516,15.55194356,320.4956723,456.1025939,1,717.3752455
191_138,70,127.1398643,170.1167199,575.0442463,1341.769908,79.8672565,276.8425778,872.3008305,1,2214.070738
191_139,70,117.9465096,157.8157523,104.8006673,244.5348904,14.55564825,256.8243716,380.5629292,1,625.0978196
191_140,70,120.6287167,161.4046209,326.574121,762.0062822,45.35751684,262.6647831,608.6074586,1,1370.613741
192_135,70,128.2544689,171.6080922,277.6539824,647.8592923,38.56305315,279.2695901,577.5165436,1,1225.375836
192_136,84.7129078,162.5572015,217.5061147,61.23274953,142.8764155,8.504548552,353.9625825,441.2960658,1,584.1724813
192_137,80.04180856,153.5937408,205.5127518,408.3669414,952.8561964,56.71763079,334.4449624,767.473434,1,1720.32963
192_140,70,117.0747692,156.649339,415.3973025,969.2603723,57.69406983,254.9261875,689.1214107,1,1658.381783
192_141,70,125.814969,168.3439726,82.09723567,191.5602165,11.40239385,273.9576649,376.2561773,1,567.8163938
35_125,91.12510917,174.8616961,233.969875,155.7186966,363.3436254,21.62759677,380.7551861,564.5502677,1,927.8938931
35_126,90.6528511,173.9554711,232.7573205,198.3115976,462.7270611,27.54327747,378.7819132,605.0243893,1,1067.75145
36_125,77.53117733,148.776043,199.0665365,211.0157595,492.3701053,29.30774439,323.9545952,558.858339,1,1051.228444
36_126,79.00096771,151.5964516,202.8403226,193.9811786,452.6227501,26.94183039,330.0959355,548.4179529,1,1001.040703
36_159,91.82673957,176.2080679,235.7713585,181.158015,422.702035,25.16083544,383.6868634,593.1374414,1,1015.839476
36_163,90.44813332,173.5626343,232.2316938,189.984415,443.2969683,26.38672433,377.9265248,595.7787431,1,1039.075711
36_164,93.84502273,180.0809897,240.9534369,244.8503531,571.3174904,34.00699351,392.1200141,665.8847796,1,1237.20227
36_165,103.4263491,198.4667782,265.5541398,148.5999754,346.7332759,20.63888549,432.1544212,612.6208934,1,959.3541693
37_159,122.9871567,236.0023819,315.777835,181.229029,422.8677343,25.17069849,513.8868768,733.009246,1,1155.87698
37_160,116.0294258,222.6510604,297.9133906,172.8532875,403.3243374,24.00740106,484.8148441,693.4177385,1,1096.742076
37_161,70,126.2359241,168.9072224,247.5265396,577.5619256,34.37868608,274.8742798,542.6696861,1,1120.231612
37_162,104.8139541,201.1294797,269.1169094,193.6445949,451.837388,26.89508265,437.9523599,663.890984,1,1115.728372
37_163,93.70402947,179.810435,240.5914272,194.1718326,453.0676093,26.9683101,391.5308909,614.5736948,1,1067.641304
37_164,109.492976,210.1081431,281.1306141,167.1192068,389.9448158,23.21100096,457.5030835,658.357964,1,1048.30278
37_165,99.3516961,190.6478494,255.0921928,176.6564998,412.1984995,24.535625,415.128979,622.396542,1,1034.595042
37_166,102.0964486,195.9148068,262.1395303,192.2251555,448.5253627,26.69793828,426.5975934,650.2794925,1,1098.804855
37_167,83.25497253,159.759542,213.7627674,212.2763467,495.3114756,29.48282596,347.8707773,585.7986561,1,1081.110132
37_168,102.1095441,195.9399361,262.1731539,178.4116831,416.2939271,24.77940045,426.6523115,636.5247731,1,1052.8187
37_169,102.2715802,196.2508702,262.5891925,151.4681671,353.4257231,21.03724544,427.3293595,610.3082297,1,963.7339528
38_159,100.7749129,193.378887,258.7463981,261.7417288,610.7307004,36.35301792,421.0757173,713.8670139,1,1324.597714
38_160,97.15117753,186.4252326,249.4422127,242.96359,566.9150431,33.74494308,405.9343798,678.8310353,1,1245.746078
38_161,104.0889239,199.7382054,267.2553453,193.6189353,451.7775156,26.89151881,434.9229092,660.6124859,1,1112.390001
38_162,96.07421837,184.3586353,246.6770473,201.9467919,471.2091811,28.04816557,401.4344369,632.9824745,1,1104.191656
38_163,105.0778555,201.635885,269.7944941,205.2821641,478.9917162,28.5114117,439.0550398,676.7125432,1,1155.704259
38_164,101.0366209,193.8810835,259.4183512,178.6078237,416.7515886,24.8066422,422.1692325,631.9072584,1,1048.658847
38_165,95.3584909,182.9852123,244.8393687,216.616929,505.4395009,30.08568461,398.4438568,644.44151,1,1149.881011
38_166,92.49986549,177.499742,237.4996548,182.1918867,425.1144022,25.30442873,386.4994381,597.1912834,1,1022.305686
38_167,99.03266702,190.0356584,254.2730641,199.2637555,464.9487627,27.67552162,413.7959549,643.572478,1,1108.521241
38_168,104.3022495,200.1475599,267.8030731,206.4604969,481.7411594,28.67506904,435.8142642,674.4111299,1,1156.152289
38_169,95.52971165,183.3137711,245.2789895,197.9814456,461.9567063,27.49742302,399.1592819,626.5742062,1,1088.530913
39_125,87.29536299,167.5127237,224.1367429,194.1459137,453.0071318,26.96471025,364.7530574,585.7953803,1,1038.802512
39_126,89.68911194,172.1061338,230.2828551,192.1810562,448.4224644,26.69181338,374.7550463,594.5700451,1,1042.99251
39_127,97.9927661,188.0401729,251.6030482,167.0393269,389.7584293,23.19990653,409.4508553,606.6825479,1,996.4409772
39_128,72.64002204,139.3903126,186.5081648,215.0674703,501.8240972,29.87048201,303.5174976,540.9659477,1,1042.790045
39_158,104.8851618,201.2661213,269.2997398,240.9221078,562.1515847,33.46140388,438.2498924,711.4879689,1,1273.639554
39_171,109.260765,209.6625491,280.5343967,169.7772458,396.1469068,23.58017305,456.5328182,659.9741916,1,1056.121098
40_125,90.16271796,173.0149454,231.4988706,170.9592796,398.9049857,23.74434441,376.7339515,575.4730955,1,974.3780812
40_126,97.76188494,187.5971306,251.0102453,128.9522624,300.8886122,17.91003646,408.4861465,567.5596383,1,868.4482504
40_127,105.1614156,201.79623,270.0090402,143.3095703,334.3889974,19.90410701,439.4041854,615.1148405,1,949.5038379
40_128,98.98749099,189.9489693,254.1570716,171.149358,399.348502,23.77074419,413.6071923,615.2553989,1,1014.603901
40_156,180,362.940913,485.6251653,60.59830012,141.3960336,8.416430579,790.2910585,909.1643785,1,1050.560412
40_157,106.9987435,205.3219133,274.7265037,188.4480541,439.7121261,26.17334087,447.0812365,668.496471,1,1108.208597
40_171,94.30680553,180.9671134,242.1390954,200.7584403,468.4363607,27.88311674,394.0495173,623.8646491,1,1092.30101
40_172,102.1149122,195.950237,262.1869368,143.4440116,334.7026937,19.92277941,426.6747413,601.5811854,1,936.2838791
41_122,87.56395305,168.0281262,224.8263661,201.0139892,469.0326413,27.91860963,365.8753283,593.8684814,1,1062.901123
41_123,94.80807093,181.9290011,243.4261282,169.288593,395.006717,23.51230461,396.1439939,594.6437223,1,989.6504393
41_124,103.289851,198.2048493,265.2036717,259.4928743,605.4833732,36.04067701,431.5840804,722.9013952,1,1328.384768
41_125,96.36364593,184.9140234,247.4201721,193.2026859,450.8062669,26.83370639,402.6437748,625.5368813,1,1076.343148
41_126,102.3723533,196.4442456,262.8479343,128.2601295,299.2736354,17.81390688,427.7504277,587.5523093,1,886.8259447
41_127,117.7167283,225.8888571,302.2456539,140.3632027,327.5141395,19.49488927,491.8650325,668.4977136,1,996.0118532
41_128,108.0903258,207.4165713,277.5292151,174.8990452,408.0977721,24.29153408,451.6422806,659.8448316,1,1067.942604
41_154,105.1948254,201.8603407,270.0948221,146.52253,341.8859033,20.3503514,439.5437842,618.4776928,1,960.3635961
41_156,105.8284885,203.0762888,271.7217949,185.670534,433.231246,25.78757419,442.1914682,660.4686177,1,1093.699864
41_157,95.30222457,182.8772418,244.6949011,212.5071419,495.8499976,29.51488084,398.2087547,640.0792847,1,1135.929282
41_171,108.0201543,207.2819178,277.349045,167.1748349,390.0746146,23.21872708,451.3490774,651.8057977,1,1041.880412
41_172,95.3020259,182.8768606,244.694391,175.0299242,408.4031564,24.30971171,398.2079246,602.6011758,1,1011.004332
41_53,103.4431155,198.4989515,265.5971887,153.0821428,357.1916665,21.26140874,432.2244775,617.178283,1,974.3699495
42_119,98.19043478,188.419483,252.1105759,175.3641032,409.1829073,24.35612546,410.2767899,615.8941621,1,1025.077069
42_120,89.21414949,171.1947194,229.0633569,217.7837323,508.1620419,30.24774062,372.7704735,618.0418086,1,1126.203851
42_121,111.5365642,214.0296233,286.377665,160.2637972,373.9488601,22.25886074,466.0419684,660.6710854,1,1034.619946
42_122,98.33558105,188.698007,252.4832488,179.1502417,418.0172306,24.88197803,410.8832659,620.3314974,1,1038.348728
42_123,103.788812,199.162315,266.4847877,166.9333475,389.511144,23.18518716,433.6689281,632.5804501,1,1022.091594
42_124,98.90344247,189.787687,253.9412713,104.8374335,244.6206782,14.56075467,413.2560058,548.5663918,1,793.18707
42_125,101.5558131,194.8773712,260.7514122,141.6338961,330.4790909,19.67137448,424.338614,597.2626796,1,927.7417704
42_126,97.28298363,186.6781579,249.7806338,207.3904777,483.9111146,28.80423304,406.4851156,643.8492694,1,1127.760384
42_127,113.2685345,217.3531339,290.8246158,177.7760649,414.810818,24.69112014,473.2787958,685.9538146,1,1100.764633
42_128,103.174572,197.9836382,264.9076849,182.7386197,426.3901125,25.38036386,431.1024009,645.6299428,1,1072.020055
42_151,119.7911587,229.8695209,307.5718942,209.8558114,489.6635598,29.14664049,500.5327878,747.2972264,1,1236.960786
42_152,100.2034599,192.282315,257.2791539,171.8413464,400.9631416,23.86685369,418.6879705,621.4028154,1,1022.365957
42_153,103.5154697,198.6377934,265.782963,152.008622,354.6867846,21.11230863,432.5268008,616.4293783,1,971.1161629
42_154,104.4738896,200.4769234,268.2437708,189.001378,441.0032153,26.25019141,436.5314417,657.7220722,1,1098.725287
42_155,110.1718152,211.4107806,282.8735797,246.3615882,574.8437058,34.21688728,460.3395307,740.6459485,1,1315.489654
42_156,97.90642625,187.8744937,251.3813648,225.0251418,525.0586641,31.25349194,409.0900948,664.2810003,1,1189.339664
42_165,100.8476559,193.5184749,258.9331706,224.9245464,524.8239415,31.23952035,421.3796651,677.3761919,1,1202.200133
42_172,92.10601565,176.7439761,236.4884187,213.1842516,497.4299203,29.60892386,384.8537845,626.4166464,1,1123.846567
42_173,94.2203114,180.8011382,241.9170159,206.2946431,481.3541672,28.65203379,393.6881122,629.0127972,1,1110.366964
42_174,90.51220692,173.6855863,232.3962071,205.8113844,480.2265636,28.58491452,378.1942486,611.8931778,1,1092.119741
42_52,147.3785955,282.8075753,378.4045021,63.10875323,147.2537575,8.765104623,615.8035371,724.3208306,1,871.5745882
42_53,80.50688376,154.4861824,206.7068638,182.9472426,426.8768993,25.40933927,336.3882226,544.1402888,1,971.0171881
42_54,73.01615537,140.112082,187.4739125,163.7482732,382.0793041,22.74281574,305.089125,491.3342677,1,873.4135718
42_55,86.25927954,165.5245635,221.4765287,144.5353126,337.2490627,20.07434899,360.4239088,531.5364048,1,868.7854675
42_63,94.17673076,180.7175105,241.8051197,177.0831852,413.1940987,24.59488685,393.5060158,599.6058153,1,1012.799914
42_64,91.75187031,176.0643999,235.5791266,188.0554601,438.7960735,26.11881392,383.3740313,599.6989866,1,1038.49506
42_65,84.17113711,161.5175875,216.1150819,210.8113079,491.8930516,29.27934834,351.6988596,588.4439773,1,1080.337029
42_66,103.2861855,198.1978156,265.1942603,167.4983601,390.8295068,23.26366114,431.5687646,630.8904359,1,1021.719943
43_118,112.4183208,215.7216426,288.6416345,162.1693171,378.3950731,22.52351628,469.726281,666.5325942,1,1044.927667
43_119,90.27873589,173.2375744,231.7967544,210.0328268,490.0765957,29.17122596,377.2187183,615.0671556,1,1105.143751
43_120,98.12569932,188.2952609,251.9443633,195.8804801,457.0544534,27.20562225,410.0063006,636.1201043,1,1093.174558
43_121,116.857033,224.2391716,300.0383282,149.4805186,348.7878766,20.76118315,488.2729004,673.7580184,1,1022.545895
43_122,103.086401,197.8144453,264.6813001,155.8927571,363.7497666,21.65177184,430.7339893,618.3885025,1,982.1382691
43_123,93.36348882,179.1569651,239.717066,141.1616611,329.3772092,19.60578628,390.1079832,560.0356922,1,889.4129015
43_124,96.78712855,185.7266522,248.5074924,167.1352768,389.9823124,23.2132329,404.4132455,601.3694213,1,991.3517337
43_125,105.4300871,202.3117889,270.6988724,315.3808165,735.8885718,43.80289122,440.5267966,788.3914779,1,1524.28005
43_126,151.6893782,291.0796178,389.4727281,246.8249782,575.9249491,34.281247,633.8156185,927.3773241,1,1503.302273
43_127,165.8444144,318.2419845,425.8167398,229.5383519,535.5894878,31.88032668,692.9607155,973.5970762,1,1509.186564
43_128,180,357.6629842,478.563148,158.3052222,369.3788517,21.98683643,778.7985545,994.5313544,1,1363.910206
43_151,105.5182045,202.4808791,270.9251199,163.2395526,380.8922893,22.6721601,440.8949846,636.6455516,1,1017.537841
43_152,106.6087337,204.5735162,273.7251273,173.0545734,403.7940045,24.03535743,445.4516282,651.3532168,1,1055.147221
43_153,168.730672,323.7804788,433.2274012,257.6573833,601.2005609,35.78574771,705.0205919,1014.665263,1,1615.865824
43_154,165.125409,316.8622714,423.9706449,228.0542696,532.126629,31.67420414,689.956439,968.887186,1,1501.013815
43_155,106.4067208,204.1858698,273.2064455,230.1123584,536.9288361,31.9600498,444.6075418,707.5046737,1,1244.43351
43_156,104.9603305,201.410364,269.4927406,172.1515878,401.6870382,23.90994277,438.5639757,643.0546924,1,1044.741731
43_161,102.1666893,196.0495931,262.3198782,238.6230195,556.7870454,33.14208607,426.8910859,696.9924908,1,1253.779536
43_163,163.5017194,313.7465428,419.8017122,128.5797642,300.0194496,17.85830059,683.1720496,862.1280192,1,1162.147469
43_164,104.9572347,201.4044234,269.484792,438.9368047,1024.185878,60.96344515,438.5510404,909.8260201,1,1934.011898
43_165,91.82582466,176.2063123,235.7690094,206.236181,481.2177556,28.64391405,383.6830405,618.2115027,1,1099.429258
43_166,107.786997,206.8345078,276.7503978,384.4376575,897.0212007,53.39411914,450.3748578,868.0225631,1,1765.043764
43_173,94.68579459,181.6943627,243.1121754,203.6887967,475.2738589,28.29011067,395.633077,628.4953348,1,1103.769194
43_174,97.4980647,187.090881,250.332869,189.5982079,442.3958185,26.33308446,407.3838057,627.0219579,1,1069.417776
43_51,109.962259,211.0086592,282.3355299,166.9615711,389.5769992,23.18910712,459.4639256,660.3057603,1,1049.88276
43_52,106.085977,203.5703885,272.3829142,168.2870241,392.6697228,23.37319781,443.2673529,644.2403267,1,1036.91005
43_53,86.00006052,165.0271432,220.8109663,185.8008934,433.5354178,25.80567966,359.3407936,571.6390029,1,1005.174421
43_54,150.9121265,289.5881347,387.4770817,225.0261272,525.0609633,31.2536288,630.5679666,902.0913435,1,1427.152307
43_55,137.1313069,263.1438593,352.0938962,259.4764719,605.4451011,36.03839891,572.9864879,874.7142274,1,1480.159328
43_56,166.6479639,319.7839309,427.8799076,203.5001893,474.833775,28.26391521,696.3182496,951.1640278,1,1425.997803
43_57,104.3061014,200.1549515,267.8129632,187.2606846,436.9415974,26.00842844,435.8303591,655.2285993,1,1092.170197
43_58,104.9411776,201.3736112,269.4435643,179.5489822,418.9476251,24.93735866,438.4839478,650.3661577,1,1069.313783
43_59,180,358.5001935,479.6833575,179.6398533,419.1596577,24.94997965,780.6215481,1017.823404,1,1436.983062
43_60,180,349.1642138,467.1915538,254.1812629,593.0896134,35.30295321,760.2927811,1070.537031,1,1663.626644
43_61,162.2721703,311.3871377,416.6447617,257.9649914,601.9183133,35.82847106,678.034528,985.9968908,1,1587.915204
43_62,178.5928021,342.7051068,458.5490866,185.5557714,432.9634665,25.77163493,746.228303,986.8099648,1,1419.773431
43_63,176.8183356,339.3000495,453.993024,212.8733317,496.7044406,29.56574054,738.8139106,1006.166405,1,1502.870846
43_64,150.3667318,288.5415666,386.076744,279.2278598,651.5316728,38.78164723,628.2891013,953.8461704,1,1605.377843
43_65,88.56492812,169.9489162,227.3964372,217.6880895,507.9388755,30.23445691,370.0577809,615.0334429,1,1122.972318
43_66,93.49756472,179.4142459,240.0613149,211.1007537,492.5684253,29.31954915,390.668203,630.5763146,1,1123.14474
43_67,110.9776176,212.9570501,284.9425319,172.3557214,402.1633499,23.93829466,463.7064782,670.2553034,1,1072.418653
44_117,100.7980901,193.4233623,258.8059073,185.3773022,432.5470385,25.74684755,421.1725607,637.6065718,1,1070.15361
44_118,91.14633576,174.9024282,234.0243757,154.2618533,359.9443242,21.42525741,380.8438788,563.1886571,1,923.1329813
44_119,105.2417501,201.9503854,270.2153045,168.4714076,393.0999511,23.39880663,439.7398533,640.6370975,1,1033.737049
44_120,98.04569714,188.1417433,251.7389523,181.3999305,423.2665044,25.19443481,409.6720212,621.280626,1,1044.54713
44_121,118.6607913,227.7004374,304.6695994,148.6197541,346.7794263,20.64163254,495.8096849,680.989791,1,1027.769217
44_122,102.9478101,197.5485006,264.3254586,114.6354641,267.4827496,15.92159225,430.1549041,576.5094233,1,843.9921729
44_123,104.4184458,200.3705313,268.1014151,175.9918609,410.6476754,24.44331404,436.2997766,644.4638073,1,1055.111483
44_124,91.12623854,174.8638632,233.9727747,134.4380782,313.688849,18.67195532,380.759905,543.2747161,1,856.9635651
44_125,173.3336333,332.6131883,445.0458154,176.6253456,412.1258064,24.53129802,724.2535059,954.2843494,1,1366.410156
44_126,179.4398033,344.3304334,460.7238194,215.431838,502.6742885,29.92108863,749.7673945,1020.486091,1,1523.160379
44_127,172.9835233,331.9413558,444.1468845,221.3049355,516.3781829,30.73679663,722.7906141,997.3931758,1,1513.771359
44_128,166.5108389,319.5207991,427.5278299,212.5005311,495.8345725,29.51396268,695.7452894,959.5491601,1,1455.383733
44_151,98.36801344,188.7602421,252.5665211,184.388364,430.239516,25.60949502,411.0187807,625.7151272,1,1055.954643
44_152,103.2935862,198.2120169,265.2132621,257.4202003,600.6471339,35.75280562,431.5996876,720.8454793,1,1321.492613
44_153,180,352.2279874,471.290969,207.1614988,483.3768305,28.77243041,766.9640401,1030.680455,1,1514.057286
44_154,180,357.0065545,477.6848264,223.804386,522.2102339,31.08394252,777.3692017,1058.495767,1,1580.706001
44_155,180,363.897217,486.904727,201.4022112,469.9384928,27.97252936,792.3733768,1052.204155,1,1522.142648
44_161,100.6638252,193.1657187,258.4611729,214.6146595,500.7675387,29.80759162,420.6115508,666.241551,1,1167.00909
44_162,115.3228455,221.2951901,296.099198,183.1226815,427.2862568,25.43370579,481.8624843,700.5170696,1,1127.803326
44_164,96.82545296,185.8001936,248.6058929,195.012831,455.0299389,27.08511544,404.5733793,629.4189175,1,1084.448856
44_168,95.63078635,183.5077252,245.5385056,195.846376,456.9748773,27.20088558,399.5816102,624.8926069,1,1081.867484
44_171,98.07258966,188.1933478,251.8080006,213.0588196,497.1372456,29.59150274,409.7843883,653.060168,1,1150.197414
44_172,110.9881088,212.9771819,284.9694688,208.3486638,486.1468822,28.93731444,463.7503145,706.2953146,1,1192.442197
44_173,114.107355,218.9627623,292.978344,179.6138393,419.0989584,24.94636659,476.783705,691.5549456,1,1110.653904
44_174,88.8577146,170.5107497,228.1481863,245.0999185,571.8998098,34.04165538,371.2811536,643.7588545,1,1215.658664
44_175,85.2580478,163.603281,218.9057985,294.9805744,688.2880069,40.96952426,356.2403837,677.4896539,1,1365.777661
44_51,101.2377725,194.2670771,259.9348215,185.1008809,431.9020553,25.7084557,423.00972,639.3027794,1,1071.204835
44_52,118.7399129,227.8522654,304.8727494,170.2611296,397.275969,23.64737913,496.1402849,702.9861444,1,1100.262113
44_53,114.8631176,220.4130095,294.9188155,185.1392082,431.9914857,25.71377894,479.9415672,700.4710332,1,1132.462519
44_54,177.8221102,341.2262117,456.5702832,198.7217289,463.684034,27.60024014,743.0080609,996.5182238,1,1460.202258
44_55,180,377.2970779,504.8341183,188.8282042,440.5991432,26.2261395,821.551102,1070.9594,1,1511.558544
44_56,180,358.0731473,479.1119577,259.1887329,604.7737101,35.99843516,779.69167,1096.373838,1,1701.147548
44_57,180,382.3737635,511.6268666,222.340153,518.7936903,30.88057683,832.6054061,1116.340783,1,1635.134473
44_58,180,382.5276242,511.8327367,212.2360259,495.2173938,29.47722585,832.9404325,1106.596387,1,1601.813781
44_59,180,352.1724418,471.2166475,227.4115965,530.6270583,31.58494398,766.8430916,1050.800686,1,1581.427744
44_60,158.9887261,305.0864746,408.214297,229.4232202,535.3208471,31.86433617,664.3150559,942.7239917,1,1478.044839
44_61,180,360.7006082,482.6275744,245.6867087,573.268987,34.12315402,785.4128737,1089.014891,1,1662.283878
44_62,180,349.8051675,468.0491679,231.5242886,540.2233399,32.15615122,761.6884353,1049.378624,1,1589.601964
44_63,180,372.6629042,498.6334635,208.0917525,485.5474224,28.90163232,811.4603521,1079.38812,1,1564.935543
44_64,176.3380606,338.3784408,452.7598856,264.6560502,617.5307838,36.75778479,736.80714,1055.794377,1,1673.32516
44_65,178.6784072,342.869376,458.7688835,266.4020141,621.6046996,37.00027977,746.5859935,1068.040274,1,1689.644973
44_66,180,356.8915917,477.531003,243.5776051,568.3477452,33.83022296,777.1188744,1078.0002,1,1646.347945
44_67,104.3325242,200.2056546,267.8808055,178.7701571,417.1303664,24.8291885,435.9407635,646.8566172,1,1063.986984
44_68,105.1094859,201.6965812,269.8757073,209.7521835,489.4217614,29.13224773,439.1872037,681.3244721,1,1170.746233
45_118,111.3294731,213.6322322,285.8459445,119.193851,278.1189857,16.55470154,465.1766634,618.6720277,1,896.7910134
45_119,102.6254907,196.9299958,263.4978818,156.7821995,365.825132,21.7753055,428.8081318,617.210077,1,983.0352091
45_120,98.95711186,189.8906742,254.0790711,201.8626415,471.0128301,28.03647801,413.4802568,645.8323868,1,1116.845217
45_121,101.1329034,194.0658418,259.665563,207.5018557,484.1709965,28.8197022,422.5715372,661.2332605,1,1145.404257
45_122,102.4098741,196.5162449,262.9442714,178.0417755,415.4308094,24.72802439,427.9072037,637.5022918,1,1052.933101
45_123,102.8808647,197.4200377,264.1535716,143.6873111,335.2703924,19.956571,429.8751807,605.2609203,1,940.5313128
45_124,180,450.4642018,602.7337912,190.8928465,445.4166418,26.51289537,980.8699381,1244.09084,1,1689.507481
45_125,171.2426258,328.6007145,439.6770124,197.7347686,461.3811267,27.46316233,715.5164854,966.0124955,1,1427.393622
45_126,171.5581677,329.2062139,440.4871876,245.9337161,573.8453376,34.1574606,716.834939,1015.627118,1,1589.472455
45_127,172.7471315,331.487739,443.5399325,195.5147992,456.201198,27.15483324,721.8028795,970.5424706,1,1426.743669
45_128,88.98974727,170.7641097,228.487189,176.8959675,412.7572574,24.56888439,371.8328361,576.1472662,1,988.9045236
45_129,166.1235039,318.7775346,426.533321,279.5028876,652.1734043,38.81984553,694.1268571,1024.813743,1,1676.987148
45_130,168.1337688,322.63507,431.694812,210.6719535,491.5678915,29.25999357,702.5265045,965.0018355,1,1456.569727
45_131,157.1901955,301.6352402,403.5964481,238.2589497,555.9375493,33.09152082,656.8001145,943.490638,1,1499.428187
45_148,95.305675,182.8838629,244.7037603,225.5364405,526.2516943,31.32450564,398.223172,653.1240637,1,1179.375758
45_150,108.4179625,208.0452794,278.3704443,198.4259834,462.9939613,27.55916439,453.0112704,684.8417071,1,1147.835668
45_151,123.7120666,237.3934253,317.6390902,150.2715985,350.6337298,20.87105537,516.9158246,705.304114,1,1055.937844
45_152,180,369.7480464,494.7333015,209.1715004,488.0668342,29.0515973,805.1133517,1073.652848,1,1561.719683
45_153,180,564.720129,755.6114403,113.1045128,263.9105299,15.70896013,1229.658196,1433.436082,1,1697.346612
45_154,180,351.3849771,470.1629976,200.5239341,467.8891795,27.85054643,765.128415,1022.071909,1,1489.961088
45_155,180,354.332978,474.1075059,287.2562252,670.2645253,39.89669797,771.5475832,1115.696709,1,1785.961234
45_156,106.1017579,203.6006706,272.4234325,206.9308651,482.8386852,28.74039795,443.3332912,682.9549682,1,1165.793653
45_157,111.018025,213.0345886,285.0462805,193.3472463,451.1435745,26.85378422,463.8753154,691.4281154,1,1142.57169
45_161,106.4717994,204.3107502,273.3735391,197.9567282,461.8990325,27.49399005,444.8794646,675.6410175,1,1137.54005
45_162,126.5116905,242.7656765,324.8273136,176.0081616,410.6857103,24.44557802,528.6137124,743.6011516,1,1154.286862
45_163,105.5743334,202.5885858,271.0692346,182.096061,424.8908088,25.2911196,441.1295123,655.7538814,1,1080.64469
45_164,94.40062077,181.1471372,242.3799724,188.8597586,440.6727699,26.23052205,394.4415129,612.3868682,1,1053.059638
45_165,100.4614556,192.7773878,257.9415753,370.90138,865.4365533,51.5140806,419.765974,821.6203431,1,1687.056896
45_166,104.0262874,199.6180111,267.0945219,191.447754,446.7114259,26.58996585,434.6611904,658.160287,1,1104.871713
45_170,101.9770112,195.6856162,261.8328668,208.9660354,487.5874159,29.0230605,426.098539,666.4845184,1,1154.071934
45_171,106.4484273,204.2659011,273.3135297,176.8999785,412.7666164,24.56944148,444.7818073,654.4794093,1,1067.246026
45_172,109.0665768,209.2899178,280.0358056,210.3077501,490.7180835,29.20940976,455.7214267,699.6334735,1,1190.351557
45_173,108.1104666,207.4552198,277.5809279,192.6857304,449.6000375,26.76190702,451.7264364,677.7218781,1,1127.321916
45_174,99.01774641,190.007027,254.2347544,188.0545747,438.7940076,26.11869095,413.7336109,632.2963561,1,1071.090364
45_175,96.79397346,185.739787,248.5250671,204.1171778,476.2734148,28.34960805,404.4418461,638.3820319,1,1114.655447
45_51,116.0472698,222.6853017,297.9592065,167.4647031,390.7509737,23.25898655,484.8894033,688.1092112,1,1078.860185
45_52,121.4450595,233.0432224,311.8183962,158.1670766,369.0565121,21.96764955,507.4434111,703.0286953,1,1072.085207
45_53,119.9274047,230.1309658,307.9217149,186.5468711,435.2760325,25.90928768,501.1020749,724.5995518,1,1159.875584
45_54,180,367.2074121,491.3338613,239.3337488,558.4454138,33.24079847,799.58121,1097.875022,1,1656.320436
45_55,180,401.2317365,536.8593658,205.3830809,479.2271886,28.52542792,873.6679784,1143.474183,1,1622.701372
45_56,180,351.3920409,470.1724491,253.0808262,590.5219277,35.15011478,765.1437962,1074.645316,1,1665.167244
45_57,180,384.4260279,514.3728543,214.2806665,499.9882218,29.7612037,837.0741397,1113.079549,1,1613.06777
45_58,180,401.7081842,537.4968663,236.4204979,551.6478282,32.83618028,874.7054265,1175.625548,1,1727.273377
45_59,180,411.3497397,550.3975391,230.7529816,538.4236236,32.04902525,895.6995741,1192.50026,1,1730.923884
45_60,180,368.7816685,493.4402607,173.5800888,405.0202072,24.10834569,803.0090979,1035.802018,1,1440.822225
