Location, TSUM1, TSUM2, TSUM3, TSUM4, TSUM5, TSUM6,BeginSensitivePhaseHeatStress,EndSensitivePhaseHeatStress,HeatSumIrrigationStart,HeatSumIrrigationEnd
144_84,180,446.460568,597.3768164,178.6127031,416.7629738,24.80731989,972.1521665,1222.450088,1,1639.213061
144_98,180,436.2431409,583.7056111,140.1721849,327.0684315,19.46835903,949.9040787,1160.120937,1,1487.189368
144_99,158.7475923,304.6237583,407.5951696,90.4948968,211.1547592,12.56873568,663.3075076,802.7138247,1,1013.868584
145_100,180,449.8479208,601.9091898,106.8382076,249.2891511,14.83863996,979.5280078,1158.595318,1,1407.884469
145_101,180,474.6315476,635.0703806,100.6688129,234.8938967,13.98177958,1033.493482,1210.370741,1,1445.264638
145_102,180,410.6166426,549.4166345,126.1267493,294.2957484,17.51760409,894.103281,1086.160026,1,1380.455775
145_103,180,436.6643467,584.2691963,136.4719385,318.4345231,18.95443592,950.8212394,1157.405481,1,1475.840005
145_105,148.5123931,284.983241,381.3156042,84.91653716,198.1385867,11.7939635,620.5409727,751.2153824,1,949.353969
145_106,130.0691026,249.5920619,333.9612096,71.00159739,165.6703939,9.861332979,543.4779263,654.5548689,1,820.2252627
145_107,144.9938241,278.2313923,372.2814405,94.77705539,221.1464625,13.16347993,605.83906,745.2898882,1,966.4363508
145_108,128.8815088,247.3131656,330.9119822,59.94679479,139.8758545,8.325943727,538.5157099,638.1719426,1,778.0477971
145_109,169.1821279,324.646786,434.3865447,314.6017812,734.0708226,43.69469186,706.9069454,1073.635112,1,1807.705935
145_110,177.8439357,341.2680929,456.6263215,126.0992741,294.2316395,17.51378808,743.0992559,923.9936886,1,1218.225328
145_111,163.6647861,314.0594546,420.220397,146.6811582,342.2560359,20.37238311,683.8534039,880.9610098,1,1223.217046
145_112,180,379.8628316,508.2671691,174.4823314,407.12544,24.23365716,827.1379405,1062.612332,1,1469.737772
145_113,180,424.9487398,568.5933842,164.9994386,384.9986901,22.91658872,925.3109179,1158.541563,1,1543.540253
145_114,180,420.7434943,562.9666474,103.9731286,242.6039666,14.44071231,916.154144,1087.68327,1,1330.287237
145_116,180,374.5328097,501.1354497,112.7524961,263.0891576,15.66006892,815.5320054,988.4207555,1,1251.509913
145_117,173.9159712,333.7306476,446.5410074,123.287069,287.6698275,17.12320404,726.6867341,903.5587239,1,1191.228551
145_118,170.1483564,326.5009002,436.8674017,113.4914541,264.813393,15.76270198,710.9442138,876.8597561,1,1141.673149
145_120,180,394.2303039,527.4912517,122.1004805,284.9011212,16.95840009,858.4226054,1043.822036,1,1328.723157
145_121,180,391.8319676,524.2822102,124.6537677,290.8587913,17.31302331,853.2003125,1040.767945,1,1331.626737
145_122,180,415.6775382,556.1882554,127.430034,297.336746,17.69861585,905.123203,1099.295828,1,1396.632574
145_123,180,382.7209156,512.091366,152.3750307,355.5417382,21.16319872,833.3613176,1047.187312,1,1402.72905
145_124,180,382.9471015,512.3940091,122.0578804,284.801721,16.95248341,833.8538294,1017.398991,1,1302.200712
145_125,180,379.3178967,507.5380308,131.207093,306.1498836,18.22320738,825.9513638,1018.063021,1,1324.212904
145_126,180,394.2145826,527.4702162,85.93912788,200.5246317,11.93598999,858.3883728,1007.623927,1,1208.148558
145_127,180,394.7012583,528.121402,131.5761741,307.0110728,18.27446864,859.448092,1054.398834,1,1361.409907
145_128,180,375.4490539,502.3614102,92.65479952,216.1945322,12.86872217,817.5270949,970.4652636,1,1186.659796
145_131,176.2498637,338.2091982,452.5334342,136.0057223,317.3466854,18.88968367,736.4386202,926.7483547,1,1244.09504
145_132,168.4653836,323.2714119,432.5462554,129.4967561,302.1590974,17.98566058,703.9121167,885.3144234,1,1187.473521
145_133,176.4949036,338.6794098,453.1625906,165.0054611,385.0127425,22.91742517,737.4624896,956.8474615,1,1341.860204
145_134,180,354.8146302,474.75197,188.5307423,439.9050652,26.18482534,772.5963638,1018.097343,1,1458.002408
145_135,180,400.8972582,536.4118244,135.9918508,317.3143185,18.88775707,872.9396636,1073.300933,1,1390.615252
145_136,180,373.9862572,500.404147,157.4184708,367.3097651,21.86367651,814.3419066,1031.808875,1,1399.11864
145_137,180,365.1891811,488.6334114,123.2039479,287.4758784,17.11165945,795.1865832,977.0265405,1,1264.502419
145_138,180,370.9783778,496.3795197,161.4610049,376.7423446,22.42513958,807.7923552,1028.818902,1,1405.561247
145_139,180,402.5711009,538.6514731,142.5745512,332.6739528,19.80202102,876.5843973,1083.797125,1,1416.471078
145_140,180,381.6728632,510.6890424,153.3225327,357.7525763,21.29479623,831.0792205,1045.684438,1,1403.437015
145_141,180,388.1408872,519.3434407,150.7766697,351.8122293,20.94120415,845.163115,1058.260998,1,1410.073227
145_142,180,403.0912406,539.3474346,135.2149184,315.5014763,18.7798498,877.7169831,1077.653594,1,1393.15507
145_150,180,420.5101268,562.654395,146.0037533,340.6754243,20.27829908,915.6459944,1129.168275,1,1469.843699
145_98,180,494.7352704,661.9697281,110.6794022,258.2519385,15.37213921,1077.268631,1267.384401,1,1525.636339
145_99,180,443.0012104,592.7480985,122.8442145,286.6365005,17.06169648,964.6195371,1158.593523,1,1445.230024
146_100,180,445.6993743,596.3583178,94.42107793,220.3158485,13.11403861,970.494694,1136.47877,1,1356.794619
146_101,180,401.1900005,536.8035218,91.7074152,213.9839688,12.73714101,873.5770997,1029.700938,1,1243.684906
146_102,180,402.5160919,538.5778695,128.5079611,299.8519091,17.84832794,876.464617,1069.601922,1,1369.453832
146_103,180,487.0243981,651.6523636,118.4941309,276.4863055,16.4575182,1060.478478,1257.170893,1,1533.657198
146_104,180,375.7978985,502.8281741,121.4191843,283.3114301,16.86377561,818.2866917,1000.045257,1,1283.356687
146_105,104.1250743,199.8075752,267.348164,70.53097906,164.5722844,9.795969322,435.0739595,537.6867182,1,702.2590027
146_106,153.7273009,294.9902262,394.7052323,105.2556223,245.5964521,14.61883645,642.3308306,794.9510808,1,1040.547533
146_107,117.3748266,225.2327754,301.3677981,87.99504613,205.3217743,12.2215342,490.4364377,614.5956196,1,819.9173939
146_108,135.7490231,260.4913687,348.5447891,86.15354722,201.0249435,11.96577046,567.2107831,695.189705,1,896.2146485
146_109,164.3990809,315.4685068,422.1057486,103.0206519,240.3815212,14.30842389,686.9215656,840.5949074,1,1080.976429
146_110,154.7578157,296.9677005,397.3511485,87.16788007,203.3917201,12.10665002,646.6367112,781.4867291,1,984.8784492
146_111,180,356.8587262,477.4870281,127.5760894,297.6775418,17.71890131,777.0473109,961.9218437,1,1259.599385
146_112,180,375.4862234,502.411144,139.4446615,325.3708768,19.36731411,817.6080301,1017.342029,1,1342.712906
146_113,172.6751527,331.3496176,443.3551221,125.6018983,293.0710961,17.44470812,721.502125,900.306638,1,1193.377734
146_114,155.0601444,297.5478447,398.1273979,159.2927656,371.6831197,22.12399524,647.8999549,854.9680083,1,1226.651128
146_117,159.3415619,305.7635378,409.1202266,112.7466404,263.0754943,15.65925563,665.7893372,827.6304048,1,1090.705899
146_118,155.4547198,298.3050031,399.1404971,155.9059744,363.7806068,21.65360757,649.5486405,853.3514745,1,1217.132081
146_119,180,415.2621854,555.6325016,114.6150353,267.4350823,15.91875491,904.2187868,1085.509722,1,1352.944805
146_120,180,359.6563743,481.23036,112.7669257,263.1228266,15.66207303,783.1390911,953.65366,1,1216.776487
146_121,174.7042798,335.243348,448.5650431,161.2785785,376.3166832,22.39980259,729.9805859,945.0869696,1,1321.403653
146_122,180,376.6047883,503.9078154,144.0097096,336.0226556,20.00134857,820.0436658,1024.522313,1,1360.544969
146_123,180,345.6639346,462.5080815,91.90474544,214.444406,12.76454799,752.6710463,900.0767615,1,1114.521168
146_124,180,374.7018102,501.361577,60.31005112,140.7234526,8.376395995,815.899998,936.3734383,1,1077.096891
146_125,180,366.9622022,491.0057636,132.9470413,310.2097631,18.46486687,799.0472742,990.9150072,1,1301.12477
146_134,177.9750568,341.5197037,456.9629839,151.8362714,354.2846332,21.08837104,743.6471296,950.318959,1,1304.603592
146_135,180,371.5359031,497.1255041,174.696967,407.6262562,24.26346766,809.0063467,1043.358374,1,1450.98463
146_136,180,413.6036597,553.4133475,170.1528431,397.0233004,23.63233933,900.6074055,1137.16985,1,1534.193151
146_137,180,391.7734129,524.2038623,144.0606235,336.1414547,20.00841994,853.0728117,1060.037899,1,1396.179353
146_138,180,398.7430028,533.52937,176.4551521,411.7286883,24.50766004,868.2488485,1108.727525,1,1520.456213
146_139,180,391.8783471,524.3442673,131.6589315,307.2041734,18.28596272,853.3013023,1047.881546,1,1355.085719
146_140,180,429.0196029,574.0403137,132.111286,308.2596674,18.34878974,934.175079,1135.171203,1,1443.43087
146_141,180,390.3012624,522.2340835,162.3258083,378.7602193,22.54525117,849.8672559,1074.861154,1,1453.621374
146_142,180,385.8665682,516.3003378,157.1995025,366.7988391,21.83326425,840.2108654,1059.366408,1,1426.165248
146_143,180,392.7334818,525.4884616,143.4086034,334.6200745,19.9178616,855.1633281,1061.630547,1,1396.250621
146_84,180,436.741328,584.3721995,49.97124659,116.5995754,6.940450921,950.9888636,1071.084774,1,1187.68435
146_98,180,441.1303767,590.2448703,105.3396922,245.7926152,14.63051282,960.5458626,1136.714939,1,1382.507554
146_99,180,465.4540219,622.7905928,83.08485159,193.8646537,11.53956273,1013.509744,1171.329466,1,1365.19412
147_100,180,393.4817847,526.489712,106.8664478,249.3550447,14.8425622,856.7927313,1026.837944,1,1276.192989
147_101,180,420.4755594,562.6081429,142.9602327,333.5738763,19.8555879,915.5707251,1126.043935,1,1459.617811
147_102,180,390.1294221,522.0041564,113.0627389,263.8130574,15.70315819,849.4930798,1025.196317,1,1289.009375
147_103,180,436.5956316,584.1772536,131.6558165,307.196905,18.28553008,950.6716147,1152.428702,1,1459.625607
147_104,180,447.7693462,599.1279985,106.9532091,249.5574879,14.85461239,975.0019849,1153.850554,1,1403.408042
147_105,165.7350314,318.0320874,425.5358916,57.10958396,133.2556959,7.931886667,692.503672,800.6775629,1,933.9332588
147_106,180,352.2430343,471.3111022,86.02779522,200.7315221,11.9483049,766.9968043,909.5819317,1,1110.313454
147_107,151.0196828,289.7945266,387.7532399,109.5319122,255.5744618,15.2127656,631.0173777,787.0796787,1,1042.654141
147_108,105.4254947,202.3029763,270.687081,63.03112833,147.0726327,8.754323386,440.5076076,536.0211857,1,683.0938184
147_109,123.7111782,237.3917204,317.6368091,98.06950607,228.8288475,13.62076474,516.9121124,653.0980356,1,881.926883
147_110,180,362.3555697,484.8419596,120.1486315,280.3468067,16.68730994,789.0164942,967.3461608,1,1247.692968
147_111,142.1678799,272.8086346,365.0256378,94.35677386,220.1658057,13.10510749,594.0311958,732.1910462,1,952.3568519
147_112,180,352.5327245,471.6987159,145.0387191,338.4236778,20.14426656,767.6275945,969.2701595,1,1307.693837
147_113,172.7427528,331.4793366,443.5286898,125.667755,293.2247617,17.45385488,721.7845836,900.6757815,1,1193.900543
147_114,132.2623913,253.8008051,339.5926266,88.96472523,207.5843588,12.35621185,552.6423165,682.3581569,1,889.9425157
147_115,140.468437,269.5475414,360.6622033,132.9857827,310.3001595,18.47024761,586.9302804,763.1955274,1,1073.495687
147_116,168.1817107,322.7270666,431.8179061,89.35189541,208.4877559,12.40998548,702.726824,843.8968681,1,1052.384624
147_117,161.0166487,308.9778936,413.4211253,104.8948,244.7545332,14.56872223,672.7884839,827.2938189,1,1072.048352
147_118,169.1002808,324.4897282,434.1763969,115.5555854,269.6296993,16.04938688,706.5649575,874.2217106,1,1143.85141
147_119,180,351.6874241,470.5676801,109.204613,254.8107637,15.16730738,765.7869826,931.4597172,1,1186.270481
147_120,180,346.7686081,463.9861659,121.0345394,282.4139252,16.8103527,755.0764341,931.7893134,1,1214.203239
147_121,170.2593439,326.7138763,437.1523698,119.8372802,279.6203204,16.6440667,711.4079617,883.7035263,1,1163.323847
147_122,176.4468704,338.587238,453.0392622,152.0002254,354.6671926,21.11114243,737.2617888,943.6267257,1,1298.293918
147_123,180,546.7973653,731.6302776,79.44331738,185.3677405,11.03379409,1190.63201,1357.87096,1,1543.238701
147_124,180,367.470773,491.6862456,131.986552,307.9686213,18.33146557,800.1546691,991.1435706,1,1299.112192
147_125,180,368.2548044,492.7353017,129.4870963,302.1365579,17.98431894,801.8618699,990.4772024,1,1292.61376
147_134,180,370.3627518,495.5557947,128.2959281,299.3571654,17.81887891,806.4518511,994.2144745,1,1293.57164
147_135,180,387.1833076,518.0621722,128.0345775,298.7473475,17.78258023,843.0780191,1033.280057,1,1332.027405
147_136,180,393.889555,527.0353201,178.1574375,415.7006874,24.74408856,857.6806366,1099.082313,1,1514.783
147_137,180,413.5281068,553.3122557,153.6471268,358.5099624,21.33987874,900.4428918,1120.487489,1,1478.997452
147_138,180,392.0311682,524.5487463,127.2945698,297.0206628,17.67980137,853.6340649,1043.874484,1,1340.895147
147_139,180,383.0791102,512.5706404,156.8421533,365.9650244,21.78363243,834.1412737,1052.491904,1,1418.456928
147_140,180,406.9198992,544.4702877,140.600246,328.0672406,19.52781196,886.0537523,1091.990433,1,1420.057673
147_141,180,395.6417028,529.3797432,159.1390903,371.324544,22.10265145,861.4958768,1084.160536,1,1455.48508
147_142,180,420.2268897,562.2754158,163.1019337,380.5711785,22.65304636,915.0292556,1145.604239,1,1526.175418
147_143,180,405.5226227,542.6006924,143.2400058,334.2266801,19.89444526,883.011232,1091.363321,1,1425.590001
147_144,180,374.5451155,501.1519151,154.4632001,360.4141335,21.45322225,815.5588007,1030.160231,1,1390.574364
147_145,180,352.8030965,472.0604813,161.744293,377.4033503,22.46448516,768.21632,986.6078708,1,1364.011221
147_98,180,443.2678553,593.1048769,87.649019,204.5143776,12.17347487,965.2001469,1124.021751,1,1328.536129
147_99,180,423.2141548,566.2724607,106.337971,248.1219322,14.76916265,921.5339202,1095.824586,1,1343.946519
148_100,180,374.0067217,500.431529,149.3915461,348.5802743,20.74882587,814.3864672,1023.829797,1,1372.410071
148_101,180,466.1832538,623.7663256,78.98690921,184.3027881,10.97040407,1015.09762,1168.936489,1,1353.239277
148_102,180,483.2388133,646.5871447,137.4728817,320.7700572,19.0934558,1052.235501,1267.29884,1,1588.068897
148_103,180,423.6225943,566.8189643,131.3659457,306.5205399,18.24527025,922.4232829,1121.807504,1,1428.328044
148_104,180,414.7292305,554.919393,156.7753008,365.8090352,21.77434735,903.0582964,1126.423924,1,1492.23296
148_105,180,433.8781111,580.5411346,354.0210449,826.0491047,49.16958961,944.7543095,1368.440291,1,2194.489395
148_108,108.4602207,208.1263696,278.4789453,77.57179513,181.0008553,10.77386044,453.1878415,564.17711,1,745.1779653
148_109,119.8571252,229.9961052,307.7412676,97.05851756,226.4698743,13.48034967,500.8084207,634.7958903,1,861.2657646
148_110,144.5180226,277.3183678,371.0597879,94.17428793,219.7400051,13.07976222,603.8509812,742.5524437,1,962.2924488
148_111,92.28226112,177.0821768,236.9409408,98.97457942,230.9406853,13.74646937,385.5902048,512.9976971,1,743.9383824
148_112,180,380.2276849,508.755353,131.1481812,306.0124228,18.21502519,827.9323955,1020.131219,1,1326.143642
148_113,115.3382076,221.3246687,296.1386412,113.245187,264.2387697,15.72849821,481.9266729,630.7084969,1,894.9472665
148_114,160.9021042,308.7580921,413.1270246,60.24329715,140.5676933,8.36712461,672.3098738,782.1284139,1,922.6961072
148_115,163.2829932,313.3268249,419.2401178,76.09178518,177.5474987,10.56830351,682.2581285,808.6587278,1,986.2062266
148_116,149.3913159,286.6698226,383.5722979,141.1468545,329.3426605,19.60372981,624.2134447,811.388975,1,1140.731636
148_117,162.9254854,312.6407965,418.3221925,141.1015777,329.2370145,19.59744136,680.7643259,872.0645667,1,1201.301581
148_118,180,347.0003715,464.2962718,139.926201,326.4944691,19.43419461,755.5810907,951.2228443,1,1277.717313
148_119,180,373.5001766,499.7537574,115.2462086,268.90782,16.00641787,813.2834831,988.5001425,1,1257.407962
148_120,180,370.8128641,496.1580576,178.5221166,416.5516052,24.79473843,807.4319547,1045.493038,1,1462.044643
148_121,175.1817823,336.1596364,449.7910628,127.7708006,298.1318681,17.74594455,731.9757717,913.7214998,1,1211.853368
148_122,180,366.7987656,490.7870807,123.684886,288.5980672,17.1784564,798.6913966,981.2707322,1,1269.868799
148_123,180,376.3919929,503.6230892,126.4108657,294.9586866,17.5570647,819.5803114,1006.425948,1,1301.384634
148_124,177.8838268,341.3446409,456.7287448,126.6093973,295.4219269,17.58463852,743.2659363,924.682783,1,1220.10471
148_125,172.7276847,331.4504222,443.4900016,176.3610299,411.5090696,24.4945875,721.7216236,951.3014536,1,1362.810523
148_134,180,360.4437697,482.2839173,116.869078,272.6945153,16.2318164,784.853617,959.596765,1,1232.29128
148_135,180,381.684738,510.7049312,157.6912865,367.9463351,21.90156759,831.1050775,1050.080956,1,1418.027291
148_136,180,415.8927471,556.4762109,131.8414594,307.6300719,18.31131382,905.5918127,1104.210417,1,1411.840489
148_137,180,375.1532568,501.9656253,154.9552771,361.5623131,21.52156628,816.8830071,1032.074159,1,1393.636472
148_138,180,381.2956819,510.1843631,113.3429871,264.4669698,15.74208155,830.2579214,1004.823032,1,1269.290002
148_139,180,369.813987,494.821532,142.2806976,331.9882943,19.76120801,805.2569352,1006.916217,1,1338.904511
148_140,180,372.4203652,498.3089393,138.7451271,323.7386297,19.27015655,810.9322318,1009.474432,1,1333.213061
148_141,180,393.0862029,525.9604124,141.2319197,329.541146,19.61554442,855.9313659,1060.278535,1,1389.819681
148_142,180,390.3709286,522.3272989,143.1768797,334.0793858,19.88567775,850.0189516,1055.875107,1,1389.954493
148_143,180,417.3644763,558.4454261,146.3468593,341.476005,20.3259527,908.7964512,1122.156762,1,1463.632767
148_144,180,374.464458,501.0439932,169.2357513,394.8834196,23.50496548,815.3831721,1044.744203,1,1439.627622
148_145,180,398.0448644,532.5952411,146.416755,341.6390951,20.33566044,866.7286766,1077.056861,1,1418.695956
148_146,180,429.8875752,575.2016852,146.6051783,342.0787494,20.36183034,936.0650582,1151.694439,1,1493.773188
148_98,180,417.3094348,558.3717789,72.31756272,168.7409797,10.04410594,908.6766002,1047.998776,1,1216.739756
148_99,180,467.8304038,625.9702586,138.6288865,323.4674019,19.25401204,1018.684231,1232.429549,1,1555.896951
149_100,180,449.326557,601.2115903,101.9888927,237.974083,14.165124,978.3927565,1152.52704,1,1390.501123
149_101,180,468.8445618,627.3272307,110.1862843,257.1013299,15.30365061,1020.892525,1206.358077,1,1463.459407
149_102,180,478.2041127,639.8505734,121.8776999,284.3812996,16.92745833,1041.272617,1239.932386,1,1524.313686
149_103,180,495.8167516,663.4167804,123.9099452,289.1232055,17.20971463,1079.623518,1283.143477,1,1572.266683
149_104,180,478.4374525,640.1627886,184.9142506,431.4665846,25.68253482,1041.780706,1303.514492,1,1734.981076
149_105,160.4028956,307.8001512,411.8452728,140.83851,328.62319,19.56090418,670.2239913,860.483934,1,1189.107124
149_106,160.3006016,307.6038572,411.5826259,121.2361887,282.8844404,16.83835956,669.796568,840.4226719,1,1123.307112
149_107,116.50646,223.5664505,299.1382084,42.34573214,98.8067083,5.88135169,486.8080739,565.050391,1,663.8570993
149_108,131.0199456,251.4166525,336.4025632,81.99108749,191.3125374,11.38765105,547.450908,669.8103031,1,861.1228406
149_109,180,389.7734265,521.5278242,125.3191792,292.411418,17.40544157,848.7179118,1036.62043,1,1329.031848
149_110,167.5709501,321.5550666,430.249737,108.9879361,254.3051843,15.13721337,700.1748352,860.7927397,1,1115.097924
149_111,157.7115225,302.6356244,404.9349905,127.915878,298.4703819,17.76609418,658.9784161,835.4864929,1,1133.956875
149_112,175.2283357,336.2489687,449.9105919,106.7612728,249.1096365,14.82795457,732.1702896,892.9208334,1,1142.03047
149_114,106.0720413,203.5436469,272.3471332,108.8210387,253.915757,15.11403317,443.2091241,584.7118188,1,838.6275758
149_115,137.455659,263.7662647,352.9266923,112.4426945,262.3662872,15.61704092,574.3417539,729.1356515,1,991.5019387
149_116,140.5514325,269.7068031,360.8752999,78.50945117,183.1887194,10.90409045,587.277067,709.0915542,1,892.2802735
149_120,163.6861249,314.100402,420.2751857,137.3385224,320.4565523,19.0747948,683.9425654,871.7141101,1,1192.170662
149_121,180,348.1025031,465.7709548,117.3764547,273.8783944,16.30228539,757.9809433,931.2499127,1,1205.128307
149_122,178.1394476,341.8351564,457.3850684,146.2121123,341.1615954,20.30723784,744.3340165,945.4323371,1,1286.593932
149_123,180,369.0803922,493.8399614,126.8206123,295.9147619,17.61397394,803.6595582,989.7409658,1,1285.655728
149_124,171.0557692,328.2421518,439.1972454,179.0159507,417.703885,24.86332651,714.7357277,946.4553479,1,1364.159233
149_125,177.7312009,341.0517641,456.3368674,137.2002012,320.1338027,19.05558351,742.6282074,934.5888326,1,1254.722635
149_134,180,352.3697819,471.4806941,138.5330702,323.2438304,19.24070421,767.2727927,962.3835462,1,1285.627377
149_135,180,383.2732752,512.8304387,144.6485214,337.5132165,20.09007243,834.5640612,1040.752235,1,1378.265452
149_136,180,398.715649,533.4927698,123.6020987,288.4048969,17.16695817,868.1892864,1055.810517,1,1344.215414
149_137,180,368.2040901,492.6674445,137.0673647,319.8238508,19.037134,801.7514413,997.9388993,1,1317.76275
149_138,180,375.2380017,502.0790164,140.4899451,327.8098718,19.51249239,817.0675362,1017.806963,1,1345.616835
149_139,180,367.2290987,491.3628785,150.8257088,351.9266538,20.94801513,799.6284318,1009.417686,1,1361.34434
149_140,180,373.498525,499.7515475,87.44131629,204.029738,12.14462727,813.2798868,960.6913888,1,1164.721127
149_141,180,387.5598181,518.5659538,138.6405191,323.4945444,19.25562766,843.8978574,1044.766291,1,1368.260835
149_142,180,368.6526078,493.2675739,155.7176599,363.3412063,21.62745278,802.7280729,1017.637842,1,1380.979048
149_143,180,391.2669231,523.5261648,163.533228,381.5775319,22.71294835,851.9699481,1078.326316,1,1459.903848
149_144,180,409.3348476,547.7015567,145.7884017,340.1729373,20.24838915,891.3122175,1102.824806,1,1442.997743
149_145,180,395.6494885,529.3901607,148.9497387,347.5493902,20.68746372,861.51283,1073.989388,1,1421.538778
149_146,180,384.0607524,513.8841054,177.4827898,414.1265095,24.65038749,836.2787651,1075.427648,1,1489.554157
149_147,180,386.7612764,517.4974826,162.4986254,379.1634592,22.56925355,842.1590611,1066.757384,1,1445.920844
149_148,180,389.8576244,521.6404833,175.9616301,410.5771369,24.43911531,848.9012497,1087.459738,1,1498.036875
149_99,180,435.2641695,582.3957198,85.53394481,199.5792045,11.87971457,947.7724029,1103.193834,1,1302.773039
150_100,180,502.2680567,672.0488083,119.0121991,277.6951311,16.5294721,1093.671008,1293.329064,1,1571.024195
150_101,180,482.0034314,644.9341688,148.0281861,345.3991008,20.55947031,1049.5455,1274.965786,1,1620.364887
150_102,180,463.1571093,619.717259,116.4071263,271.616628,16.16765644,1008.508297,1199.281495,1,1470.898122
150_103,180,584.9704823,782.7069834,173.4572678,404.7336247,24.09128721,1273.752628,1541.134733,1,1945.868358
150_104,115.1222209,220.9102077,295.5840808,104.2253522,243.1924885,14.47574337,481.0241988,620.7196407,1,863.9121291
150_105,180,355.9778666,476.3084131,67.22360288,156.8550734,9.336611519,775.1292701,899.5098825,1,1056.364956
150_106,180,351.6308398,470.4919687,86.33279156,201.4431803,11.9906655,765.6637723,908.4556001,1,1109.89878
150_107,151.600243,290.9085745,389.2438673,71.68253733,167.2592538,9.955907971,633.4431777,751.8349791,1,919.0942328
150_108,174.4818063,334.8164392,447.9938271,149.4826589,348.7928706,20.76148041,729.0510071,932.2929252,1,1281.085796
150_109,121.9944171,234.0973951,313.2289089,93.57312462,218.3372907,12.99626732,509.7388349,640.8994286,1,859.2367193
150_110,134.615024,258.3153164,345.6331698,298.93098,697.5056198,41.5181917,562.4725058,902.8794662,1,1600.385086
150_111,180,377.8471564,505.5701388,91.85655278,214.3319565,12.75785456,822.7488785,975.273848,1,1189.605804
150_112,180,357.9017623,478.8826398,117.6182689,274.4426274,16.33587069,779.3184853,954.402671,1,1228.845298
150_113,113.1217254,217.0714191,290.4476734,72.53242414,169.242323,10.0739478,472.6653717,580.0515166,1,749.2938396
150_114,116.5975132,223.741174,299.3719934,74.66137014,174.2098636,10.36963475,487.1885282,597.7745376,1,771.9844012
150_115,120.2105452,230.6742895,308.6486972,70.42057784,164.3146816,9.780635819,502.2851431,609.7435646,1,774.0582462
150_116,125.0975083,240.0519755,321.1963053,125.5747604,293.0077742,17.44093896,522.7047242,686.8230413,1,979.8308155
150_117,133.6339979,256.4328069,343.1143191,83.14835234,194.0128221,11.54838228,558.3734076,682.6954783,1,876.7083004
150_118,149.9766045,287.7929439,385.0750658,355.4381322,829.3556416,49.36640728,626.6590019,1028.306142,1,1857.661784
150_119,132.2624232,253.8008662,339.5927083,113.5737934,265.0055178,15.77413798,552.6424495,706.9673679,1,971.9728857
150_120,170.5925741,327.353318,438.0079608,93.37661254,217.8787626,12.96897397,712.8003235,858.7378914,1,1076.616654
150_121,180,346.395463,463.4868871,170.2647566,397.284432,23.64788288,754.2639237,980.1471067,1,1377.431539
150_122,180,397.64349,532.0581909,115.3121034,269.0615746,16.01556993,865.854698,1045.013784,1,1314.075359
150_123,180,357.7719935,478.7090054,129.5875383,302.3709227,17.99826923,779.0359182,966.0685372,1,1268.43946
150_124,180,363.2702271,486.0657968,142.0411687,331.4293937,19.72794012,791.0081283,991.3771926,1,1322.806586
150_125,170.9011717,327.9454917,438.8003059,143.4007534,334.601758,19.91677133,714.0897609,910.1465511,1,1244.748309
150_134,180,373.1041583,499.2238738,150.5150339,351.2017457,20.90486584,812.4211672,1022.843066,1,1374.044812
150_135,180,367.5699785,491.8189854,148.1802263,345.7538614,20.58058701,800.3706857,1007.56919,1,1353.323052
150_136,180,416.8190404,557.7156175,127.4173069,297.3070493,17.69684819,907.6087837,1101.951965,1,1399.259014
150_137,180,378.6957414,506.7055696,143.0312818,333.7396575,19.86545582,824.5966426,1028.432593,1,1362.17225
150_138,180,365.4254331,488.9495232,167.8685871,391.6933698,23.31508156,795.7010135,1022.243543,1,1413.936913
150_139,180,387.9130264,519.0385564,123.3325358,287.7759168,17.12951888,844.666956,1030.284119,1,1318.060035
150_140,180,376.9861903,504.418142,126.2168342,294.5059464,17.53011587,820.8741553,1007.621167,1,1302.127113
150_141,180,354.1353045,473.8430131,140.4648859,327.7514003,19.50901194,771.1171561,968.4432035,1,1296.194604
150_142,180,395.4668788,529.1458238,148.5343952,346.5802553,20.62977712,861.1152037,1073.147098,1,1419.727353
150_143,180,372.1482378,497.9448252,127.6361697,297.8177292,17.7272458,810.339684,997.7292326,1,1295.546962
150_144,180,389.4641576,521.1140137,142.5700718,332.6635008,19.80139888,848.0444896,1053.148243,1,1385.811744
150_145,180,390.3045479,522.2384796,110.4947521,257.8210881,15.34649335,849.8744099,1023.037779,1,1280.858868
150_146,180,428.9510531,573.9485922,150.6774098,351.5806227,20.92741804,934.0258142,1153.577055,1,1505.157678
150_147,180,404.4022649,541.1016221,106.7013585,248.9698364,14.81963313,880.5716924,1052.205245,1,1301.175082
150_148,180,393.2057289,526.1203416,156.127512,364.2975278,21.68437668,856.1916295,1075.453582,1,1439.75111
150_149,180,400.7024689,536.1511908,146.6222623,342.1186121,20.36420312,872.5155168,1083.475922,1,1425.594534
150_98,180,370.0255662,495.1046309,98.89297605,230.7502774,13.73513557,805.7176414,964.0231731,1,1194.773451
150_99,180,459.6691125,615.050221,89.86401829,209.6827093,12.48111366,1000.913307,1164.583352,1,1374.266061
151_100,180,456.9031191,611.349244,86.94570581,202.8733135,12.07579248,994.8904538,1155.198069,1,1358.071382
151_101,180,475.2148437,635.8508472,134.1212452,312.949572,18.62795073,1034.763589,1245.186936,1,1558.136508
