Location, TSUM1, TSUM2, TSUM3, TSUM4, TSUM5, TSUM6, TSUM7,BeginSensitivePhaseHeatStress,EndSensitivePhaseHeatStress,CriticalTemperatureHeatStress,HeatSumIrrigationStart,HeatSumIrrigationEnd
52_62,95.56971642,399.1441093,267.0330311,351.3592511,437.6182045,875.2364089,54.70227556,975.3732813,1455.154596,35,1,2330.391005
52_63,99.94759095,417.4281735,279.2653275,367.454378,421.6247952,843.2495905,52.7030994,1020.053354,1485.772674,35,1,2329.022265
52_64,94.89713543,396.3350946,265.1537607,348.8865269,470.0887602,940.1775204,58.76109503,968.5089989,1480.464142,35,1,2420.641663
52_65,90.48621428,377.9130121,252.829128,332.669905,328.141005,656.28201,41.01762562,923.4916566,1291.55305,35,1,1947.83506
52_66,83.92059217,350.4918846,234.4840074,308.5315885,327.1299282,654.2598564,40.89124102,856.4836898,1220.637409,35,1,1874.897265
52_67,92.710376,387.2021582,259.0436975,340.8469701,342.4046142,684.8092284,42.80057678,946.1911894,1329.49744,35,1,2014.306668
52_68,97.7042977,408.0591252,272.9973023,359.2069764,293.2340004,586.4680009,36.65425006,997.1585667,1333.497404,35,1,1919.965405
52_69,101.7899792,425.1228538,284.413177,374.2278642,355.9869346,711.9738691,44.49836682,1038.856551,1439.75083,35,1,2151.724699
52_70,97.83832391,408.6188817,273.3717873,359.6997198,377.4793975,754.958795,47.18492469,998.5264224,1419.169786,35,1,2174.128581
52_71,91.97464573,384.1294023,256.9879806,338.1420794,431.3787808,862.7575615,53.9223476,938.6824128,1410.638243,35,1,2273.395805
52_72,108.0617581,451.316754,301.9372652,397.2858749,443.5469635,887.093927,55.44337044,1102.865589,1594.086858,35,1,2481.180785
52_73,101.0737623,422.1315949,282.4119827,371.5947138,511.6213984,1023.242797,63.9526748,1031.546926,1587.75969,35,1,2611.002487
52_74,105.562714,440.8795697,294.9546419,388.0982127,427.6123282,855.2246563,53.45154102,1077.360639,1551.544753,35,1,2406.769409
52_83,94.67619283,395.4123343,264.536421,348.0742379,361.5026597,723.0053194,45.18783246,966.2540846,1369.525653,35,1,2092.530972
52_84,95.22434606,397.7016801,266.0680256,350.0895071,388.5534905,777.106981,48.56918631,971.848472,1402.412703,35,1,2179.519684
52_85,91.85697963,383.6379733,256.6592077,337.7094835,408.2436343,816.4872686,51.03045428,937.4815264,1386.250299,35,1,2202.737567
52_86,91.18120145,380.8156056,254.7710039,335.2250049,403.811159,807.6223181,50.47639488,930.5846138,1374.622773,35,1,2182.245092
52_87,94.0595464,392.8369286,262.8134383,345.8071554,433.7909783,867.5819566,54.22387229,959.9606637,1435.248501,35,1,2302.830457
53_104,97.48187108,407.130167,272.3758161,358.3892314,449.0648208,898.1296417,56.13310261,994.8885068,1486.960035,35,1,2385.089677
53_105,97.57204413,407.5067721,272.6277703,358.72075,423.7665084,847.5330169,52.97081355,995.8088023,1462.621801,35,1,2310.154818
53_106,88.43364171,369.3405032,247.0939988,325.1236823,430.2702963,860.5405926,53.78378704,902.5433424,1371.828481,35,1,2232.369073
53_107,69.32442965,289.5314411,193.7006122,254.8692263,360.0766908,720.1533815,45.00958634,707.5169724,1098.17797,35,1,1818.331352
53_108,117.8940532,492.381045,329.4098543,433.4340184,528.6365644,1057.273129,66.07957054,1203.212835,1783.861482,35,1,2841.134611
53_129,105.0542297,438.7559001,293.533877,386.2287852,441.1419961,882.2839921,55.14274951,1072.171108,1559.660558,35,1,2441.94455
53_130,87.23320745,364.3269248,243.7398443,320.7103211,359.4438033,718.8876065,44.93047541,890.2918516,1288.220893,35,1,2007.1085
53_131,103.53382,432.4059537,289.2856734,380.6390436,456.481059,912.9621179,57.06013237,1056.653985,1558.81173,35,1,2471.773848
53_132,105.6902673,441.4122922,295.3110408,388.5671586,426.7877569,853.5755137,53.34846961,1078.662433,1552.078248,35,1,2405.653762
53_143,102.5865006,428.4495019,286.6387515,377.1562516,464.1055314,928.2110629,58.01319143,1046.985755,1556.350036,35,1,2484.561099
53_144,106.6132691,445.2671824,297.8900166,391.9605478,449.6627407,899.3254813,56.20784258,1088.082481,1584.780487,35,1,2484.105969
53_145,115.4603797,482.2168792,322.6098842,424.4866894,425.9493876,851.8987752,53.24367345,1178.37505,1655.26284,35,1,2507.161616
53_146,95.88873452,400.476479,267.9244052,352.5321117,388.700728,777.401456,48.587591,978.6291425,1409.633724,35,1,2187.03518
53_147,92.24603802,385.2628642,257.7462826,339.1398452,416.7850322,833.5700644,52.09812902,941.4522106,1398.934024,35,1,2232.504089
53_148,94.16878398,393.2931561,263.118661,346.2087642,462.1863072,924.3726143,57.77328839,961.0755296,1464.806888,35,1,2389.179503
53_149,88.11140885,367.9947071,246.1936423,323.9390027,378.1794914,756.3589829,47.27243643,899.2546717,1316.306843,35,1,2072.665826
53_150,112.5895814,470.2270746,314.588536,413.9322839,468.2462154,936.4924308,58.53077692,1149.07602,1666.99411,35,1,2603.486541
53_151,101.3489235,423.2807975,283.1808154,372.6063357,451.831991,903.663982,56.47899887,1034.355188,1530.89994,35,1,2434.563922
53_152,98.64287151,411.9790511,275.6197879,362.6576154,348.7963347,697.5926693,43.59954183,1006.737541,1399.052789,35,1,2096.645458
53_153,120.4677649,503.1300764,336.6011077,442.8961939,413.6502474,827.3004948,51.70628093,1229.479835,1696.277625,35,1,2523.57812
53_154,110.6805596,462.2541012,309.2545046,406.9138214,455.0293716,910.0587431,56.87867145,1129.592769,1633.451799,35,1,2543.510542
53_155,100.8997761,421.4049466,281.9258448,370.9550586,436.1655347,872.3310693,54.52069183,1029.771243,1510.451385,35,1,2382.782454
53_156,98.33266404,410.6834787,274.7530317,361.5171467,395.0598051,790.1196102,49.38247563,1003.5716,1442.013462,35,1,2232.133072
53_157,95.1052264,397.2041804,265.7351913,349.6515672,385.3720641,770.7441281,48.17150801,970.6327508,1397.963003,35,1,2168.707131
53_159,95.06391181,397.0316312,265.6197535,349.4996753,460.9127029,921.8254059,57.61408787,970.2110989,1473.063763,35,1,2394.889169
53_160,94.81075335,395.9743224,264.912399,348.5689457,403.5204572,807.0409144,50.44005715,967.6273935,1412.976124,35,1,2220.017039
53_165,92.4311308,386.0358988,258.2634536,339.8203334,479.1796875,958.3593751,59.89746094,943.3412457,1463.299373,35,1,2421.658748
53_166,99.38182695,415.0652768,277.6845164,365.3743633,453.8556546,907.7113092,56.73195683,1014.279233,1511.979811,35,1,2419.69112
53_44,94.28790642,393.7906675,263.4515031,346.6467143,416.0869728,832.1739456,52.0108716,962.2912792,1419.975858,35,1,2252.149803
53_45,99.54451015,415.7447184,278.1390723,365.9724633,408.9338129,817.8676258,51.11672661,1015.939558,1468.790067,35,1,2286.657693
53_46,96.71868037,403.9427234,270.2433715,355.5833832,471.7935275,943.587055,58.97419094,987.0994721,1501.563006,35,1,2445.150061
53_47,103.8994,433.9327877,290.3071469,381.9830877,396.3386994,792.6773988,49.54233742,1060.385052,1502.561722,35,1,2295.239121
53_48,97.27447819,406.2639966,271.796336,357.6267576,485.5453889,971.0907778,60.69317361,992.7718793,1521.232479,35,1,2492.323257
53_49,101.8046542,425.1841436,284.4541808,374.2818164,389.549028,779.098056,48.6936285,1039.006323,1473.469169,35,1,2252.567225
53_50,98.83072905,412.7636326,276.144684,363.3482681,366.7333074,733.4666148,45.84166343,1008.654793,1418.989892,35,1,2152.456507
53_51,117.172877,489.3690741,327.3948033,430.7826355,348.2970802,696.5941605,43.53713503,1195.852597,1595.843593,35,1,2292.437754
53_52,99.04597847,413.6626155,276.7461162,364.1396262,437.8119759,875.6239517,54.72649698,1010.851603,1492.360334,35,1,2367.984285
53_53,102.8585398,429.5856655,287.398861,378.1563957,447.7258228,895.4516457,55.96572785,1049.762155,1542.866745,35,1,2438.318391
53_54,93.70708943,391.3649024,261.8286321,344.5113577,402.5728367,805.1456734,50.32160458,956.3635294,1400.277729,35,1,2205.423402
53_55,103.1763615,430.9130386,288.2868922,379.3248578,448.532236,897.0644719,56.06652949,1053.005806,1547.057025,35,1,2444.121496
53_56,96.39098668,402.5741203,269.3277568,354.378627,438.3826224,876.7652449,54.79782781,983.7550689,1464.663127,35,1,2341.428371
53_57,100.1698813,418.3565627,279.886433,368.271622,414.8996159,829.7992317,51.86245198,1022.322023,1481.414234,35,1,2311.213465
53_58,93.53776034,390.6577045,261.3555067,343.8888243,400.8204802,801.6409605,50.10256003,954.6353766,1396.722516,35,1,2198.363476
53_59,97.16767758,405.8179471,271.4979225,357.2341083,485.8043678,971.6087355,60.72554597,991.6818849,1520.354346,35,1,2491.963081
53_60,98.84325928,412.8159647,276.1796949,363.3943351,437.6263325,875.252665,54.70329156,1008.782675,1490.016327,35,1,2365.268992
53_61,99.51286695,415.6125615,278.0506575,365.856128,505.0684397,1010.136879,63.13355496,1015.616612,1564.587787,35,1,2574.724666
53_62,95.24389207,397.7833135,266.1226395,350.1613675,452.6054012,905.2108023,56.57567514,972.0479563,1466.672722,35,1,2371.883524
53_63,102.3200113,427.3365171,285.894149,376.1765115,487.4865933,974.9731866,60.93582416,1044.265996,1576.893771,35,1,2551.866958
53_64,100.629931,420.2779467,281.171866,369.9629812,429.7190565,859.4381131,53.71488207,1027.017236,1501.13185,35,1,2360.569964
53_65,95.94099344,400.6947368,268.0704227,352.7242401,358.2557043,716.5114085,44.78196303,979.1624908,1379.745104,35,1,2096.256512
53_66,94.33905821,394.0043015,263.5944272,346.8347724,419.8749665,839.7499331,52.48437082,962.8133284,1424.308468,35,1,2264.058401
53_67,97.26024998,406.204573,271.7565807,357.574448,386.6515908,773.3031816,48.33144885,992.6266679,1422.187192,35,1,2195.490374
53_68,97.76756801,408.3233718,273.174087,359.4395878,380.7833576,761.5667152,47.5979197,997.8042961,1421.720404,35,1,2183.287119
53_69,93.49352257,390.4729467,261.2319012,343.7261855,386.9025598,773.8051197,48.36281998,954.1838911,1382.333593,35,1,2156.138713
53_70,96.53325075,403.1682821,269.7252593,354.9016567,377.7403887,755.4807774,47.21754859,985.2069993,1405.535587,35,1,2161.016364
53_71,92.94363434,388.1763547,259.6954488,341.7045376,436.8343826,873.6687652,54.60429782,948.5717965,1426.410724,35,1,2300.079489
53_72,102.9643959,430.0277707,287.6946355,378.5455727,488.5602257,977.1204515,61.07002822,1050.84251,1584.828205,35,1,2561.948656
53_73,100.3079032,418.9330069,280.2720823,368.7790553,423.5968919,847.1937838,52.94961149,1023.730658,1491.581036,35,1,2338.77482
53_74,104.4817847,436.3651004,291.9343984,384.124208,422.9344864,845.8689729,52.8668108,1066.328802,1535.358193,35,1,2381.227166
53_83,75.4063319,314.932327,210.6941626,277.229161,358.6459573,717.2919146,44.83074466,769.5881513,1161.501608,35,1,1878.793522
53_84,91.9166661,383.8872521,256.8259787,337.928919,377.7756103,755.5512206,47.22195129,938.0906795,1356.41776,35,1,2111.968981
53_85,100.2191612,418.5623787,280.0241268,368.4527981,439.0042844,878.0085688,54.87553555,1022.824968,1506.043588,35,1,2384.052157
53_86,93.80815429,391.7869969,262.1110192,344.8829197,390.8739166,781.7478332,48.85923958,957.3949854,1389.654852,35,1,2171.402686
53_87,94.27398113,393.7325089,263.4125942,346.5955184,410.0304245,820.0608491,51.25380307,962.1491593,1413.771046,35,1,2233.831895
53_89,89.64769297,374.4109525,250.4862008,329.5871061,429.9207943,859.8415887,53.74009929,914.9338067,1384.405054,35,1,2244.246642
53_90,91.23270407,381.0307048,254.9149083,335.4143528,399.0066613,798.0133226,49.87583266,931.1102436,1370.366627,35,1,2168.37995
54_104,81.04644124,338.4880777,226.4532916,297.9648571,397.5319582,795.0639163,49.69149477,827.1504436,1260.438185,35,1,2055.502101
54_105,89.77177863,374.9291927,250.8329108,330.0433033,412.8200083,825.6400165,51.60250103,916.2002103,1368.625415,35,1,2194.265432
54_106,101.338218,423.2360863,283.150903,372.5669773,461.6723844,923.3447687,57.70904804,1034.245929,1540.626351,35,1,2463.97112
54_107,81.75107709,341.4309686,228.422127,300.5554301,387.244298,774.488596,48.40553725,834.3418741,1257.652824,35,1,2032.14142
54_108,106.3479759,444.1591929,297.148756,390.985205,470.707018,941.4140361,58.83837725,1085.374929,1603.000172,35,1,2544.414208
54_126,95.88256732,400.4507219,267.9071733,352.5094382,399.6944466,799.3888932,49.96180583,978.5662008,1420.56178,35,1,2219.950673
54_127,107.6674623,449.6699891,300.8355563,395.8362579,446.2071522,892.4143044,55.77589402,1098.841452,1592.548956,35,1,2484.96326
54_128,99.93568985,417.3784689,279.2320744,367.4106239,482.2673196,964.5346392,60.28341495,1019.931892,1546.288487,35,1,2510.823126
54_129,86.01653677,359.2455355,240.3403232,316.2372671,381.5188693,763.0377387,47.68985867,877.8746538,1297.341995,35,1,2060.379734
54_130,84.73114454,353.8771327,236.7487861,311.5115604,396.276039,792.5520779,49.53450487,864.7560919,1298.413518,35,1,2090.965596
54_131,92.73953204,387.3239275,259.1251629,340.9541615,443.0684842,886.1369684,55.38356052,946.4887525,1430.471736,35,1,2316.608704
54_132,90.22827233,376.8357252,252.1084079,331.721589,365.4910393,730.9820785,45.68637991,920.8591313,1326.156761,35,1,2057.13884
54_137,95.66574273,399.5451604,267.3013399,351.712289,433.4977918,866.9955835,54.18722397,976.3533145,1452.056581,35,1,2319.052164
54_138,99.16860577,414.1747648,277.0887513,364.5904619,403.4207594,806.8415188,50.42759492,1012.103123,1459.274737,35,1,2266.116256
54_142,106.2812423,443.8804821,296.9622946,390.7398609,430.1008733,860.2017466,53.76260917,1084.693854,1561.683511,35,1,2421.885258
54_143,104.9055893,438.1351079,293.1185583,385.6823133,536.1235712,1072.247142,67.0154464,1070.654102,1653.059551,35,1,2725.306693
54_144,107.8476665,450.4226065,301.339068,396.4987733,467.6794485,935.358897,58.45993106,1100.680595,1615.939896,35,1,2551.298793
54_145,108.7810422,454.3208226,303.9470294,399.9303015,468.8630866,937.7261732,58.60788583,1110.206517,1627.06124,35,1,2564.787413
54_146,86.69277735,362.0698344,242.229819,318.7234457,382.9123419,765.8246838,47.86404274,884.7762856,1305.935441,35,1,2071.760125
54_147,87.9449132,367.2993429,245.7284338,323.3268863,356.2822043,712.5644086,44.53527554,897.5554367,1292.636867,35,1,2005.201276
54_148,78.89152544,329.4881353,220.4322033,290.0423725,322.0906996,644.1813992,40.26133745,805.1576264,1162.053411,35,1,1806.23481
54_149,115.4012308,481.9698459,322.4446154,424.2692305,499.7486212,999.4972425,62.46857765,1177.771384,1728.432313,35,1,2727.929555
54_150,111.1388098,464.1679699,310.5349097,408.598565,466.6092045,933.218409,58.32615056,1134.269617,1649.910649,35,1,2583.129058
54_151,106.3227559,444.0538623,297.0782884,390.8924843,448.1308589,896.2617178,56.01635737,1085.117537,1580.155494,35,1,2476.417212
54_152,101.9299354,425.7073769,284.8042312,374.7424092,394.7485995,789.4971991,49.34357494,1040.284928,1480.002617,35,1,2269.499816
54_153,107.3227567,448.2303361,299.8724082,394.5689578,421.7913265,843.5826531,52.72391582,1095.323427,1564.463029,35,1,2408.045682
54_154,106.5454489,444.9839332,297.7005189,391.7112087,473.4456054,946.8912109,59.18070068,1087.390316,1607.841266,35,1,2554.732477
54_155,100.7524779,420.7897601,281.5142763,370.4135211,425.1181593,850.2363186,53.13976991,1028.267935,1497.835717,35,1,2348.072035
54_156,95.45291598,398.6562957,266.7066769,350.9298377,428.1496362,856.2992725,53.51870453,974.1812297,1444.442446,35,1,2300.741719
54_157,97.97609733,409.1942884,273.7567424,360.2062397,426.5957017,853.1914034,53.32446271,999.9325217,1469.752972,35,1,2322.944376
54_158,91.25976077,381.1437063,254.9905079,335.5138259,398.3951603,796.7903205,49.79939503,931.386381,1370.0432,35,1,2166.833521
54_43,85.11420263,355.4769635,237.8190955,312.9198622,349.2558435,698.511687,43.65698044,868.6655378,1255.471765,35,1,1953.983452
54_44,96.34447037,402.3798464,269.1977847,354.2076112,470.4845169,940.9690338,58.81056461,983.280329,1496.269759,35,1,2437.238793
54_45,97.1044913,405.5540514,271.3213726,357.0018058,439.9114681,879.8229363,54.98893352,991.0370132,1473.788698,35,1,2353.611634
54_46,100.4572332,419.5566792,280.6893278,369.3280626,432.3504199,864.7008399,54.04380249,1025.254702,1501.92449,35,1,2366.625329
54_47,101.2841082,423.0100986,282.9997141,372.3680445,416.88239,833.76478,52.11029875,1033.693692,1495.260247,35,1,2329.025027
54_48,101.6839401,424.6799847,284.1168914,373.8380146,405.7888531,811.5777063,50.72360664,1037.774329,1488.423744,35,1,2300.00145
54_49,96.47130105,402.909551,269.5521646,354.6739004,387.9207228,775.8414456,48.49009035,984.5747479,1415.056339,35,1,2190.897784
54_50,100.8183652,421.0649366,281.6983733,370.655754,442.9550387,885.9100774,55.36937984,1028.940373,1516.374103,35,1,2402.28418
54_51,101.6150444,424.3922439,283.9243888,373.5847217,386.318782,772.6375639,48.28984775,1037.071188,1468.220136,35,1,2240.8577
54_52,103.3772482,431.752036,288.8481933,380.0634119,401.974199,803.9483981,50.24677488,1055.056032,1502.63784,35,1,2306.586238
54_53,104.7039876,437.2931243,292.5552594,384.9411305,405.7262551,811.4525102,50.71578188,1068.596579,1520.515769,35,1,2331.96828
54_54,107.8872815,450.5880577,301.4497571,396.6444169,422.8736349,845.7472698,52.85920436,1101.084902,1571.555867,35,1,2417.303136
54_55,106.4503627,444.5868085,297.4348369,391.3616271,386.2414547,772.4829093,48.28018183,1086.419877,1519.624727,35,1,2292.107636
54_56,98.70271057,412.2289672,275.7869853,362.8776119,450.4909121,900.9818242,56.31136401,1007.348251,1501.384476,35,1,2402.366301
54_57,107.2479863,447.91806,299.6634911,394.2940668,437.6058501,875.2117003,54.70073127,1094.56033,1579.481468,35,1,2454.693168
54_58,95.45021605,398.6450195,266.699133,350.9199115,176.6798522,353.3597044,22.08498153,974.1536746,1192.943916,35,1,1546.303621
54_59,105.1900969,439.3233455,293.913506,386.7282971,424.7440619,849.4881237,53.09300773,1073.557753,1544.709211,35,1,2394.197334
54_60,106.2461012,443.7337163,296.8641062,390.6106657,488.1927005,976.385401,61.02408757,1084.335208,1619.401189,35,1,2595.78659
54_61,100.1240623,418.1652008,279.7584092,368.1031697,418.4736918,836.9473837,52.30921148,1021.854399,1484.500472,35,1,2321.447855
54_62,101.7604641,424.9995849,284.3307084,374.1193528,450.4714703,900.9429406,56.30893379,1038.555324,1533.921116,35,1,2434.864057
54_63,105.8078638,441.9034305,295.6396192,388.9994986,512.0192394,1024.038479,64.00240492,1079.862608,1638.561788,35,1,2662.600266
54_64,91.46092908,381.9838798,255.5525958,336.2534153,359.5044175,719.008835,44.93805219,933.4394811,1333.294308,35,1,2052.303143
54_65,96.40818065,402.6459305,269.3757987,354.4418401,357.04481,714.0896199,44.63060125,983.9305485,1383.508379,35,1,2097.597999
54_66,93.09661414,388.8152703,260.1228923,342.2669633,386.3707991,772.7415983,48.29634989,950.1330904,1377.575925,35,1,2150.317523
54_67,90.64340962,378.5695338,253.2683503,333.247829,415.3555152,830.7110305,51.91943941,925.0959737,1380.441228,35,1,2211.152259
54_68,86.91826815,363.0115901,242.8598668,319.552456,382.6149006,765.2298012,47.82686258,887.0776182,1308.038813,35,1,2073.268615
54_69,89.10547388,372.1463905,248.9711769,327.5936535,354.0865487,708.1730975,44.26081859,909.3999825,1302.79777,35,1,2010.970867
54_70,83.96979392,350.6973742,234.6214829,308.7124772,348.5752538,697.1505076,43.57190672,856.985837,1242.606588,35,1,1939.757096
54_71,94.88751611,396.2949198,265.1268831,348.8511617,401.7181575,803.436315,50.21476969,968.4108252,1411.991122,35,1,2215.427437
54_72,103.9555325,434.1672235,290.4639878,382.1894573,489.7522898,979.5045796,61.21903623,1060.957934,1596.572958,35,1,2576.077538
54_73,108.528341,453.2654238,303.2409527,399.0012532,482.095731,964.191462,60.26196637,1107.627479,1637.603361,35,1,2601.794823
54_74,100.7995944,420.9865408,281.6459254,370.5867436,426.6637774,853.3275549,53.33297218,1028.748801,1499.882987,35,1,2353.210542
54_75,104.9062712,438.1379555,293.1204634,385.68482,449.485432,898.9708641,56.185679,1070.661061,1566.428671,35,1,2465.399535
54_85,90.60864889,378.4243567,253.1712247,333.1200322,418.0769093,836.1538187,52.25961367,924.7412097,1382.792523,35,1,2218.946342
54_86,95.5027284,398.8643358,266.8458587,351.1129716,433.3132371,866.6264743,54.16415464,974.6896095,1450.136403,35,1,2316.762877
54_88,91.77121902,383.2797967,256.4195825,337.3941871,442.886368,885.7727359,55.360796,936.6062638,1419.979934,35,1,2305.75267
54_89,92.78849156,387.5284055,259.2619616,341.1341597,378.7695601,757.5391202,47.34619501,946.9884276,1366.694087,35,1,2124.233207
54_90,93.03614896,388.5627393,259.9539455,342.0446648,467.8449243,935.6898486,58.48061554,949.5159899,1458.406274,35,1,2394.096122
55_104,83.14160734,347.2384773,232.3074322,305.6676736,383.3119397,766.6238795,47.91399247,848.5334622,1268.525523,35,1,2035.149402
55_105,91.13973985,380.6424425,254.6551554,335.0725725,418.456078,836.912156,52.30700975,930.1614617,1388.826248,35,1,2225.738404
55_106,108.2456525,452.0847836,302.4510878,397.9619573,452.9858109,905.9716217,56.62322636,1104.742394,1605.48364,35,1,2511.455261
55_107,73.43700293,306.7074825,205.1916257,269.988981,362.3890927,724.7781854,45.29863659,749.4894115,1144.277182,35,1,1869.055367
55_108,110.9041057,463.1877349,309.8791187,407.7356821,462.836537,925.673074,57.85456713,1131.874254,1643.639073,35,1,2569.312147
55_109,97.73682462,408.1949729,273.0881863,359.3265606,436.4871899,872.9743798,54.56089874,997.4905326,1477.09691,35,1,2350.07129
55_126,98.82264183,412.7298566,276.1220874,363.3185357,399.8765443,799.7530887,49.98456804,1008.572255,1452.047024,35,1,2251.800113
55_127,104.3759478,435.9230757,291.6386776,383.7351018,511.8369859,1023.673972,63.97962324,1065.248643,1623.133841,35,1,2646.807813
55_128,104.1371406,434.9257045,290.9714223,382.8571342,463.0986285,926.197257,57.88732856,1062.811405,1571.85289,35,1,2498.050147
55_129,84.6668223,353.6084927,236.5690622,311.2750816,398.777079,797.554158,49.84713488,864.0996267,1300.229716,35,1,2097.783874
55_130,80.71795004,337.1161439,225.5354485,296.7571689,328.1095101,656.2190201,41.01368876,823.797901,1187.518271,35,1,1843.737292
55_131,97.7921246,408.4259317,273.242701,359.5298694,446.6761722,893.3523443,55.83452152,998.0549177,1487.874674,35,1,2381.227019
55_132,100.2285443,418.6015668,280.0503442,368.4872947,390.007716,780.015432,48.7509645,1022.92073,1457.146922,35,1,2237.162354
55_133,101.3867048,423.43859,283.2863808,372.7452376,376.6479425,753.2958849,47.08099281,1034.74078,1456.118151,35,1,2209.414036
55_136,99.18053163,414.2245728,277.1220736,364.634307,414.407063,828.8141261,51.80088288,1012.224836,1470.388016,35,1,2299.202142
55_137,96.21490671,401.8387276,268.8357686,353.7312742,416.3828849,832.7657697,52.04786061,981.9580175,1440.788655,35,1,2273.554425
55_138,99.78778789,416.7607607,278.818819,366.8668668,390.5957737,781.1915475,48.82447172,1018.422422,1453.04222,35,1,2234.233768
55_145,93.62085478,391.004746,261.5876824,344.1943186,375.9655203,751.9310407,46.99569004,955.4834287,1372.752267,35,1,2124.683308
55_146,94.51542459,394.7408905,264.0872156,347.4831782,425.1666679,850.3333358,53.14583349,964.6133029,1431.477952,35,1,2281.811288
55_147,82.0104393,342.5141873,229.1468156,301.5089676,321.1881595,642.376319,40.14851994,836.9888943,1194.35813,35,1,1836.734449
55_148,82.68744248,345.3416711,231.0384421,303.9979499,286.2518643,572.5037286,35.78148304,843.8983091,1166.629927,35,1,1739.133656
55_149,92.82601025,387.6851012,259.3667932,341.2720961,399.1611283,798.3222565,49.89514103,947.371339,1387.485119,35,1,2185.807375
55_150,101.749747,424.9548252,284.3007635,374.0799517,454.3863785,908.7727569,56.79829731,1038.445946,1537.721919,35,1,2446.494676
55_151,110.4029986,461.094876,308.4789666,405.8933767,389.876814,779.7536279,48.73460174,1126.760014,1565.344033,35,1,2345.097661
55_152,111.2146098,464.4845461,310.7467036,408.8772412,457.8866124,915.7732248,57.23582655,1135.043222,1641.995103,35,1,2557.768328
55_153,114.4388252,477.950387,319.7555409,420.7309744,432.5502307,865.1004614,54.06877884,1167.949185,1650.987133,35,1,2516.087595
55_154,101.5515903,424.1272295,283.7470904,373.3514344,418.4635434,836.9270868,52.30794293,1036.423582,1499.689298,35,1,2336.616385
55_164,95.9396965,400.6893202,268.0667989,352.719472,437.6691732,875.3383464,54.70864665,979.1492545,1459.144764,35,1,2334.483111
55_165,95.6819639,399.6129076,267.3466637,351.7719256,424.4069457,848.8138913,53.05086821,976.5188658,1443.138443,35,1,2291.952334
55_166,102.4463707,427.8642536,286.2472121,376.6410682,418.3629781,836.7259562,52.29537226,1045.555606,1509.115512,35,1,2345.841468
55_167,99.96439234,417.498344,279.3122726,367.5161478,471.5043631,943.0087261,58.93804538,1020.224827,1535.831127,35,1,2478.839854
55_43,99.27101706,414.6024825,277.3749005,364.966974,379.1167199,758.2334397,47.38958998,1013.14832,1436.061077,35,1,2194.294517
55_44,106.8757214,446.3633063,298.6233389,392.9254456,383.1688898,766.3377797,47.89611123,1090.761037,1521.080981,35,1,2287.41876
55_45,96.06671079,401.2197917,268.4216918,353.1864363,428.1102828,856.2205656,53.51378535,980.4455474,1450.938203,35,1,2307.158768
55_46,98.3821582,410.8901896,274.8913243,361.6991105,440.5666483,881.1332965,55.07083103,1004.076731,1488.047273,35,1,2369.180569
55_47,98.38248841,410.8915688,274.8922469,361.7003246,404.7312879,809.4625757,50.59141098,1004.080101,1452.215428,35,1,2261.678004
55_48,100.966606,421.6840598,282.1125754,371.2007568,415.9817473,831.9634946,51.99771841,1030.453301,1490.979139,35,1,2322.942634
55_49,96.08004625,401.2754868,268.4589526,353.2354637,423.1399667,846.2799333,52.89249583,980.5816474,1446.10987,35,1,2292.389803
55_50,98.57450735,411.6935302,275.4287704,362.4062765,417.4089075,834.817815,52.17611344,1006.039824,1466.937485,35,1,2301.7553
55_51,102.5346848,428.2330947,286.493972,376.9657523,479.3196712,958.6393425,59.91495891,1046.456929,1571.01249,35,1,2529.651833
55_52,102.8809804,429.6793884,287.4615629,378.2388981,406.7079062,813.4158125,50.83848828,1049.991182,1502.087756,35,1,2315.503568
55_53,97.33825433,406.5303559,271.974534,357.8612287,438.3601394,876.7202788,54.79501742,993.4227712,1474.726258,35,1,2351.446537
55_54,108.2587903,452.139653,302.4877962,398.0102578,404.9701092,809.9402184,50.62126365,1104.876476,1557.607816,35,1,2367.548035
55_55,106.7584462,445.8735101,298.2956584,392.494287,460.8192119,921.6384238,57.60240149,1089.564141,1597.482667,35,1,2519.121091
55_56,105.1590758,439.1937866,293.8268292,386.6142487,425.8162948,851.6325896,53.22703685,1073.241155,1545.451159,35,1,2397.083749
55_57,103.1612712,430.8500147,288.2447283,379.2693791,448.7318639,897.4637278,56.09148298,1052.851797,1547.095986,35,1,2444.559714
55_58,99.9419726,417.4047086,279.2496292,367.4337223,434.5762344,869.1524688,54.3220293,1019.996013,1498.664295,35,1,2367.816763
55_59,104.3818867,435.9478792,291.6552715,383.7569358,403.9559997,807.9119994,50.49449996,1065.309254,1515.316086,35,1,2323.228086
55_60,101.5276509,424.0272473,283.6802009,373.2634218,414.3193036,828.6386073,51.78991296,1036.179259,1495.290174,35,1,2323.928781
55_61,95.76777796,399.9713075,267.5864383,352.0874185,420.9724832,841.9449665,52.62156041,977.394674,1440.617647,35,1,2282.562614
55_62,96.15536732,401.590063,268.6694086,353.5123794,429.7955909,859.5911818,53.72444886,981.3503655,1453.567442,35,1,2313.158624
55_63,98.59192322,411.7662671,275.4774324,362.4703055,396.8243248,793.6486497,49.6030406,1006.217568,1446.53833,35,1,2240.186979
55_64,90.40171381,377.5600984,252.5930238,332.3592415,403.4497079,806.8994158,50.43121349,922.6292547,1365.962072,35,1,2172.861487
