Location, TSUM1, TSUM2, TSUM3, TSUM4, TSUM5, TSUM6, TSUM7,BeginSensitivePhaseHeatStress,EndSensitivePhaseHeatStress,CriticalTemperatureHeatStress,HeatSumIrrigationStart,HeatSumIrrigationEnd
105_104,66.54724294,277.9326025,185.9408258,244.6589811,218.7128436,437.4256872,27.33910545,679.1733317,927.245253,35,1,1364.67094
105_105,64.99498094,271.449626,181.6036231,238.9521355,239.2174293,478.4348585,29.90217866,663.3311283,931.2228139,35,1,1409.657672
105_106,61.40970587,256.4758301,171.5859428,225.7709772,188.3213437,376.6426873,23.54016796,626.7402328,842.1540938,35,1,1218.796781
105_107,60.40014489,252.2594284,168.7651107,222.0593559,195.3329061,390.6658123,24.41661327,616.4367723,838.4168011,35,1,1229.082613
105_108,65.16048228,272.1408374,182.0660533,239.5605963,203.957736,407.9154721,25.49471701,665.0202155,897.7252231,35,1,1305.640695
105_109,62.30267744,260.2052996,174.0810104,229.0539609,191.5003417,383.0006833,23.93754271,635.8537956,854.8406126,35,1,1237.841296
105_110,67.33582474,281.2260913,188.1442161,247.5581789,223.5062818,447.0125636,27.93828522,687.2215048,940.434768,35,1,1387.447332
105_111,55.1753152,230.4380809,154.1663218,202.8504233,187.3940004,374.7880009,23.42425005,563.1127752,774.8488264,35,1,1149.636827
105_112,68.68677397,286.8682909,191.9189272,252.524904,216.4821326,432.9642651,27.06026657,701.0091336,947.7942546,35,1,1380.75852
105_113,66.90073491,279.4089513,186.9285239,245.9585839,191.4985202,382.9970405,23.93731503,682.7810291,903.7945794,35,1,1286.79162
105_114,67.1518934,280.4579074,187.6302903,246.8819607,198.9966485,397.993297,24.87458106,685.3443231,913.9668069,35,1,1311.960104
105_115,66.19806433,276.4742683,184.9651797,243.3752362,208.3030776,416.6061553,26.0378847,675.6096558,913.1177618,35,1,1329.723917
105_116,67.0226799,279.918251,187.2692526,246.4069111,214.7484403,429.4968807,26.84355504,684.0255853,928.342855,35,1,1357.839736
105_117,68.11971222,284.4999742,190.3344899,250.4401181,247.6076428,495.2152857,30.95095536,695.2217681,972.8822251,35,1,1468.097511
105_118,69.19659641,288.9975494,193.343431,254.3992512,211.4884961,422.9769922,26.43606202,706.2123214,948.2287277,35,1,1371.20572
105_119,65.06781384,271.7538104,181.8071268,239.2199035,202.5452793,405.0905586,25.31815991,664.0744524,895.3261201,35,1,1300.416679
105_120,67.16451364,280.5106155,187.6655527,246.9283586,186.8918892,373.7837785,23.36148616,685.4731238,901.9964161,35,1,1275.780195
105_121,65.38287549,273.0696561,182.6874461,240.3782184,270.3449978,540.6899957,33.79312473,667.2899345,966.4803185,35,1,1507.170314
105_122,68.36324777,285.5170933,191.0149569,251.3354694,223.8427555,447.685511,27.98034444,697.7072633,951.7102752,35,1,1399.395786
105_123,65.90898618,275.266942,184.1574613,242.3124489,263.2170289,526.4340577,32.90212861,672.6593583,964.953881,35,1,1491.387939
105_124,67.27491132,280.9716881,187.9740169,247.3342325,218.6983411,437.3966823,27.33729264,686.5998296,934.9782786,35,1,1372.374961
105_125,67.59266622,282.2987821,188.8618614,248.502449,199.4449379,398.8898758,24.93061724,689.8427986,919.1080304,35,1,1317.997906
105_126,59.83227889,249.8877527,167.1784262,219.9716133,209.1176174,418.2352348,26.13970217,610.6411986,846.1554096,35,1,1264.390644
105_127,66.26113917,276.7376985,185.1414182,243.607129,224.2720831,448.5441661,28.03401038,676.2533902,929.7583287,35,1,1378.302495
105_128,65.11852414,271.9656005,181.9488174,239.4063384,199.0378718,398.0757436,24.87973397,664.5919957,892.3586281,35,1,1290.434372
105_129,66.32279422,276.9951991,185.3136897,243.833802,236.5845467,473.1690934,29.57306834,676.8826345,942.7272374,35,1,1415.896331
105_130,62.63728443,261.6027758,175.0159417,230.2841336,201.0824576,402.1649152,25.1353072,639.2687551,867.9853088,35,1,1270.150224
105_131,62.91425158,262.759521,175.7898205,231.3023952,231.8212639,463.6425278,28.97765799,642.0954492,901.6730006,35,1,1365.315528
105_132,65.39660868,273.1270124,182.7258183,240.4287081,208.9885414,417.9770828,26.12356767,667.4300938,905.2700801,35,1,1323.247163
105_133,65.79129346,274.7754018,183.828614,241.879755,224.0634683,448.1269365,28.00793353,671.4582002,924.5472391,35,1,1372.674176
105_134,65.43370198,273.2819315,182.8294613,240.5650805,201.2572163,402.5144326,25.15715204,667.8086637,897.9336896,35,1,1300.448122
105_135,65.03097778,271.5999657,181.7042025,239.0844768,224.4433742,448.8867485,28.05542178,663.6985078,916.8320193,35,1,1365.718768
105_136,61.39352472,256.40825,171.5407308,225.7114876,142.1148198,284.2296397,17.76435248,626.5750899,795.7752883,35,1,1080.004928
105_137,63.23537856,264.1006984,176.6870871,232.4830091,220.8204626,441.6409252,27.60255783,645.3728334,894.0912571,35,1,1335.732182
105_138,62.64668975,261.6420569,175.0422213,230.318712,209.5849193,419.1698386,26.19811491,639.3647447,876.5879095,35,1,1295.757748
105_139,63.55857732,265.4505285,177.5901424,233.6712398,245.0869772,490.1739544,30.63587215,648.671362,921.798888,35,1,1411.972842
105_140,60.72640404,253.6220401,169.6767171,223.2588381,193.0650656,386.1301312,24.1331332,619.7665348,839.6226609,35,1,1225.752792
105_141,65.04179264,271.6451337,181.7344205,239.1242373,174.2696095,348.539219,21.78370119,663.8088831,866.7734011,35,1,1215.31262
105_142,65.11238124,271.9399448,181.9316534,239.3837542,251.8513022,503.7026044,31.48141277,664.5293019,945.1066546,35,1,1448.809259
105_143,64.47678771,269.2854072,180.1557303,237.0470133,176.3317461,352.6634921,22.04146826,658.0425092,862.8198968,35,1,1215.483389
105_144,63.56413617,265.4737449,177.6056745,233.6916768,212.970167,425.940334,26.62127087,648.7280949,889.7412631,35,1,1315.681597
105_145,59.86770497,250.0357087,167.2774109,220.1018562,206.064763,412.129526,25.75809537,611.002753,843.4797388,35,1,1255.609265
105_146,61.87093804,258.4021527,172.8746797,227.4666837,203.8033986,407.6067972,25.47542482,631.447514,862.5469146,35,1,1270.153712
105_147,61.51664848,256.9224728,171.884753,226.1641485,238.9922901,477.9845802,29.87403626,627.8316765,893.9636644,35,1,1371.948245
105_148,66.12251654,276.1587452,184.7540903,243.097487,211.5431927,423.0863854,26.44289908,674.838624,915.5535151,35,1,1338.6399
105_149,63.37935469,264.7020104,177.0893733,233.0123331,185.4816546,370.9633092,23.18520682,646.8422369,860.2853714,35,1,1231.248681
105_68,50,208.6000626,139.55638,183.6268157,133.4996451,266.9992902,16.68745564,509.7480404,665.2829034,35,1,932.2821936
105_69,55.85100162,233.2600653,156.0542692,205.3345645,141.0725824,282.1451648,17.6340728,570.0087512,735.7214813,35,1,1017.866646
105_70,58.99986059,246.4111822,164.8525516,216.9112519,165.4621486,330.9242972,20.68276857,602.1456354,793.6371343,35,1,1124.561431
105_71,56.63251713,236.5240418,158.2379154,208.2077833,137.5437204,275.0874408,17.19296505,577.9848065,740.5134609,35,1,1015.600902
105_72,59.35590503,247.8981913,165.8473816,218.2202388,169.5133096,339.0266192,21.1891637,605.7793831,801.4791213,35,1,1140.505741
105_73,60.31837822,251.9179323,168.5366449,221.7587432,181.4541748,362.9083496,22.68177185,615.6022712,823.6674952,35,1,1186.575845
105_74,58.73680534,245.3125397,164.1175443,215.944137,184.5025713,369.0051426,23.06282141,599.4609245,809.8767922,35,1,1178.881935
105_75,58.52096993,244.4111094,163.5144747,215.1506245,151.0312607,302.0625213,18.87890758,597.2581337,774.1074693,35,1,1076.169991
105_76,62.03922906,259.1050152,173.3449046,228.0854006,188.2536529,376.5073059,23.53170662,633.1650724,848.7889734,35,1,1225.296279
105_77,64.23561833,268.2781703,179.4818747,236.1603612,180.2691416,360.5382831,22.5336427,655.5811628,864.1895477,35,1,1224.727831
105_78,60.44219255,252.4350392,168.8825968,222.2139429,182.9424539,365.8849079,22.86780674,616.8659057,826.4740328,35,1,1192.358941
105_79,61.52062449,256.9390785,171.8958625,226.1787662,207.3015615,414.6031229,25.91269518,627.8722552,862.3152686,35,1,1276.918392
105_80,68.98079398,288.0962569,192.7404537,253.6058599,144.5292683,289.0585366,18.06615854,704.0098673,878.9718388,35,1,1168.030375
105_81,64.91075891,271.0978751,181.3682969,238.6424957,184.1344215,368.2688431,23.01680269,662.4715682,875.2430892,35,1,1243.511932
105_82,64.85357178,270.8590347,181.2085093,238.4322489,176.3140522,352.6281043,22.03925652,661.887923,866.8138451,35,1,1219.441949
105_83,62.8193499,262.3631669,175.5246541,230.953492,181.1280018,362.2560037,22.64100023,641.1268939,849.9693148,35,1,1212.225319
105_84,63.7450292,266.2292393,178.1111109,234.3567247,206.1869718,412.3739436,25.77337148,650.5742679,884.8840467,35,1,1297.25799
105_85,64.73092792,270.3468163,180.8658279,237.9813523,159.5146027,319.0292053,19.93932533,660.6362343,848.7085992,35,1,1167.737805
105_86,65.36674012,273.0022672,182.642362,240.3188972,180.223228,360.446456,22.5279035,667.1252588,876.1867544,35,1,1236.63321
105_91,73.10203279,305.3084895,204.2556798,268.7574731,215.8165516,431.6331031,26.97706895,746.0707456,994.138194,35,1,1425.771297
105_92,69.05470373,288.4049388,192.9469662,253.8775869,192.7769444,385.5538888,24.09711805,704.7641814,928.0064363,35,1,1313.560325
105_93,71.38451566,298.1353297,199.4567348,262.4430719,212.9868243,425.9736486,26.62335304,728.5419679,973.0219608,35,1,1398.995609
105_94,71.00489429,296.5498523,198.3960281,261.0474051,202.8422984,405.6845968,25.3552873,724.6675969,958.8355839,35,1,1364.520181
105_95,71.1527386,297.1673197,198.8091225,261.5909504,189.3071865,378.614373,23.66339831,726.1764785,946.874579,35,1,1325.488952
105_96,69.82849918,291.6366727,195.1090418,256.7224231,196.7185443,393.4370885,24.58981803,712.6614468,940.1866819,35,1,1333.62377
105_97,73.4159447,306.6195334,205.1327866,269.911561,200.1156265,400.231253,25.01445331,749.2744937,981.7795075,35,1,1382.01076
105_98,76.74799165,320.5357294,214.4429177,282.1617336,190.6601156,381.3202312,23.83251445,783.2809728,1007.800496,35,1,1389.120728
105_99,76.15190715,318.0462001,212.7773875,279.9702465,135.667169,271.3343381,16.95839613,777.1974045,946.4610031,35,1,1217.795341
106_100,72.89464383,304.4423356,203.6762106,267.9950137,154.1181303,308.2362606,19.26476629,743.9541583,930.2316903,35,1,1238.467951
106_101,61.51038849,256.8963281,171.8672619,226.1411339,199.0781864,398.1563729,24.8847733,627.7677878,853.9829103,35,1,1252.139283
106_102,65.59215187,273.9436928,183.272189,241.1476169,149.4838794,298.9677588,18.68548493,669.4257846,847.8473781,35,1,1146.815137
106_103,74.04700543,309.25514,206.8960445,272.2316373,133.6375696,267.2751392,16.7046962,755.7150253,922.0203913,35,1,1189.295531
106_104,63.84679023,266.6542412,178.3954432,234.7308461,225.7543027,451.5086054,28.21928783,651.612829,905.5348332,35,1,1357.043439
106_105,65.59553766,273.9578335,183.2816493,241.1600646,208.3205931,416.6411861,26.04007413,669.4603396,906.7201404,35,1,1323.361327
106_106,64.05577901,267.5270767,178.9793825,235.4991872,225.1192358,450.2384716,28.13990447,653.745744,907.1248822,35,1,1357.363354
106_107,59.41385369,248.1402122,166.009297,218.4332853,204.5304134,409.0608268,25.56630168,606.3708003,837.1132079,35,1,1246.174035
106_108,57.6123876,240.616442,160.9757888,211.8102482,220.561705,441.12341,27.57021312,587.9852493,833.9641841,35,1,1275.087594
106_109,61.50831888,256.8876844,171.8614791,226.133525,210.4285423,420.8570846,26.30356779,627.7466655,865.3112308,35,1,1286.168315
106_110,61.93318831,258.6621391,173.0486143,227.695545,217.0280276,434.0560553,27.12850346,632.082833,876.4343261,35,1,1310.490381
106_111,66.69749245,278.5601152,186.3606406,245.211369,206.1886045,412.377209,25.77357556,680.7067605,916.3207293,35,1,1328.697938
106_112,62.85592369,262.5159163,175.6268455,231.0879544,231.2436994,462.4873987,28.90546242,641.5001617,900.4744156,35,1,1362.961814
106_113,63.48429929,265.1403085,177.3826009,233.3981588,204.1998606,408.3997211,25.52498257,647.9132891,880.1209288,35,1,1288.52065
106_114,64.4337915,269.1058348,180.0355938,236.888939,205.1018995,410.203799,25.63773744,657.603695,891.1322671,35,1,1301.336066
106_115,67.70029645,282.7482966,189.1625929,248.8981484,222.0856867,444.1713735,27.76071084,690.9412601,942.8947247,35,1,1387.066098
106_116,67.57982042,282.245132,188.8259687,248.4552218,249.2919717,498.5839433,31.16149646,689.7116959,968.8182942,35,1,1467.402237
106_117,67.31039783,281.1198965,188.0731703,247.4646976,237.7730038,475.5460076,29.72162548,686.9620006,954.4307682,35,1,1429.976776
106_118,66.54570446,277.9261771,185.9365271,244.6533249,209.4101419,418.8202837,26.17626773,679.1576301,917.9261709,35,1,1336.746455
106_119,64.22144611,268.2189805,179.4422758,236.1082575,196.3369145,392.6738289,24.54211431,655.4365229,880.1064283,35,1,1272.780257
106_120,67.26894406,280.946766,187.9573436,247.312294,235.0551832,470.1103664,29.3818979,686.5389284,951.2715869,35,1,1421.381953
106_121,69.86398059,291.7848598,195.208181,256.8528695,258.8745168,517.7490337,32.3593146,713.0235659,1002.720427,35,1,1520.469461
106_122,70.21108037,293.2345118,196.1780186,258.1289716,247.7920691,495.5841382,30.97400864,716.5660254,995.333571,35,1,1490.917709
106_123,69.67141283,290.9806062,194.670124,256.1448998,224.2469068,448.4938135,28.03086335,711.058242,966.0425367,35,1,1414.53635
106_124,69.21340687,289.0677578,193.3904015,254.4610543,210.9605065,421.9210131,26.37006332,706.383887,947.8797201,35,1,1369.800733
106_125,68.32286856,285.3484507,190.9021327,251.1870164,195.9224566,391.8449132,24.49030708,697.2951579,923.3600564,35,1,1315.20497
106_126,68.00336411,284.0140498,190.0093996,250.0123677,242.9231617,485.8463233,30.36539521,694.034333,966.9589788,35,1,1452.805302
106_127,65.72341229,274.4918981,183.638946,241.6301919,239.9598948,479.9197896,29.99498685,670.7654129,939.7209308,35,1,1419.64072
106_128,63.02873365,263.237652,176.1096969,231.7232852,200.7295542,401.4591085,25.09119428,643.2638399,871.8001883,35,1,1273.259297
106_129,65.63313755,274.1148683,183.3867078,241.2982995,196.3056182,392.6112363,24.53820227,669.8440796,895.1054937,35,1,1287.71673
106_130,64.9860856,271.4124749,181.5787685,238.919432,221.8247251,443.6494502,27.72809064,663.2403436,913.7354005,35,1,1357.384851
106_131,64.59551864,269.7812834,180.4874785,237.4835241,209.4469835,418.893967,26.18087294,659.2542631,897.1992695,35,1,1316.093237
106_132,65.85222012,275.0298602,183.9988502,242.1037501,229.2966102,458.5932204,28.66207627,672.0800105,930.4290707,35,1,1389.022291
106_133,65.7040597,274.4110725,183.5848726,241.5590427,201.4733286,402.9466573,25.18416608,670.5679027,901.0283164,35,1,1303.974974
106_134,63.44124944,264.960512,177.2623145,233.2398873,203.7882,407.5764001,25.473525,647.4739274,879.2509139,35,1,1286.827314
106_135,62.15689384,259.5964387,173.6736739,228.5179918,207.1177378,414.2354755,25.88971722,634.3659453,868.9058421,35,1,1283.141318
106_136,62.04352315,259.1229493,173.3569029,228.1011878,192.5505844,385.1011688,24.06882305,633.2088974,853.1316244,35,1,1238.232793
106_137,61.47441438,256.7460833,171.766746,226.0088761,241.6340464,483.2680928,30.2042558,627.4006402,896.1557517,35,1,1379.423845
106_138,64.27581109,268.4460342,179.594178,236.3081287,165.0996423,330.1992846,20.63745529,655.9913654,849.4479832,35,1,1179.647268
106_139,63.51112648,265.2523515,177.4575592,233.4967882,215.4989284,430.9978568,26.93736605,648.1870843,891.7056273,35,1,1322.703484
106_140,66.21517991,276.5457511,185.0130026,243.4381611,219.9969728,439.9939457,27.49962161,675.7843355,924.9938877,35,1,1364.987833
106_141,64.91476272,271.1145969,181.379484,238.6572156,219.4540663,438.9081326,27.43175829,662.5124306,910.6053628,35,1,1349.513495
106_142,65.81409776,274.8706433,183.8923319,241.9635944,168.5322076,337.0644152,21.06652595,671.6909382,869.2587771,35,1,1206.323192
106_143,62.88792475,262.6495678,175.7162603,231.2056054,205.0548583,410.1097165,25.63185728,641.8267608,874.6262917,35,1,1284.736008
106_144,63.31431244,264.4303634,176.9076376,232.7732072,175.4827252,350.9654505,21.93534065,646.1784234,849.5939335,35,1,1200.559384
106_145,62.83596723,262.4325687,175.5710848,231.0145851,219.2013767,438.4027535,27.40017209,641.2964884,888.2196153,35,1,1326.622369
106_146,63.27454105,264.2642594,176.7965117,232.6269888,184.4942274,368.9884548,23.06177843,645.7725212,858.1819873,35,1,1227.170442
106_147,63.65754538,265.8638657,177.8666708,234.035093,240.8604245,481.7208489,30.10755306,649.6814183,918.626054,35,1,1400.346903
106_148,65.75309193,274.6158542,183.7218744,241.7393082,178.8264002,357.6528004,22.35330003,671.0683199,878.9034371,35,1,1236.556238
106_69,50,201.4114964,134.747128,177.2988525,153.0356104,306.0712208,19.1294513,492.1816146,666.4930873,35,1,972.5643081
106_70,60.42555111,252.3655367,168.8360986,222.1527611,152.4952954,304.9905908,19.06191193,616.6960651,795.8496918,35,1,1100.840283
106_71,58.94361231,246.1762629,164.6953873,216.7044567,131.8502774,263.7005548,16.48128467,601.571572,759.4263842,35,1,1023.126939
106_72,60.94685195,254.5427343,170.2926745,224.0693084,142.2218501,284.4437001,17.77773126,622.0164002,791.1265673,35,1,1075.570267
106_73,60.51358989,252.7332281,169.0820893,222.4764331,191.3442207,382.6884414,23.91802759,617.5945785,835.6359712,35,1,1218.324413
106_74,64.06666552,267.5725439,179.0098006,235.5392112,199.0761125,398.152225,24.88451406,653.8568504,881.1976682,35,1,1279.349893
106_75,61.60493741,257.2912089,172.1314427,226.4887402,192.8000744,385.6001488,24.1000093,628.7327429,848.7114661,35,1,1234.311615
106_76,57.80162812,241.4067995,161.5045491,212.5059855,174.6681128,349.3362256,21.8335141,589.9166158,790.0854468,35,1,1139.421672
106_77,62.75026075,262.0746181,175.3316109,230.6994878,163.5062036,327.0124072,20.43827545,640.4217782,831.6119204,35,1,1158.624328
106_78,58.31961456,243.5701547,162.9518642,214.4103474,150.2425719,300.4851438,18.78032149,595.2031245,771.1749381,35,1,1071.660082
106_79,62.38059569,260.5307229,174.2987232,229.340425,192.1672889,384.3345779,24.02091112,636.6490201,856.33716,35,1,1240.671738
106_80,67.73140452,282.8782185,189.2495125,249.0125163,220.8757841,441.7515682,27.60947301,691.2587454,942.0160314,35,1,1383.7676
106_81,76.64452554,320.1036063,214.1538213,281.7813435,228.5276718,457.0553435,28.56595897,782.2250099,1044.566443,35,1,1501.621786
106_82,65.11965301,271.9703152,181.9519716,239.4104887,260.2542705,520.5085409,32.53178381,664.6035168,953.5870459,35,1,1474.095587
106_83,63.78322507,266.3887632,178.2178347,234.4971507,181.4783153,362.9566306,22.68478941,650.9640905,860.5820639,35,1,1223.538694
106_84,64.23461632,268.2739855,179.4790749,236.1566773,193.6884657,387.3769313,24.21105821,655.5709365,877.5982034,35,1,1264.975135
106_92,69.13187772,288.7272537,193.1625994,254.1613148,209.2791303,418.5582605,26.15989128,705.5518101,945.3302982,35,1,1363.888559
106_93,67.30216569,281.0855152,188.0501688,247.4344324,232.5002497,465.0004994,29.06253121,686.8779844,949.070366,35,1,1414.070865
106_94,68.84059954,287.5107389,192.3487339,253.0904392,193.9967473,387.9934946,24.24959341,702.5790593,926.9466593,35,1,1314.940154
106_95,71.37513952,298.0961706,199.4305368,262.4086008,210.2658579,420.5317158,26.28323224,728.4462761,970.2011661,35,1,1390.732882
106_96,73.02000924,304.9659206,204.0264963,268.455916,190.8906238,381.7812477,23.86132798,745.233623,968.3389568,35,1,1350.120204
106_97,74.07884921,309.3881346,206.9850197,272.34871,183.7023462,367.4046923,22.96279327,756.0400191,972.4242104,35,1,1339.828903
106_98,72.16581576,301.3984066,201.6397792,265.3154988,190.0897782,380.1795563,23.76122227,736.5158248,958.4434628,35,1,1338.623019
106_99,72.23268519,301.6776849,201.8266203,265.5613423,210.4789177,420.9578354,26.30986471,737.1982864,979.5445651,35,1,1400.502401
107_100,61.20775122,255.6323725,171.0216578,225.0284968,202.0825378,404.1650756,25.26031723,624.6791074,853.7650649,35,1,1257.930141
107_101,57.46958473,240.02003,160.5767808,211.2852377,186.2827088,372.5654175,23.28533859,586.52782,798.1647573,35,1,1170.730175
107_102,59.40691848,248.1112475,165.9899192,218.4077882,222.3789435,444.757887,27.79736794,606.3000203,854.8878984,35,1,1299.645785
107_103,66.22271426,276.577218,185.0340545,243.4658609,203.186083,406.372166,25.39826037,675.8612301,908.2632164,35,1,1314.635382
107_104,62.01588929,259.0075373,173.2796906,227.9995927,222.6822415,445.3644829,27.83528018,632.9268695,882.9690621,35,1,1328.333545
107_105,59.20691813,247.2759519,165.4310947,217.6724928,218.2677854,436.5355709,27.28347318,604.2588403,848.6473249,35,1,1285.182896
107_106,61.64464347,257.4570401,172.2423861,226.6347183,204.8025846,409.6051692,25.60032308,629.1379783,861.1367291,35,1,1270.741898
107_107,64.95307383,271.2746022,181.4865297,238.7980652,206.587833,413.1756659,25.82347912,662.9034293,898.1470301,35,1,1311.322696
107_108,59.91276098,250.2238838,167.4033027,220.2675033,227.3425464,454.6850928,28.4178183,611.4625893,865.2372361,35,1,1319.922329
107_109,65.32656749,272.8344874,182.530115,240.1712037,238.1179834,476.2359668,29.76474793,666.7152617,933.6537895,35,1,1409.889756
107_110,61.78687014,258.0510456,172.6397841,227.1576105,205.2212707,410.4425415,25.65265884,630.5895269,863.0697109,35,1,1273.512252
107_111,61.55972485,257.10238,172.0051135,226.3225175,238.3130187,476.6260373,29.78912733,628.2713089,893.7430296,35,1,1370.369067
107_112,62.0090557,258.978997,173.2605967,227.9744692,248.7066017,497.4132034,31.08832522,632.8571267,908.9206647,35,1,1406.333868
107_113,66.89236049,279.3739758,186.9051248,245.9277956,224.5165954,449.0331907,28.06457442,682.6955607,936.7234916,35,1,1385.756682
107_114,68.88967618,287.715706,192.4858598,253.270868,198.3663081,396.7326162,24.79578851,703.0799297,931.8387419,35,1,1328.571358
107_115,65.4370159,273.295772,182.8387208,240.577264,219.1334324,438.2668648,27.39167905,667.8424851,915.8451892,35,1,1354.112054
107_116,67.88709,283.5284344,189.6845161,249.5848894,164.403961,328.807922,20.55049513,692.8476531,887.2018009,35,1,1216.009723
107_117,67.56029657,282.1635912,188.7714168,248.3834429,183.0421396,366.0842793,22.88026745,689.5124378,902.3605906,35,1,1268.44487
107_118,69.38698159,289.7926875,193.8753897,255.0991967,183.9989407,367.9978814,22.99986759,708.1553702,922.7662145,35,1,1290.764096
107_119,66.44115936,277.4895476,185.6444158,244.2689679,234.4061068,468.8122136,29.30076335,678.0906552,941.8090381,35,1,1410.621252
107_120,68.37869544,285.58161,191.0581195,251.3922623,275.1632218,550.3264436,34.39540272,697.8649203,1003.195214,35,1,1553.521657
107_121,66.41941906,277.3987499,185.5836708,244.1890403,249.2912201,498.5824403,31.16140252,677.8687762,956.4626812,35,1,1455.045121
107_122,68.48927222,286.0434307,191.3670841,251.7987946,254.3406151,508.6812302,31.79257689,698.993454,983.5499244,35,1,1492.231155
107_123,67.7892237,283.1196987,189.4110661,249.2250868,181.988491,363.976982,22.74856137,691.8488412,903.7443426,35,1,1267.721325
107_124,71.15396824,297.1724552,198.8125582,261.5954711,236.8047497,473.6094994,29.60059371,726.1890281,994.3852343,35,1,1467.994734
107_125,65.14708858,272.084899,182.0286298,239.5113547,186.4273577,372.8547153,23.30341971,664.883521,880.0522412,35,1,1252.906957
107_126,66.91813916,279.4816397,186.9771535,246.0225701,222.4415242,444.8830485,27.80519053,682.9586549,934.9228875,35,1,1379.805936
107_127,66.81127634,279.0353303,186.6785662,245.6296921,205.6619239,411.3238478,25.70774049,681.8680255,917.0055124,35,1,1328.32936
107_128,66.25893828,276.7285066,185.1352687,243.5990375,195.0649305,390.1298611,24.38311632,676.2309283,900.5277433,35,1,1290.657604
107_129,66.54462365,277.9216632,185.9335072,244.6493513,221.8064801,443.6129602,27.72581001,679.1465995,930.3110018,35,1,1373.923962
107_130,62.85823531,262.5255707,175.6333045,231.096453,206.7266393,413.4532785,25.84082991,641.5237538,875.9819674,35,1,1289.435246
107_131,64.70680268,270.2460579,180.7984192,237.8926566,211.1688626,422.3377251,26.39610782,660.3900149,900.1059963,35,1,1322.443721
107_132,65.21854956,272.3833537,182.2283002,239.7740789,229.8284168,459.6568335,28.72855209,665.6128433,924.2141495,35,1,1383.870983
107_133,65.62208246,274.068697,183.3558186,241.2576558,166.0856363,332.1712727,20.76070454,669.7312527,864.7678077,35,1,1196.93908
107_134,64.75151553,270.4327998,180.9233521,238.0570421,235.2896605,470.5793209,29.41120756,660.846349,924.7028545,35,1,1395.282175
107_135,65.193655,272.2793823,182.1587418,239.6825548,171.2945469,342.5890938,21.41181836,665.3587724,865.4152259,35,1,1208.00432
107_136,60.18455674,251.3590308,168.162732,221.2667524,185.9903439,371.9806878,23.24879299,614.2365049,826.7788591,35,1,1198.759547
107_137,65.36134468,272.9797333,182.6272865,240.299061,176.4451107,352.8902213,22.05563883,667.0701935,872.3511915,35,1,1225.241413
107_138,65.86588924,275.0869488,184.0370434,242.1540042,209.2848898,418.5697795,26.16061122,672.2195159,910.5628862,35,1,1329.132666
107_139,62.60049759,261.4491367,174.913155,230.1488879,189.7995536,379.5991072,23.7249442,638.893313,856.3107331,35,1,1235.90984
107_140,65.19913203,272.302257,182.1740453,239.702691,173.4995627,346.9991254,21.68744534,665.4146703,867.6785559,35,1,1214.677681
107_141,63.84488978,266.6463041,178.3901331,234.7238592,196.285418,392.570836,24.53567725,651.5934333,876.0457144,35,1,1268.61655
107_142,63.01196016,263.167598,176.0628298,231.6616179,226.1813962,452.3627924,28.27267452,643.0926515,897.0734419,35,1,1349.436234
107_143,61.58401538,257.2038286,172.0729841,226.4118209,183.2452051,366.4904102,22.90565064,628.5192151,838.9338388,35,1,1205.424249
107_144,62.90582013,262.7243073,175.766262,231.2713972,250.8461565,501.6923129,31.35576956,642.0093989,920.608123,35,1,1422.300436
107_145,65.40865206,273.1773112,182.7594689,240.4729852,218.2336586,436.4673171,27.27920732,667.5530071,914.6434239,35,1,1351.110741
107_146,63.68854146,265.9933199,177.9532775,234.1490492,238.018191,476.0363819,29.75227387,649.9977607,916.1138376,35,1,1392.15022
107_147,65.2675239,272.5878936,182.3651402,239.9541317,217.0466612,434.0933224,27.13083265,666.1126697,911.9538268,35,1,1346.047149
107_72,50,206.359927,138.0576977,181.6548653,175.5901399,351.1802798,21.94876749,504.2739062,701.6626299,35,1,1052.84291
107_73,62.41644796,260.6804588,174.3988986,229.4722348,174.3641503,348.7283006,21.79551878,637.0149241,838.9157426,35,1,1187.644043
107_74,65.52872034,273.6787729,183.0949538,240.9144127,180.742924,361.4858479,22.59286549,668.7784098,878.4310633,35,1,1239.916911
107_75,58.94734586,246.1918559,164.7058192,216.718183,148.4514831,296.9029662,18.55643539,601.6096762,776.0673413,35,1,1072.970308
107_76,59.68573556,249.2757188,166.7689669,219.432851,203.3781976,406.7563952,25.4222747,609.1455946,838.8557344,35,1,1245.61213
107_77,59.66192866,249.17629,166.7024477,219.3453257,159.4629647,318.9259294,19.93287059,608.9026242,794.687028,35,1,1113.612957
107_78,63.19432993,263.92926,176.5723924,232.332095,170.7882026,341.5764053,21.34852533,644.953896,843.62195,35,1,1185.198355
107_79,62.70283512,261.8765464,175.1990981,230.5251288,158.1992548,316.3985095,19.77490684,639.9377578,825.800028,35,1,1142.198538
107_80,59.06391086,246.6786863,165.0315156,217.1467308,188.1897888,376.3795776,23.5237236,602.799325,817.0467215,35,1,1193.426299
107_81,67.66508342,282.6012304,189.0642036,248.7686887,195.5413476,391.0826952,24.44266845,690.58188,915.9754703,35,1,1307.058166
107_82,64.51431667,269.4421458,180.2605906,237.1849875,211.96444,423.92888,26.495555,658.4255254,898.8521639,35,1,1322.781044
