Location,TSUM_0,TSUM_1,TSUM_2,TSUM_3,TSUM_4,TSUM_5,TSUM_6,BeginSensitivePhaseHeatStress,EndSensitivePhaseHeatStress,CriticalTemperatureHeatStress,HeatSumIrrigationStart,HeatSumIrrigationEnd,OrganGrowthRespiration_0,OrganGrowthRespiration_1,OrganGrowthRespiration_2,OrganGrowthRespiration_3,OrganMaintenanceRespiration_0,OrganMaintenanceRespiration_1,OrganMaintenanceRespiration_2,OrganMaintenanceRespiration_3,MaxAssimilationRate,MinimumTemperatureForAssimilation,OptimumTemperatureForAssimilation,MaximumTemperatureForAssimilation
132_71,93.72163644,391.4256576,261.8692782,344.5648394,664.0885487,1328.177097,83.01106859,956.5119944,1661.948324,35,1,2990.125421,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
132_72,50,174.8981967,117.009357,153.9596802,152.4524301,304.9048602,19.05655376,427.3920723,598.319664,35,1,903.2245242,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
132_73,50,186.0281814,124.4554736,163.7572019,132.3845479,264.7690958,16.54806849,454.5899926,606.6254048,35,1,871.3945006,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
132_74,50,201.4890573,134.7990173,177.3671279,178.7449793,357.4899586,22.34312241,492.3711471,692.4001818,35,1,1049.89014,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
132_75,123.6279071,516.3283173,345.4309168,454.5143637,137.3083285,274.616657,17.16354106,1261.731874,1453.581926,35,1,1728.198583,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
132_78,50,144.4987424,96.67169393,127.1995972,202.3238049,404.6476098,25.29047561,353.1060818,570.6938384,35,1,975.3414482,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
132_79,50,153.0305767,102.3796112,134.7100147,68.27022126,136.5404425,8.533777658,373.9550009,458.3904239,35,1,594.9308664,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
132_80,50,166.2865774,111.2480624,146.3790294,46.21759155,92.4351831,5.777198944,406.3481857,470.1312608,35,1,562.5664439,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
132_81,50,161.2182317,107.8572678,141.9174575,114.5079942,229.0159884,14.31349928,393.962862,525.5009511,35,1,754.5169395,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_101,50,148.0540563,99.05024901,130.3292749,171.8253281,343.6506562,21.47816601,361.7940672,549.2589083,35,1,892.9095645,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_102,50,134.5835511,90.0382913,118.4714358,120.7168536,241.4337072,15.0896067,328.8767059,463.8101318,35,1,705.243839,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_103,50,150.5478742,100.7186483,132.5245371,119.0446341,238.0892682,14.88057926,367.8881152,502.8356937,35,1,740.9249619,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_104,50,162.5137519,108.723989,143.0578802,155.2256473,310.4512946,19.40320591,397.1286755,569.5212684,35,1,879.972563,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_105,50,170.6295932,114.1536012,150.2021067,165.0052427,330.0104854,20.62565534,416.9610482,599.9905437,35,1,930.0010291,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_113,50,101.8776419,68.15757738,89.68102278,192.9915997,385.9831994,24.12394996,248.9545193,452.7078418,35,1,838.6910412,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_114,50,130.1122779,87.04694655,114.5354559,153.3519825,306.703965,19.16899781,317.9504256,485.0466628,35,1,791.7506278,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_115,50,124.8273745,83.51127173,109.8832522,157.8491604,315.6983208,19.73114505,305.0359082,476.0710588,35,1,791.7693796,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_116,50,107.4829776,71.90762591,94.61529717,139.6699836,279.3399672,17.45874795,262.652065,413.6758843,35,1,693.0158515,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_117,50,104.5794188,69.96510418,92.05934752,62.79331134,125.5866227,7.849163918,255.5567488,329.3971818,35,1,454.9838045,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_118,50,104.4566306,69.88295714,91.95125932,104.0880849,208.1761698,13.01101061,255.2566959,370.378932,35,1,578.5551018,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_119,50,103.1239894,68.99140141,90.77815967,112.4790019,224.9580038,14.05987524,252.0001713,375.3725524,35,1,600.3305562,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_120,50,112.8732433,75.51378959,99.36024937,87.4852608,174.9705216,10.9356576,275.8240523,375.2325431,35,1,550.2030647,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_121,50,95.21760096,63.70191618,83.81831069,169.4809643,338.9619286,21.18512054,232.6796306,412.2187921,35,1,751.1807207,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_122,50,123.6736093,82.73938656,108.8676138,78.5021425,157.004285,9.812767813,302.216496,393.7827522,35,1,550.7870372,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_123,50,104.1117699,69.65224048,91.64768476,189.7477946,379.4955892,23.71847433,254.413973,455.1594897,35,1,834.6550789,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_124,50,122.7112681,82.09556675,108.0204825,102.2114581,204.4229162,12.77643226,299.8648594,415.0387754,35,1,619.4616916,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_125,50,115.4939325,77.26706757,101.6671941,290.2263204,580.4526408,36.27829005,282.2281309,584.6545146,35,1,1165.107155,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_129,50,160.6029635,107.4456447,141.3758481,153.4242597,306.8485194,19.17803246,392.4593545,562.848716,35,1,869.6972354,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_130,50,178.7124502,119.5611463,157.3172977,116.1250101,232.2500202,14.51562626,436.7128185,571.7159043,35,1,803.9659245,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_131,50,162.0062185,108.384442,142.6111078,128.5947384,257.1894768,16.0743423,395.8884354,541.5965067,35,1,798.7859835,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_137,50,105.0582751,70.28546579,92.48087595,181.0477885,362.095577,22.63097356,256.7269117,448.8724053,35,1,810.9679823,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_138,50,117.2860382,78.46601153,103.2447519,248.4345803,496.8691606,31.05432254,286.6074314,547.4313819,35,1,1044.300543,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_139,50,100.9480366,67.53565834,88.86270826,68.23000322,136.4600064,8.528750403,246.6828782,325.5764064,35,1,462.0364129,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_140,50,104.2734563,69.76041096,91.79001433,110.2441755,220.488351,13.78052194,254.8090799,376.0680571,35,1,596.5564081,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_141,50,122.7770198,82.13955556,108.0783625,167.5939476,335.1878952,20.94924345,300.0255343,480.5888854,35,1,815.7767806,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_144,50,114.0084951,76.27328903,100.3595907,62.1865258,124.3730516,7.773315725,278.598224,352.8279007,35,1,477.2009523,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_145,50,127.6287665,85.38544244,112.3492663,146.9320096,293.8640192,18.3665012,311.8815633,472.2954848,35,1,766.159504,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_146,50,133.6532413,89.41590094,117.6525011,168.0512176,336.1024352,21.0064022,326.6033432,508.772861,35,1,844.8752962,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_147,50,123.9784087,82.94330166,109.1359231,43.69775428,87.39550856,5.462219285,302.9613227,359.7553878,35,1,447.1508963,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_148,50,121.2879352,81.14333699,106.7675486,149.0942337,298.1884674,18.63677921,296.3867149,458.2930545,35,1,756.4815219,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_149,50,141.8746685,94.91615153,124.889673,168.8251701,337.6503402,21.10314626,346.6937322,530.5056631,35,1,868.1560033,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_150,50,133.4544524,89.28290836,117.4775109,116.774476,233.548952,14.5968095,326.1175704,456.9893477,35,1,690.5382997,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_151,50,140.4522388,93.96452603,123.6375341,194.1419981,388.2839962,24.26774976,343.2177949,552.1962971,35,1,940.4802933,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_152,50,131.6469934,88.07369283,115.8864378,220.2552875,440.510575,27.53191094,321.7007515,555.8624116,35,1,996.3729866,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_153,50,140.6187671,94.07593581,123.7841259,214.3647306,428.7294612,26.79559133,343.6247337,572.8435595,35,1,1001.573021,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_74,50,184.108091,123.170906,162.0669815,168.6233395,337.246679,21.07791744,449.8979408,637.969318,35,1,975.215997,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_75,50,168.4554886,112.6990946,148.2882822,125.3744799,250.7489598,15.67180999,411.6482715,554.8173453,35,1,805.5663051,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_76,50,164.2423453,109.8804424,144.5795293,97.90631821,195.8126364,12.23828978,401.3527734,516.6086352,35,1,712.4212716,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_77,50,139.1333408,93.08216469,122.4765324,97.85266127,195.7053225,12.23158266,339.994854,452.5446991,35,1,648.2500217,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_78,50,122.2263267,81.77113412,107.5935974,107.7696456,215.5392912,13.4712057,298.6798266,419.3607039,35,1,634.8999951,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_79,50,138.7210001,92.80630295,122.1135564,126.4066307,252.8132614,15.80082884,338.9872327,480.0474902,35,1,732.8607516,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_80,50,151.9388205,101.649211,133.7489617,125.0171131,250.0342262,15.62713914,371.2871178,512.3541063,35,1,762.3883325,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
133_81,50,139.8848118,93.58490937,123.1380385,110.1833289,220.3666578,13.77291611,341.8311951,466.7910886,35,1,687.1577464,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_101,50,151.3695316,101.2683487,133.2478271,128.4844901,256.9689802,16.06056126,369.8959681,514.3701975,35,1,771.3391777,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_102,50,163.8666696,109.62911,144.2488289,141.5635311,283.1270622,17.69544139,400.434749,559.3081396,35,1,842.4352018,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_103,50,137.8620724,92.23166822,121.3574581,137.3724609,274.7449218,17.17155761,336.8883037,488.8236596,35,1,763.5685814,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_104,50,175.5186791,117.4244685,154.5058795,43.31263305,86.6252661,5.414079131,428.9083215,490.7616601,35,1,577.3869262,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_105,50,180.533881,120.7797092,158.9206699,122.5665842,245.1331684,15.32082303,441.1637797,582.8008443,35,1,827.9340127,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_106,50,157.2021192,105.1704319,138.3821472,156.5566958,313.1133916,19.56958698,384.1488406,557.3113941,35,1,870.4247857,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_113,50,111.1303523,74.34777096,97.82601433,184.8557823,369.7115646,23.10697279,271.5650159,468.1599199,35,1,837.8714845,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_114,50,122.8410258,82.18237648,108.1347058,132.4204388,264.8408776,16.55255485,300.1819434,445.5785469,35,1,710.4194245,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_115,50,108.7414361,72.74955237,95.72309514,251.8413734,503.6827468,31.48017168,265.7273122,529.055457,35,1,1032.738204,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_116,50,96.68477698,64.6834776,85.10983888,166.0654043,332.1308086,20.75817554,236.2649128,412.5434978,35,1,744.6743064,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_117,50,100.0459321,66.93213772,88.06860219,227.1964256,454.3928512,28.3995532,244.4784397,482.2430976,35,1,936.6359488,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_118,50,97.18466517,65.01790984,85.5498813,38.50033047,77.00066094,4.812541309,237.4864706,286.2527868,35,1,363.2534477,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_119,50,98.88856757,66.15784455,87.04979538,168.4819158,336.9638316,21.06023948,241.6502321,420.5781233,35,1,757.5419549,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_120,50,96.88175677,64.81525986,85.28323658,161.2084335,322.416867,20.15105419,236.7462648,408.1886867,35,1,730.6055537,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_121,50,108.6342973,72.67787501,95.62878282,32.54139358,65.08278716,4.067674198,265.4655012,309.4823487,35,1,374.5651359,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_122,50,114.3474355,76.50004493,100.6579538,241.7748773,483.5497546,30.22185966,279.4264797,533.2803115,35,1,1016.830066,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_123,50,123.5600117,82.66338817,108.7676159,165.2698836,330.5397672,20.65873545,301.9389019,480.2608994,35,1,810.8006666,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_124,50,106.9338519,71.54025308,94.13191187,114.8537247,229.7074494,14.35671559,261.3101874,387.4597416,35,1,617.167191,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_125,50,113.2188183,75.74498413,99.66445271,144.9101267,289.8202534,18.11376584,276.6685208,433.5383818,35,1,723.3586352,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_130,50,179.3077818,119.9594316,157.8413572,178.2773423,356.5546846,22.28466779,438.1676077,635.3859129,35,1,991.9405975,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_131,50,153.3817943,102.6145808,135.0191851,130.8107837,261.6215674,16.35134796,374.813258,521.8263439,35,1,783.4479113,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_138,50,103.731633,69.39792354,91.3130572,160.7817511,321.5635022,20.09771889,253.4850469,425.2243648,35,1,746.787867,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_139,50,102.4676508,68.55230164,90.20039682,241.7299833,483.4599666,30.21624791,250.3963016,502.9503326,35,1,986.4102992,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_140,50,128.2173693,85.779226,112.8674025,156.6481701,313.2963402,19.58102126,313.3199095,483.5121679,35,1,796.8085081,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_144,50,114.8363186,76.82711461,101.0883086,187.8273307,375.6546614,23.47841634,280.6211448,480.5790725,35,1,856.2337339,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_145,50,135.0214846,90.33127498,118.8569406,120.6645087,241.3290174,15.08306359,329.9468673,464.8742089,35,1,706.2032263,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_146,50,130.7274147,87.45848173,115.0769495,151.6215558,303.2431116,18.95269448,319.453612,484.8844018,35,1,788.1275134,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_147,50,134.3808627,89.9026899,118.2930129,108.4904347,216.9808694,13.56130434,328.381404,451.0670002,35,1,668.0478696,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_148,50,126.6626096,84.73906987,111.498776,169.846151,339.692302,21.23076888,309.5206024,492.7466065,35,1,832.4389085,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_149,50,117.4258019,78.55951541,103.3677833,150.5159873,301.0319746,18.81449841,286.9489667,449.869088,35,1,750.9010626,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_150,50,142.7782755,95.52067734,125.6851017,175.3194314,350.6388628,21.91492893,348.9018423,539.3034859,35,1,889.9423487,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_151,50,132.8956822,88.90908323,116.9856357,217.9983341,435.9966682,27.24979176,324.7521249,556.7887352,35,1,992.7854034,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_152,50,133.4205576,89.26023226,117.4476739,206.3486699,412.6973398,25.79358374,326.0347429,546.4771337,35,1,959.1744735,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_72,50,195.2898177,130.6516387,171.9100508,102.7808826,205.5617652,12.84761033,477.2223011,600.6323898,35,1,806.194155,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_73,50,172.1514233,115.1717269,151.5417458,142.3640171,284.7280342,17.79550214,420.6798866,581.2289132,35,1,865.9569474,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_74,50,158.4833822,106.0276149,139.5100195,138.0649097,276.1298194,17.25811371,387.2798143,542.0859264,35,1,818.2157458,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_75,50,154.0549056,103.0649017,135.6117127,149.6922217,299.3844434,18.71152771,376.4581144,542.4237417,35,1,841.8081851,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_76,50,174.837576,116.9688009,153.9063169,155.2204211,310.4408422,19.40255264,427.2439358,600.9331149,35,1,911.3739571,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_77,50,182.405691,122.0319765,160.5683899,132.1801926,264.3603852,16.52252408,445.7378506,597.18625,35,1,861.5466352,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_78,50,170.9981898,114.4001975,150.5265755,106.1484483,212.2968966,13.26855604,417.8617737,542.0734111,35,1,754.3703077,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_79,50,128.0987635,85.69987705,112.762996,119.4156323,238.8312646,14.92695404,313.0300771,445.9772689,35,1,684.8085335,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_80,50,133.5862684,89.37109512,117.5935461,86.24112067,172.4822413,10.78014008,326.4396841,426.7920303,35,1,599.2742716,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
134_81,50,151.1431908,101.1169235,133.0485834,93.76339546,187.5267909,11.72042443,369.3428677,479.0720932,35,1,666.5988841,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_100,50,125.6257393,84.04538903,110.5860381,104.1992057,208.3984114,13.02490071,306.9868419,424.4563721,35,1,632.8547835,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_101,50,144.0123756,96.34630769,126.7714574,147.7793372,295.5586744,18.47241715,351.9175658,514.9094779,35,1,810.4681523,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_102,50,145.0345749,97.03017342,127.6712807,144.6846644,289.3693288,18.08558305,354.4154753,514.4206934,35,1,803.7900222,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_103,50,157.3449293,105.2659739,138.5078603,123.0453477,246.0906954,15.38066846,384.4978202,524.1641112,35,1,770.2548066,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_104,50,174.0059182,116.4124101,153.1742237,74.51985588,149.0397118,9.314981985,425.2116452,518.112408,35,1,667.1521197,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_105,50,150.3399775,100.5795625,132.3415295,143.820801,287.641602,17.97760013,367.3800859,527.0818705,35,1,814.7234725,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_106,50,170.9939682,114.3973732,150.5228593,191.4459471,382.8918942,23.93074339,417.8514576,627.3601478,35,1,1010.252042,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_107,50,153.5270533,102.7117611,135.1470539,180.236637,360.473274,22.52957963,375.1682219,571.6225053,35,1,932.0957793,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_112,50,184.5600901,123.4732998,162.464868,181.518195,363.03639,22.68977438,451.0024738,652.0164529,35,1,1015.052843,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_113,50,111.6333205,74.68426377,98.26876803,181.4513803,362.9027606,22.68142254,272.7941001,466.0377326,35,1,828.9404932,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_114,50,132.8395345,88.87151963,116.9362099,142.9998441,285.9996882,17.87498051,324.6149189,481.6471082,35,1,767.6467964,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_115,50,106.8340891,71.47351037,94.0440925,36.46311628,72.92623256,4.557889535,261.0664009,308.8148082,35,1,381.7410408,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_116,50,107.604268,71.9887709,94.72206689,154.2861631,308.5723262,19.28577039,262.9484578,428.6012689,35,1,737.1735951,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_117,50,122.5579795,81.99301451,107.8855453,134.7462393,269.4924786,16.84327991,299.4902739,447.1827786,35,1,716.6752572,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_118,50,119.3272397,79.83160408,105.0415842,77.07422235,154.1484447,9.634277794,291.5954379,381.2746504,35,1,535.4230951,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_119,50,105.5082137,70.58648105,92.87694866,164.7669368,329.5338736,20.5958671,257.8264096,433.7385802,35,1,763.2724538,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_120,50,106.3003745,71.11644778,93.57427331,113.2398417,226.4796834,14.15498021,259.7621828,384.2309373,35,1,610.7106207,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_121,50,103.7130164,69.38546877,91.29666935,262.3191116,524.6382232,32.78988895,253.4395542,526.7142661,35,1,1051.352489,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_122,50,118.3490329,79.17716996,104.1804867,169.3597638,338.7195276,21.16997048,289.2050311,471.0664533,35,1,809.7859809,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_123,50,115.4100982,77.21098125,101.5933963,180.3408958,360.6817916,22.54261198,282.0232682,474.5553715,35,1,835.2371631,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_124,50,122.912534,82.23021647,108.1976532,155.5182894,311.0365788,19.43978618,300.3566852,468.858693,35,1,779.8952718,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_125,50,121.9960614,81.61708339,107.3908991,67.60323323,135.2064665,8.450404154,298.117136,378.6072771,35,1,513.8137436,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_138,50,115.6503506,77.37171349,101.8048861,237.9076059,475.8152118,29.73845074,282.6103638,532.7345561,35,1,1008.549768,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_141,50,105.3320674,70.46863669,92.7218903,170.7547956,341.5095912,21.34434945,257.3959676,439.27739,35,1,780.7869812,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_143,50,87.97264973,58.85494176,77.44071278,179.5508245,359.101649,22.44385306,214.9754187,403.8191288,35,1,762.9207778,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_144,50,132.4412538,88.60506423,116.5856107,56.25436485,112.5087297,7.031795606,323.6416555,393.8862936,35,1,506.3950233,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_145,50,126.5803895,84.68406346,111.4263992,184.9347868,369.8695736,23.11684835,309.3196842,507.625639,35,1,877.4952126,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_146,50,120.8740451,80.86643868,106.4032087,170.1002371,340.2004742,21.26252964,295.3753074,478.2439296,35,1,818.4444038,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_147,50,128.158375,85.73975799,112.8154709,92.69543135,185.3908627,11.58692892,313.1757474,419.4090353,35,1,604.799898,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_148,50,141.0850325,94.38787393,124.1945708,219.4083318,438.8166636,27.42604148,344.7641288,579.0758091,35,1,1017.892473,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
135_149,50,118.4579933,79.250066,104.2764025,80.98313216,161.9662643,10.12289152,289.4712935,382.967594,35,1,544.9338583,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
