Location,TSUM_0,TSUM_1,TSUM_2,TSUM_3,TSUM_4,TSUM_5,TSUM_6,BeginSensitivePhaseHeatStress,EndSensitivePhaseHeatStress,CriticalTemperatureHeatStress,HeatSumIrrigationStart,HeatSumIrrigationEnd,OrganGrowthRespiration_0,OrganGrowthRespiration_1,OrganGrowthRespiration_2,OrganGrowthRespiration_3,OrganMaintenanceRespiration_0,OrganMaintenanceRespiration_1,OrganMaintenanceRespiration_2,OrganMaintenanceRespiration_3,MaxAssimilationRate,MinimumTemperatureForAssimilation,OptimumTemperatureForAssimilation,MaximumTemperatureForAssimilation
89_160,75.5474088,315.5215305,211.088348,277.7478261,299.0557581,598.1115162,37.38196976,771.0279655,1103.413463,35,1,1701.524979,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_161,79.44191556,331.7868234,221.9700581,292.0658656,239.3646898,478.7293796,29.92058623,810.7748432,1085.187437,35,1,1563.916816,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_162,82.01091684,342.5161817,229.1481499,301.5107233,256.5182957,513.0365914,32.06478696,836.9937681,1129.693351,35,1,1642.729942,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_163,82.38448162,344.076364,230.1919338,302.8841232,279.8370942,559.6741884,34.97963678,840.8063262,1156.989515,35,1,1716.663704,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_164,87.22908622,364.3097126,243.728329,320.6951695,279.9219933,559.8439866,34.99024916,890.2497908,1208.655204,35,1,1768.499191,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_165,99.81236304,416.8633981,278.8874848,366.9572166,290.0326225,580.065245,36.25407781,1018.673234,1352.740722,35,1,1932.805967,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_70,64.65682636,270.0373333,180.6587795,237.7089201,214.817839,429.635678,26.85222988,659.8799625,903.2228719,35,1,1332.85855,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_71,62.58971722,261.4041128,174.8830333,230.1092542,274.1652337,548.3304674,34.27065421,638.7832898,940.561634,35,1,1488.892101,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_72,62.77848987,262.1925162,175.4104863,230.8032713,646.5748142,1293.149628,80.82185178,640.7098812,1314.981088,35,1,2608.130716,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_73,66.96228838,279.6660276,187.1005116,246.1848834,305.9775817,611.9551634,38.24719771,683.4092366,1018.929004,35,1,1630.884168,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_74,68.84207969,287.5169207,192.3528696,253.0958809,215.043674,430.087348,26.88045925,702.5941655,948.0093452,35,1,1378.096693,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_75,67.81787494,283.2393597,189.4911211,249.3304222,241.162395,482.32479,30.14529938,692.1412523,963.223298,35,1,1445.548088,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_76,65.98795624,275.5967581,184.3781129,242.60278,309.2495952,618.4991904,38.6561994,673.4653174,1011.827246,35,1,1630.326437,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_77,66.37501265,277.2132878,185.4595941,244.0257815,295.2627673,590.5255346,36.90784591,677.4155696,1001.961431,35,1,1592.486965,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_78,68.63701903,286.6604909,191.779906,252.3419814,241.3043493,482.6086986,30.16304366,700.5013405,972.0867276,35,1,1454.695426,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_79,70.86554767,295.9678752,198.0066772,260.5351014,221.4000419,442.8000838,27.67500524,723.2454416,975.9096957,35,1,1418.709779,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_80,81.07978319,338.6273294,226.5464529,298.0874378,255.7172919,511.4345838,31.96466149,827.4907276,1118.978512,35,1,1630.413096,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_81,80.02667215,334.2290421,223.6039368,294.215706,251.6113935,503.222787,31.45142419,816.7428002,1103.660078,35,1,1606.882865,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_82,79.18826485,330.7274587,221.2613282,291.1333263,237.3905293,474.7810586,29.67381616,808.186114,1080.512642,35,1,1555.293701,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_83,79.13299871,330.4966413,221.1069081,290.9301419,189.3363516,378.6727032,23.66704395,807.6220743,1031.870043,35,1,1410.542746,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_84,77.71470629,324.5731847,217.1440322,285.7158316,223.2068499,446.4136998,27.90085624,793.1471486,1050.639898,35,1,1497.053598,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_85,77.53933141,323.8407367,216.6540141,285.071071,230.0144876,460.0289752,28.75181095,791.3572933,1055.580309,35,1,1515.609285,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_86,79.94230866,333.8767005,223.3682153,293.9055462,188.0002437,376.0004874,23.50003046,815.8817964,1039.150706,35,1,1415.151193,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_87,80.7775836,337.3652017,225.7020717,296.9764099,243.8309543,487.6619086,30.47886929,824.4065141,1103.874638,35,1,1591.536546,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_88,79.40207033,331.620411,221.8587258,291.9193758,256.5568511,513.1137022,32.06960639,810.3681876,1101.955364,35,1,1615.069066,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_89,82.71412821,345.4531233,231.1130052,304.0960592,209.6913215,419.382643,26.21141519,844.1706606,1090.353509,35,1,1509.736152,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_90,87.30158518,364.6125024,243.9308997,320.9617098,203.9502621,407.9005242,25.49378276,890.9897067,1133.455374,35,1,1541.355898,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_91,83.89383411,350.3801303,234.4092423,308.4332132,207.1424201,414.2848402,25.89280251,856.2106002,1100.365006,35,1,1514.649846,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_92,75.80787121,316.6093441,211.8161106,278.7054085,210.1351126,420.2702252,26.26688908,773.6862142,1017.265976,35,1,1437.536201,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_93,83.90861044,350.4418432,234.4505291,308.487538,195.7384374,391.4768748,24.46730468,856.3614057,1089.118348,35,1,1480.595222,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_94,79.66677211,332.7259302,222.5983337,292.8925441,202.2929934,404.5859868,25.28662418,813.0697028,1050.509801,35,1,1455.095788,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_95,77.72551822,324.6183404,217.174242,285.7555813,166.4760666,332.9521332,20.80950833,793.2574939,994.0242303,35,1,1326.976363,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_96,73.10982992,305.341054,204.2774659,268.786139,195.860284,391.720568,24.4825355,746.1503222,974.2649429,35,1,1365.985511,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_97,78.30773225,327.0499402,218.8010165,287.8960741,188.3119224,376.6238448,23.5389903,799.1995019,1022.058953,35,1,1398.682798,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_98,72.38782792,302.3256339,202.2601073,266.1317199,167.108347,334.216694,20.88854338,738.7816548,937.8258082,35,1,1272.042502,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
89_99,63.65542687,265.8550178,177.8607515,234.0273044,218.2628249,436.5256498,27.28285311,649.6597971,896.0058985,35,1,1332.531548,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_100,68.29796777,285.2444533,190.8325569,251.0954694,208.5971056,417.1942112,26.0746382,697.0410233,935.7695852,35,1,1352.963796,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_101,69.16496947,288.8654604,193.2550617,254.2829757,237.3700256,474.7400512,29.6712532,705.8895407,973.7735233,35,1,1448.513575,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_102,88.77203936,370.753811,248.0395216,326.3677913,219.0127544,438.0255088,27.3765943,905.996989,1164.173878,35,1,1602.199387,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_103,78.40021656,327.4361982,219.0594285,288.2360899,261.8780236,523.7560472,32.73475295,800.1433859,1096.60974,35,1,1620.365787,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_104,69.3420602,289.6050746,193.749874,254.9340445,507.2596751,1014.51935,63.40745939,707.6969078,1245.548668,35,1,2260.068018,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_105,55.46707419,231.6566037,154.9815308,203.9230666,188.4521591,376.9043182,23.55651989,566.0904331,779.0133602,35,1,1155.917678,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_106,62.95120585,262.9138594,175.8930751,231.4382565,257.0970138,514.1940276,32.13712673,642.4726002,927.3422048,35,1,1441.536232,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_107,50,186.7931163,124.9672258,164.4305601,231.5539861,463.1079722,28.94424826,456.459235,707.7448883,35,1,1170.85286,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_108,50,189.4567007,126.7492013,166.7752647,186.2141604,372.4283208,23.27677005,462.9681349,669.195327,35,1,1041.623648,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_109,62.84388726,262.4656465,175.5932143,231.0437029,203.6479335,407.295867,25.45599169,641.3773194,872.7504972,35,1,1280.046364,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_110,66.36883926,277.1875048,185.4423449,244.0030852,191.517477,383.034954,23.93968463,677.3525646,898.1504119,35,1,1281.185366,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_111,56.9955367,238.0401824,159.2522348,209.5424141,193.0470291,386.0940582,24.13087864,581.6897416,799.8818604,35,1,1185.975919,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_112,57.0933654,238.4487611,159.5255797,209.9020784,184.5137448,369.0274896,23.0642181,582.6881698,792.390164,35,1,1161.417654,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_113,64.59374297,269.7738674,180.4825171,237.4769959,202.8951242,405.7902484,25.36189053,659.2361409,890.6285046,35,1,1296.418753,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_114,64.05612413,267.5285181,178.9803467,235.500456,211.1233787,422.2467574,26.39042234,653.7492662,893.1326996,35,1,1315.379457,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_115,68.07194197,284.3004632,190.2010143,250.2644922,212.4491948,424.8983896,26.55614935,694.7342306,937.2151645,35,1,1362.113554,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_116,60.62131729,253.1831484,169.3830924,222.8724898,195.2853479,390.5706958,24.41066849,618.6940317,840.7240784,35,1,1231.294774,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_117,62.83611522,262.4331868,175.5714983,231.0151292,176.4409688,352.8819376,22.0551211,641.2979988,845.4607831,35,1,1198.342721,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_118,63.11628078,263.60329,176.3543139,232.0451496,182.3932738,364.7865476,22.79915923,644.1573355,854.3960273,35,1,1219.182575,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_119,69.65481832,290.9112997,194.623757,256.0838905,172.2422457,344.4844914,21.53028071,710.8888804,913.8611929,35,1,1258.345684,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_120,69.10276568,288.6056681,193.081257,254.0542853,179.0285847,358.0571694,22.37857309,705.2546961,914.769795,35,1,1272.826964,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_121,67.4373324,281.650035,188.4278405,247.9313688,347.9520705,695.904141,43.49400881,688.25748,1065.961315,35,1,1761.865456,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_122,67.64534847,282.518808,189.0090618,248.6961338,261.8397507,523.6795014,32.72996884,690.3804675,982.0637543,35,1,1505.743256,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_123,70.97692305,296.4330312,198.3178731,260.9445697,278.4990396,556.9980792,34.81237995,724.3821256,1034.194514,35,1,1591.192593,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_124,80.07672972,334.4381061,223.7438035,294.3997412,213.223014,426.446028,26.65287675,817.2536819,1065.804665,35,1,1492.250693,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_125,74.66451648,311.8341567,208.621443,274.5018985,233.9386837,467.8773674,29.24233546,762.0172704,1028.896182,35,1,1496.773549,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_126,69.32907502,289.5508424,193.7135919,254.8863049,271.535355,543.07071,33.94191938,707.5643826,1009.686094,35,1,1552.756804,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_127,80.57306223,336.5110242,225.1306149,296.2244931,272.8234768,545.6469536,34.1029346,822.3191931,1130.689609,35,1,1676.336563,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_128,85.68375179,357.8556688,239.4104828,315.0137929,221.5761055,443.152211,27.69701319,874.4782894,1133.85605,35,1,1577.008261,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_129,97.41289237,406.8420794,272.1830815,358.1356332,214.2463438,428.4926876,26.78079298,994.1845181,1251.407138,35,1,1679.899826,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_130,78.57198717,328.1535931,219.5393758,288.8675995,245.112406,490.224812,30.63905075,801.8964565,1081.672974,35,1,1571.897786,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_131,81.70316407,341.2308613,228.2882524,300.3792793,260.5654779,521.1309558,32.57068474,833.8528795,1130.463871,35,1,1651.594827,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_132,81.03307399,338.4322498,226.4159419,297.9157128,274.7841014,549.5682028,34.34801268,827.014019,1137.548006,35,1,1687.116209,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_133,91.8486763,383.6032947,256.6360072,337.6789565,249.5311869,499.0623738,31.19139836,937.3967837,1227.449445,35,1,1726.511819,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_134,85.4256132,356.7775606,238.6892133,314.064754,266.4789337,532.9578674,33.30986671,871.8437574,1176.010462,35,1,1708.968329,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_135,88.26328294,368.6290048,246.6179964,324.4973633,209.7338838,419.4677676,26.21673548,900.8046809,1149.478248,35,1,1568.946016,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_136,96.69586644,403.8474417,270.1796267,355.4995085,239.8422422,479.6844844,29.98028028,986.8666359,1269.368819,35,1,1749.053303,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_137,85.08844286,355.3693786,237.7471197,312.8251572,231.9863491,463.9726982,28.99829364,868.4026366,1137.928005,35,1,1601.900703,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_138,89.16309589,372.3870471,249.1321796,327.8054992,276.6496628,553.2993256,34.58120785,909.9880659,1225.974389,35,1,1779.273714,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_139,92.51875654,386.4018651,258.5082902,340.1424868,275.9381133,551.8762266,34.49226416,944.2355437,1260.990755,35,1,1812.866982,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_140,95.61164225,399.3192113,267.1501768,351.5133902,246.5740879,493.1481758,30.82176099,975.8011714,1264.556866,35,1,1757.705042,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_141,95.44532884,398.6246082,266.6854775,350.9019438,215.191357,430.382714,26.89891963,974.1037962,1231.403386,35,1,1661.7861,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_142,91.60744252,382.5957889,255.9619716,336.7920676,274.3147261,548.6294522,34.28934076,934.9347801,1249.664554,35,1,1798.294006,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_143,90.69106722,378.7685744,253.4015112,333.4230408,259.4764324,518.9528648,32.43455405,925.5823615,1225.069559,35,1,1744.022424,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_144,91.39326824,381.7012963,255.3635435,336.0046622,305.5845812,611.1691624,38.19807265,932.7489425,1278.654083,35,1,1889.823246,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_145,79.35268272,331.4141451,221.720731,291.7378037,266.1846109,532.3692218,33.27307636,809.8641434,1111.057291,35,1,1643.426513,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_146,81.41704294,340.0358848,227.4887963,299.3273633,314.4975287,628.9950574,39.31219109,830.9327609,1181.349573,35,1,1810.344631,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_147,91.47330816,382.0355807,255.5871845,336.2989266,218.0566652,436.1133304,27.25708315,933.5658206,1191.978357,35,1,1628.091687,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_148,91.03286215,380.1960709,254.3565265,334.6796398,198.2731456,396.5462912,24.7841432,929.0706804,1167.505383,35,1,1564.051674,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_149,80.34968333,335.5780888,224.506468,295.4032471,219.2535985,438.507197,27.40669981,820.0394143,1074.741402,35,1,1513.248599,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_150,80.92531504,337.9821977,226.1148507,297.5195402,212.3589897,424.7179794,26.54487371,825.9142438,1073.975578,35,1,1498.693558,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_151,77.49711948,323.6644398,216.536069,284.9158801,236.1565701,472.3131402,29.51957126,790.9264833,1061.272959,35,1,1533.586099,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_152,76.54727845,319.6974567,213.8821015,281.4238175,228.0458385,456.091677,28.50572981,781.2325175,1043.049214,35,1,1499.140891,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_153,73.28325027,306.065339,204.7620227,269.4237139,208.6701935,417.340387,26.08377419,747.9202299,988.9212691,35,1,1406.261656,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_154,65.75409009,274.620023,183.7246634,241.742978,146.5878193,293.1756386,18.32347741,671.078507,846.6754837,35,1,1139.851122,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_155,58.37809592,243.8144003,163.1152679,214.6253523,174.5429324,349.0858648,21.81786655,595.7999783,796.097953,35,1,1145.183818,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_156,58.47853955,244.2339002,163.3959193,214.9946304,152.9372736,305.8745472,19.1171592,596.8250942,775.5617235,35,1,1081.436271,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_157,64.12075157,267.7984327,179.1609234,235.7380569,226.0607291,452.1214582,28.25759114,654.4088462,908.7581421,35,1,1360.8796,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_158,74.89559118,312.7992334,209.2670929,275.3514378,271.6055903,543.2111806,33.95069879,764.3755916,1069.023354,35,1,1612.234535,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_159,76.58452277,319.8530065,213.9861665,281.5607451,228.8780683,457.7561366,28.60975854,781.6126287,1044.277986,35,1,1502.034123,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_160,78.41342575,327.491366,219.0963366,288.2846531,279.8699123,559.7398246,34.98373904,800.2781973,1114.742268,35,1,1674.482093,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_161,77.09320666,321.9775098,215.4074891,283.4309065,289.4290213,578.8580426,36.17862766,786.8041966,1110.244927,35,1,1689.102969,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_162,81.48293525,340.3110821,227.6729072,299.5696145,227.3769841,454.7539682,28.42212301,831.60525,1094.930588,35,1,1549.684556,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_163,81.59282741,340.7700435,227.9799588,299.9736298,290.3591126,580.7182252,36.29488908,832.7267966,1159.082745,35,1,1739.80097,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_164,83.83243981,350.1237188,234.2376994,308.2074989,253.7418369,507.4836738,31.71772961,855.5840172,1146.310754,35,1,1653.794428,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_69,59.75368705,249.5595162,166.9588314,219.6826727,214.4602318,428.9204636,26.80752898,609.8390995,850.6612521,35,1,1279.581716,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_70,61.11191258,255.2321052,170.7538733,224.6761489,239.7795867,479.5591734,29.97244834,623.7009896,890.4417141,35,1,1370.000888,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_71,64.34021465,268.7150138,179.7741291,236.5449065,310.2247199,620.4494398,38.77808999,656.6486606,995.2587693,35,1,1615.708209,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_72,64.58615501,269.7421765,180.4613154,237.449099,299.2377585,598.475517,37.40471981,659.158699,986.8903494,35,1,1585.365866,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_73,66.9125153,279.4581518,186.9614397,246.0018942,273.6861805,547.372361,34.21077256,682.9012584,986.1076662,35,1,1533.480027,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_74,78.26323533,326.8641001,218.6766868,287.7324824,239.3893717,478.7787434,29.92367146,798.7453715,1072.662641,35,1,1551.441384,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_75,67.92808532,283.6996501,189.7990618,249.7356074,259.0396262,518.0792524,32.37995328,693.2660465,982.2739456,35,1,1500.353198,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_76,65.16694081,272.1678113,182.0840992,239.5843409,265.528869,531.057738,33.19110863,665.0861305,959.3651204,35,1,1490.422858,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_77,69.22252252,289.105829,193.4158717,254.4945677,307.1092117,614.2184234,38.38865146,706.4769203,1044.12548,35,1,1658.343903,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_78,69.41107764,289.8933239,193.9427168,255.1877851,228.6849577,457.3699154,28.58561971,708.4012916,967.7087835,35,1,1425.078699,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_79,77.21854041,322.5009625,215.7576863,283.8916923,250.3964489,500.7928978,31.29955611,788.0833381,1072.54679,35,1,1573.339688,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_80,81.14842112,338.9139937,226.7382354,298.3397831,234.142994,468.285988,29.26787425,828.1912383,1098.135006,35,1,1566.420994,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_81,76.28356909,318.5960823,213.1452665,280.4542978,219.3382337,438.6764674,27.41727921,778.5411308,1031.53388,35,1,1470.210348,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_82,76.33351531,318.8046812,213.2848221,280.6379235,173.0017645,346.003529,21.62522056,779.050876,985.7291913,35,1,1331.73272,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_83,75.2917928,314.4539578,210.3741269,276.8080614,174.6926964,349.3853928,21.83658705,768.4191787,976.3288425,35,1,1325.714235,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_84,76.14141334,318.002373,212.7480666,279.9316663,227.1025029,454.2050058,28.38781286,777.090306,1037.784609,35,1,1491.989615,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_85,77.20544744,322.4462801,215.721103,283.8435564,217.1737948,434.3475896,27.14672435,787.9497128,1039.184734,35,1,1473.532324,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_86,77.5433155,323.8573761,216.6651461,285.0857184,223.9245796,447.8491592,27.99057245,791.3979544,1049.53282,35,1,1497.381979,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_87,82.92851866,346.3485187,231.7120373,304.8842594,190.7511255,381.502251,23.84389069,846.3587043,1073.695941,35,1,1455.198192,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_88,82.07902978,342.8006534,229.3384655,301.7611385,180.6229078,361.2458156,22.57786348,837.6889208,1054.523165,35,1,1415.768981,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_89,79.44610907,331.8043375,221.9817753,292.081283,231.1502895,462.300579,28.89378619,810.8176418,1077.017685,35,1,1539.318264,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
90_90,78.9378752,329.6817137,220.56171,290.2127761,236.4461943,472.8923886,29.55577429,805.6306667,1076.902394,35,1,1549.794783,0.28,0.28,0.31,0.28,0.015,0.03,0.015,0.01,60,8,28.5,39.5
