row,col,Grid_Code,Location,vScenario,Crop,vSowingDOY_ob,vFloweringDOY_ob,vHarvestDOY_ob
135,122,135122,135_122,Historical,WW,251,173,225
136,122,136122,136_122,Historical,WW,251,173,225
137,144,137144,137_144,Historical,WW,251,173,225
130,123,130123,130_123,Historical,WW,251,173,225
144,134,144134,144_134,Historical,WW,251,173,225
131,120,131120,131_120,Historical,WW,251,173,225
132,120,132120,132_120,Historical,WW,251,173,225
138,111,138111,138_111,Historical,WW,251,173,225
130,143,130143,130_143,Historical,WW,251,173,225
129,148,129148,129_148,Historical,WW,251,173,225
136,120,136120,136_120,Historical,WW,251,173,225
138,127,138127,138_127,Historical,WW,251,173,225
131,138,131138,131_138,Historical,WW,251,173,225
139,143,139143,139_143,Historical,WW,251,173,225
145,133,145133,145_133,Historical,WW,251,173,225
133,125,133125,133_125,Historical,WW,251,173,225
129,115,129115,129_115,Historical,WW,251,173,225
137,138,137138,137_138,Historical,WW,251,173,225
140,128,140128,140_128,Historical,WW,251,173,225
138,129,138129,138_129,Historical,WW,251,173,225
141,129,141129,141_129,Historical,WW,251,173,225
116,142,116142,116_142,Historical,WW,251,173,225
138,125,138125,138_125,Historical,WW,251,173,225
133,115,133115,133_115,Historical,WW,251,173,225
138,119,138119,138_119,Historical,WW,251,173,225
140,130,140130,140_130,Historical,WW,251,173,225
141,130,141130,141_130,Historical,WW,251,173,225
142,130,142130,142_130,Historical,WW,251,173,225
143,130,143130,143_130,Historical,WW,251,173,225
125,142,125142,125_142,Historical,WW,251,173,225
121,149,121149,121_149,Historical,WW,251,173,225
132,124,132124,132_124,Historical,WW,251,173,225
140,144,140144,140_144,Historical,WW,251,173,225
134,124,134124,134_124,Historical,WW,251,173,225
136,124,136124,136_124,Historical,WW,251,173,225
126,137,126137,126_137,Historical,WW,251,173,225
127,149,127149,127_149,Historical,WW,251,173,225
130,142,130142,130_142,Historical,WW,251,173,225
129,149,129149,129_149,Historical,WW,251,173,225
132,114,132114,132_114,Historical,WW,251,173,225
130,137,130137,130_137,Historical,WW,251,173,225
120,148,120148,120_148,Historical,WW,251,173,225
133,114,133114,133_114,Historical,WW,251,173,225
131,137,131137,131_137,Historical,WW,251,173,225
127,123,127123,127_123,Historical,WW,251,173,225
128,123,128123,128_123,Historical,WW,251,173,225
131,116,131116,131_116,Historical,WW,251,173,225
146,134,146134,146_134,Historical,WW,251,173,225
147,134,147134,147_134,Historical,WW,251,173,225
131,143,131143,131_143,Historical,WW,251,173,225
127,138,127138,127_138,Historical,WW,251,173,225
128,138,128138,128_138,Historical,WW,251,173,225
137,120,137120,137_120,Historical,WW,251,173,225
129,119,129119,129_119,Historical,WW,251,173,225
132,125,132125,132_125,Historical,WW,251,173,225
130,119,130119,130_119,Historical,WW,251,173,225
124,150,124150,124_150,Historical,WW,251,173,225
131,119,131119,131_119,Historical,WW,251,173,225
118,139,118139,118_139,Historical,WW,251,173,225
116,131,116131,116_131,Historical,WW,251,173,225
117,131,117131,117_131,Historical,WW,251,173,225
118,131,118131,118_131,Historical,WW,251,173,225
119,131,119131,119_131,Historical,WW,251,173,225
144,128,144128,144_128,Historical,WW,251,173,225
145,128,145128,145_128,Historical,WW,251,173,225
139,141,139141,139_141,Historical,WW,251,173,225
135,146,135146,135_146,Historical,WW,251,173,225
134,122,134122,134_122,Historical,WW,251,173,225
133,113,133113,133_113,Historical,WW,251,173,225
134,113,134113,134_113,Historical,WW,251,173,225
145,131,145131,145_131,Historical,WW,251,173,225
137,122,137122,137_122,Historical,WW,251,173,225
118,145,118145,118_145,Historical,WW,251,173,225
119,145,119145,119_145,Historical,WW,251,173,225
118,140,118140,118_140,Historical,WW,251,173,225
119,140,119140,119_140,Historical,WW,251,173,225
122,140,122140,122_140,Historical,WW,251,173,225
123,140,123140,123_140,Historical,WW,251,173,225
124,145,124145,124_145,Historical,WW,251,173,225
125,151,125151,125_151,Historical,WW,251,173,225
131,149,131149,131_149,Historical,WW,251,173,225
124,143,124143,124_143,Historical,WW,251,173,225
138,121,138121,138_121,Historical,WW,251,173,225
122,148,122148,122_148,Historical,WW,251,173,225
123,148,123148,123_148,Historical,WW,251,173,225
124,148,124148,124_148,Historical,WW,251,173,225
129,123,129123,129_123,Historical,WW,251,173,225
126,148,126148,126_148,Historical,WW,251,173,225
134,140,134140,134_140,Historical,WW,251,173,225
137,140,137140,137_140,Historical,WW,251,173,225
138,140,138140,138_140,Historical,WW,251,173,225
130,148,130148,130_148,Historical,WW,251,173,225
143,126,143126,143_126,Historical,WW,251,173,225
138,143,138143,138_143,Historical,WW,251,173,225
128,119,128119,128_119,Historical,WW,251,173,225
132,138,132138,132_138,Historical,WW,251,173,225
131,125,131125,131_125,Historical,WW,251,173,225
135,138,135138,135_138,Historical,WW,251,173,225
134,125,134125,134_125,Historical,WW,251,173,225
124,144,124144,124_144,Historical,WW,251,173,225
125,144,125144,125_144,Historical,WW,251,173,225
126,144,126144,126_144,Historical,WW,251,173,225
145,127,145127,145_127,Historical,WW,251,173,225
136,119,136119,136_119,Historical,WW,251,173,225
137,119,137119,137_119,Historical,WW,251,173,225
131,144,131144,131_144,Historical,WW,251,173,225
132,144,132144,132_144,Historical,WW,251,173,225
133,144,133144,133_144,Historical,WW,251,173,225
134,144,134144,134_144,Historical,WW,251,173,225
135,144,135144,135_144,Historical,WW,251,173,225
136,144,136144,136_144,Historical,WW,251,173,225
124,117,124117,124_117,Historical,WW,251,173,225
125,117,125117,125_117,Historical,WW,251,173,225
126,117,126117,126_117,Historical,WW,251,173,225
127,117,127117,127_117,Historical,WW,251,173,225
128,117,128117,128_117,Historical,WW,251,173,225
129,117,129117,129_117,Historical,WW,251,173,225
139,139,139139,139_139,Historical,WW,251,173,225
119,143,119143,119_143,Historical,WW,251,173,225
125,145,125145,125_145,Historical,WW,251,173,225
145,136,145136,145_136,Historical,WW,251,173,225
141,142,141142,141_142,Historical,WW,251,173,225
137,117,137117,137_117,Historical,WW,251,173,225
125,143,125143,125_143,Historical,WW,251,173,225
128,116,128116,128_116,Historical,WW,251,173,225
129,116,129116,129_116,Historical,WW,251,173,225
125,148,125148,125_148,Historical,WW,251,173,225
128,143,128143,128_143,Historical,WW,251,173,225
129,143,129143,129_143,Historical,WW,251,173,225
124,138,124138,124_138,Historical,WW,251,173,225
139,126,139126,139_126,Historical,WW,251,173,225
141,126,141126,141_126,Historical,WW,251,173,225
131,148,131148,131_148,Historical,WW,251,173,225
120,150,120150,120_150,Historical,WW,251,173,225
145,126,145126,145_126,Historical,WW,251,173,225
120,144,120144,120_144,Historical,WW,251,173,225
121,144,121144,121_144,Historical,WW,251,173,225
122,144,122144,122_144,Historical,WW,251,173,225
123,144,123144,123_144,Historical,WW,251,173,225
142,143,142143,142_143,Historical,WW,251,173,225
143,143,143143,143_143,Historical,WW,251,173,225
139,129,139129,139_129,Historical,WW,251,173,225
116,132,116132,116_132,Historical,WW,251,173,225
117,142,117142,117_142,Historical,WW,251,173,225
143,129,143129,143_129,Historical,WW,251,173,225
144,129,144129,144_129,Historical,WW,251,173,225
134,115,134115,134_115,Historical,WW,251,173,225
135,115,135115,135_115,Historical,WW,251,173,225
136,115,136115,136_115,Historical,WW,251,173,225
130,124,130124,130_124,Historical,WW,251,173,225
129,124,129124,129_124,Historical,WW,251,173,225
137,115,137115,137_115,Historical,WW,251,173,225
126,142,126142,126_142,Historical,WW,251,173,225
133,124,133124,133_124,Historical,WW,251,173,225
123,149,123149,123_149,Historical,WW,251,173,225
125,149,125149,125_149,Historical,WW,251,173,225
126,149,126149,126_149,Historical,WW,251,173,225
129,142,129142,129_142,Historical,WW,251,173,225
123,145,123145,123_145,Historical,WW,251,173,225
131,142,131142,131_142,Historical,WW,251,173,225
144,144,144144,144_144,Historical,WW,251,173,225
119,148,119148,119_148,Historical,WW,251,173,225
127,151,127151,127_151,Historical,WW,251,173,225
128,151,128151,128_151,Historical,WW,251,173,225
142,142,142142,142_142,Historical,WW,251,173,225
134,114,134114,134_114,Historical,WW,251,173,225
135,114,135114,135_114,Historical,WW,251,173,225
136,114,136114,136_114,Historical,WW,251,173,225
137,114,137114,137_114,Historical,WW,251,173,225
138,137,138137,138_137,Historical,WW,251,173,225
139,137,139137,139_137,Historical,WW,251,173,225
144,137,144137,144_137,Historical,WW,251,173,225
142,126,142126,142_126,Historical,WW,251,173,225
114,147,114147,114_147,Historical,WW,251,173,225
138,120,138120,138_120,Historical,WW,251,173,225
119,147,119147,119_147,Historical,WW,251,173,225
138,116,138116,138_116,Historical,WW,251,173,225
140,143,140143,140_143,Historical,WW,251,173,225
141,143,141143,141_143,Historical,WW,251,173,225
139,128,139128,139_128,Historical,WW,251,173,225
130,141,130141,130_141,Historical,WW,251,173,225
131,141,131141,131_141,Historical,WW,251,173,225
132,141,132141,132_141,Historical,WW,251,173,225
133,141,133141,133_141,Historical,WW,251,173,225
135,141,135141,135_141,Historical,WW,251,173,225
138,141,138141,138_141,Historical,WW,251,173,225
131,122,131122,131_122,Historical,WW,251,173,225
140,141,140141,140_141,Historical,WW,251,173,225
141,141,141141,141_141,Historical,WW,251,173,225
130,118,130118,130_118,Historical,WW,251,173,225
115,145,115145,115_145,Historical,WW,251,173,225
116,145,116145,116_145,Historical,WW,251,173,225
133,118,133118,133_118,Historical,WW,251,173,225
134,118,134118,134_118,Historical,WW,251,173,225
135,118,135118,135_118,Historical,WW,251,173,225
120,145,120145,120_145,Historical,WW,251,173,225
131,121,131121,131_121,Historical,WW,251,173,225
122,145,122145,122_145,Historical,WW,251,173,225
130,117,130117,130_117,Historical,WW,251,173,225
143,144,143144,143_144,Historical,WW,251,173,225
117,143,117143,117_143,Historical,WW,251,173,225
126,151,126151,126_151,Historical,WW,251,173,225
137,121,137121,137_121,Historical,WW,251,173,225
127,140,127140,127_140,Historical,WW,251,173,225
121,148,121148,121_148,Historical,WW,251,173,225
130,140,130140,130_140,Historical,WW,251,173,225
131,140,131140,131_140,Historical,WW,251,173,225
132,140,132140,132_140,Historical,WW,251,173,225
133,140,133140,133_140,Historical,WW,251,173,225
129,120,129120,129_120,Historical,WW,251,173,225
135,145,135145,135_145,Historical,WW,251,173,225
136,145,136145,136_145,Historical,WW,251,173,225
139,140,139140,139_140,Historical,WW,251,173,225
140,140,140140,140_140,Historical,WW,251,173,225
144,126,144126,144_126,Historical,WW,251,173,225
137,127,137127,137_127,Historical,WW,251,173,225
121,150,121150,121_150,Historical,WW,251,173,225
144,133,144133,144_133,Historical,WW,251,173,225
143,145,143145,143_145,Historical,WW,251,173,225
144,145,144145,144_145,Historical,WW,251,173,225
136,112,136112,136_112,Historical,WW,251,173,225
125,150,125150,125_150,Historical,WW,251,173,225
126,150,126150,126_150,Historical,WW,251,173,225
127,150,127150,127_150,Historical,WW,251,173,225
123,139,123139,123_139,Historical,WW,251,173,225
124,139,124139,124_139,Historical,WW,251,173,225
125,139,125139,125_139,Historical,WW,251,173,225
126,139,126139,126_139,Historical,WW,251,173,225
129,118,129118,129_118,Historical,WW,251,173,225
140,125,140125,140_125,Historical,WW,251,173,225
131,118,131118,131_118,Historical,WW,251,173,225
132,118,132118,132_118,Historical,WW,251,173,225
128,124,128124,128_124,Historical,WW,251,173,225
131,139,131139,131_139,Historical,WW,251,173,225
122,149,122149,122_149,Historical,WW,251,173,225
136,118,136118,136_118,Historical,WW,251,173,225
137,118,137118,137_118,Historical,WW,251,173,225
139,118,139118,139_118,Historical,WW,251,173,225
121,145,121145,121_145,Historical,WW,251,173,225
141,144,141144,141_144,Historical,WW,251,173,225
113,147,113147,113_147,Historical,WW,251,173,225
136,121,136121,136_121,Historical,WW,251,173,225
126,116,126116,126_116,Historical,WW,251,173,225
122,143,122143,122_143,Historical,WW,251,173,225
123,143,123143,123_143,Historical,WW,251,173,225
146,135,146135,146_135,Historical,WW,251,173,225
126,143,126143,126_143,Historical,WW,251,173,225
130,116,130116,130_116,Historical,WW,251,173,225
136,126,136126,136_126,Historical,WW,251,173,225
123,138,123138,123_138,Historical,WW,251,173,225
138,126,138126,138_126,Historical,WW,251,173,225
116,146,116146,116_146,Historical,WW,251,173,225
126,138,126138,126_138,Historical,WW,251,173,225
118,142,118142,118_142,Historical,WW,251,173,225
141,140,141140,141_140,Historical,WW,251,173,225
118,147,118147,118_147,Historical,WW,251,173,225
137,123,137123,137_123,Historical,WW,251,173,225
120,147,120147,120_147,Historical,WW,251,173,225
121,147,121147,121_147,Historical,WW,251,173,225
133,138,133138,133_138,Historical,WW,251,173,225
134,138,134138,134_138,Historical,WW,251,173,225
136,138,136138,136_138,Historical,WW,251,173,225
125,147,125147,125_147,Historical,WW,251,173,225
126,147,126147,126_147,Historical,WW,251,173,225
127,147,127147,127_147,Historical,WW,251,173,225
128,147,128147,128_147,Historical,WW,251,173,225
118,146,118146,118_146,Historical,WW,251,173,225
131,147,131147,131_147,Historical,WW,251,173,225
139,125,139125,139_125,Historical,WW,251,173,225
127,139,127139,127_139,Historical,WW,251,173,225
124,142,124142,124_142,Historical,WW,251,173,225
142,125,142125,142_125,Historical,WW,251,173,225
130,139,130139,130_139,Historical,WW,251,173,225
123,142,123142,123_142,Historical,WW,251,173,225
132,139,132139,132_139,Historical,WW,251,173,225
133,139,133139,133_139,Historical,WW,251,173,225
124,149,124149,124_149,Historical,WW,251,173,225
128,142,128142,128_142,Historical,WW,251,173,225
137,139,137139,137_139,Historical,WW,251,173,225
130,122,130122,130_122,Historical,WW,251,173,225
145,137,145137,145_137,Historical,WW,251,173,225
118,143,118143,118_143,Historical,WW,251,173,225
137,142,137142,137_142,Historical,WW,251,173,225
138,142,138142,138_142,Historical,WW,251,173,225
139,142,139142,139_142,Historical,WW,251,173,225
140,142,140142,140_142,Historical,WW,251,173,225
143,142,143142,143_142,Historical,WW,251,173,225
143,134,143134,143_134,Historical,WW,251,173,225
113,146,113146,113_146,Historical,WW,251,173,225
114,146,114146,114_146,Historical,WW,251,173,225
115,146,115146,115_146,Historical,WW,251,173,225
130,120,130120,130_120,Historical,WW,251,173,225
137,137,137137,137_137,Historical,WW,251,173,225
132,146,132146,132_146,Historical,WW,251,173,225
116,144,116144,116_144,Historical,WW,251,173,225
136,123,136123,136_123,Historical,WW,251,173,225
118,144,118144,118_144,Historical,WW,251,173,225
138,123,138123,138_123,Historical,WW,251,173,225
139,123,139123,139_123,Historical,WW,251,173,225
138,128,138128,138_128,Historical,WW,251,173,225
129,141,129141,129_141,Historical,WW,251,173,225
126,122,126122,126_122,Historical,WW,251,173,225
127,122,127122,127_122,Historical,WW,251,173,225
129,146,129146,129_146,Historical,WW,251,173,225
129,122,129122,129_122,Historical,WW,251,173,225
139,112,139112,139_112,Historical,WW,251,173,225
114,144,114144,114_144,Historical,WW,251,173,225
129,144,129144,129_144,Historical,WW,251,173,225
130,144,130144,130_144,Historical,WW,251,173,225
144,132,144132,144_132,Historical,WW,251,173,225
128,139,128139,128_139,Historical,WW,251,173,225
129,139,129139,129_139,Historical,WW,251,173,225
127,124,127124,127_124,Historical,WW,251,173,225
122,142,122142,122_142,Historical,WW,251,173,225
126,120,126120,126_120,Historical,WW,251,173,225
127,120,127120,127_120,Historical,WW,251,173,225
140,122,140122,140_122,Historical,WW,251,173,225
136,139,136139,136_139,Historical,WW,251,173,225
127,142,127142,127_142,Historical,WW,251,173,225
127,144,127144,127_144,Historical,WW,251,173,225
115,144,115144,115_144,Historical,WW,251,173,225
142,144,142144,142_144,Historical,WW,251,173,225
133,117,133117,133_117,Historical,WW,251,173,225
126,140,126140,126_140,Historical,WW,251,173,225
127,145,127145,127_145,Historical,WW,251,173,225
128,140,128140,128_140,Historical,WW,251,173,225
129,140,129140,129_140,Historical,WW,251,173,225
118,130,118130,118_130,Historical,WW,251,173,225
123,147,123147,123_147,Historical,WW,251,173,225
128,120,128120,128_120,Historical,WW,251,173,225
133,145,133145,133_145,Historical,WW,251,173,225
137,126,137126,137_126,Historical,WW,251,173,225
128,146,128146,128_146,Historical,WW,251,173,225
128,144,128144,128_144,Historical,WW,251,173,225
133,123,133123,133_123,Historical,WW,251,173,225
124,119,124119,124_119,Historical,WW,251,173,225
135,123,135123,135_123,Historical,WW,251,173,225
125,152,125152,125_152,Historical,WW,251,173,225
126,152,126152,126_152,Historical,WW,251,173,225
117,130,117130,117_130,Historical,WW,251,173,225
138,117,138117,138_117,Historical,WW,251,173,225
139,117,139117,139_117,Historical,WW,251,173,225
119,130,119130,119_130,Historical,WW,251,173,225
132,119,132119,132_119,Historical,WW,251,173,225
127,146,127146,127_146,Historical,WW,251,173,225
136,137,136137,136_137,Historical,WW,251,173,225
131,123,131123,131_123,Historical,WW,251,173,225
129,147,129147,129_147,Historical,WW,251,173,225
144,138,144138,144_138,Historical,WW,251,173,225
143,132,143132,143_132,Historical,WW,251,173,225
145,132,145132,145_132,Historical,WW,251,173,225
141,125,141125,141_125,Historical,WW,251,173,225
121,142,121142,121_142,Historical,WW,251,173,225
126,141,126141,126_141,Historical,WW,251,173,225
122,147,122147,122_147,Historical,WW,251,173,225
127,143,127143,127_143,Historical,WW,251,173,225
134,139,134139,134_139,Historical,WW,251,173,225
131,145,131145,131_145,Historical,WW,251,173,225
125,146,125146,125_146,Historical,WW,251,173,225
138,112,138112,138_112,Historical,WW,251,173,225
140,126,140126,140_126,Historical,WW,251,173,225
118,141,118141,118_141,Historical,WW,251,173,225
134,123,134123,134_123,Historical,WW,251,173,225
134,117,134117,134_117,Historical,WW,251,173,225
135,117,135117,135_117,Historical,WW,251,173,225
136,117,136117,136_117,Historical,WW,251,173,225
121,143,121143,121_143,Historical,WW,251,173,225
128,145,128145,128_145,Historical,WW,251,173,225
140,123,140123,140_123,Historical,WW,251,173,225
133,137,133137,133_137,Historical,WW,251,173,225
126,146,126146,126_146,Historical,WW,251,173,225
127,116,127116,127_116,Historical,WW,251,173,225
137,112,137112,137_112,Historical,WW,251,173,225
117,132,117132,117_132,Historical,WW,251,173,225
131,146,131146,131_146,Historical,WW,251,173,225
118,132,118132,118_132,Historical,WW,251,173,225
117,144,117144,117_144,Historical,WW,251,173,225
124,141,124141,124_141,Historical,WW,251,173,225
125,141,125141,125_141,Historical,WW,251,173,225
119,144,119144,119_144,Historical,WW,251,173,225
126,119,126119,126_119,Historical,WW,251,173,225
129,145,129145,129_145,Historical,WW,251,173,225
124,147,124147,124_147,Historical,WW,251,173,225
130,145,130145,130_145,Historical,WW,251,173,225
128,141,128141,128_141,Historical,WW,251,173,225
132,145,132145,132_145,Historical,WW,251,173,225
134,145,134145,134_145,Historical,WW,251,173,225
132,123,132123,132_123,Historical,WW,251,173,225
117,141,117141,117_141,Historical,WW,251,173,225
119,141,119141,119_141,Historical,WW,251,173,225
119,142,119142,119_142,Historical,WW,251,173,225
120,142,120142,120_142,Historical,WW,251,173,225
130,147,130147,130_147,Historical,WW,251,173,225
121,146,121146,121_146,Historical,WW,251,173,225
127,141,127141,127_141,Historical,WW,251,173,225
132,137,132137,132_137,Historical,WW,251,173,225
124,146,124146,124_146,Historical,WW,251,173,225
120,143,120143,120_143,Historical,WW,251,173,225
119,146,119146,119_146,Historical,WW,251,173,225
122,141,122141,122_141,Historical,WW,251,173,225
130,146,130146,130_146,Historical,WW,251,173,225
123,146,123146,123_146,Historical,WW,251,173,225
127,119,127119,127_119,Historical,WW,251,173,225
144,135,144135,144_135,Historical,WW,251,173,225
126,145,126145,126_145,Historical,WW,251,173,225
123,141,123141,123_141,Historical,WW,251,173,225
125,119,125119,125_119,Historical,WW,251,173,225
116,130,116130,116_130,Historical,WW,251,173,225
145,135,145135,145_135,Historical,WW,251,173,225
122,146,122146,122_146,Historical,WW,251,173,225
120,146,120146,120_146,Historical,WW,251,173,225
121,65,121065,121_65,Historical,WW,271,176,225
122,65,122065,122_65,Historical,WW,271,176,225
106,112,106112,106_112,Historical,WW,271,176,225
116,81,116081,116_81,Historical,WW,271,176,225
131,78,131078,131_78,Historical,WW,271,176,225
116,72,116072,116_72,Historical,WW,271,176,225
110,101,110101,110_101,Historical,WW,271,176,225
124,72,124072,124_72,Historical,WW,271,176,225
114,72,114072,114_72,Historical,WW,271,176,225
126,72,126072,126_72,Historical,WW,271,176,225
133,79,133079,133_79,Historical,WW,271,176,225
109,70,109070,109_70,Historical,WW,271,176,225
132,78,132078,132_78,Historical,WW,271,176,225
121,77,121077,121_77,Historical,WW,271,176,225
124,69,124069,124_69,Historical,WW,271,176,225
115,72,115072,115_72,Historical,WW,271,176,225
115,75,115075,115_75,Historical,WW,271,176,225
105,112,105112,105_112,Historical,WW,271,176,225
110,72,110072,110_72,Historical,WW,271,176,225
120,65,120065,120_65,Historical,WW,271,176,225
132,72,132072,132_72,Historical,WW,271,176,225
127,72,127072,127_72,Historical,WW,271,176,225
128,72,128072,128_72,Historical,WW,271,176,225
116,77,116077,116_77,Historical,WW,271,176,225
134,72,134072,134_72,Historical,WW,271,176,225
111,101,111101,111_101,Historical,WW,271,176,225
123,106,123106,123_106,Historical,WW,271,176,225
112,107,112107,112_107,Historical,WW,271,176,225
113,107,113107,113_107,Historical,WW,271,176,225
109,72,109072,109_72,Historical,WW,271,176,225
111,107,111107,111_107,Historical,WW,271,176,225
110,107,110107,110_107,Historical,WW,271,176,225
113,74,113074,113_74,Historical,WW,271,176,225
113,72,113072,113_72,Historical,WW,271,176,225
131,79,131079,131_79,Historical,WW,271,176,225
120,82,120082,120_82,Historical,WW,271,176,225
135,103,135103,135_103,Historical,WW,271,176,225
128,68,128068,128_68,Historical,WW,271,176,225
128,78,128078,128_78,Historical,WW,271,176,225
118,77,118077,118_77,Historical,WW,271,176,225
138,79,138079,138_79,Historical,WW,271,176,225
134,79,134079,134_79,Historical,WW,271,176,225
123,72,123072,123_72,Historical,WW,271,176,225
133,80,133080,133_80,Historical,WW,271,176,225
134,80,134080,134_80,Historical,WW,271,176,225
121,64,121064,121_64,Historical,WW,271,176,225
112,72,112072,112_72,Historical,WW,271,176,225
131,72,131072,131_72,Historical,WW,271,176,225
129,106,129106,129_106,Historical,WW,271,176,225
125,63,125063,125_63,Historical,WW,271,176,225
124,77,124077,124_77,Historical,WW,271,176,225
142,80,142080,142_80,Historical,WW,271,176,225
117,77,117077,117_77,Historical,WW,271,176,225
122,106,122106,122_106,Historical,WW,271,176,225
109,103,109103,109_103,Historical,WW,271,176,225
129,78,129078,129_78,Historical,WW,271,176,225
124,110,124110,124_110,Historical,WW,271,176,225
110,103,110103,110_103,Historical,WW,271,176,225
128,108,128108,128_108,Historical,WW,271,176,225
125,72,125072,125_72,Historical,WW,271,176,225
111,72,111072,111_72,Historical,WW,271,176,225
119,82,119082,119_82,Historical,WW,271,176,225
123,77,123077,123_77,Historical,WW,271,176,225
140,80,140080,140_80,Historical,WW,271,176,225
124,76,124076,124_76,Historical,WW,271,176,225
138,72,138072,138_72,Historical,WW,271,176,225
108,72,108072,108_72,Historical,WW,271,176,225
107,72,107072,107_72,Historical,WW,271,176,225
130,80,130080,130_80,Historical,WW,271,176,225
112,77,112077,112_77,Historical,WW,271,176,225
113,104,113104,113_104,Historical,WW,271,176,225
113,101,113101,113_101,Historical,WW,271,176,225
154,102,154102,154_102,Historical,WW,271,176,225
110,70,110070,110_70,Historical,WW,271,176,225
111,70,111070,111_70,Historical,WW,271,176,225
118,82,118082,118_82,Historical,WW,271,176,225
133,78,133078,133_78,Historical,WW,271,176,225
141,80,141080,141_80,Historical,WW,271,176,225
107,103,107103,107_103,Historical,WW,271,176,225
126,63,126063,126_63,Historical,WW,271,176,225
112,75,112075,112_75,Historical,WW,271,176,225
107,107,107107,107_107,Historical,WW,271,176,225
122,72,122072,122_72,Historical,WW,271,176,225
113,75,113075,113_75,Historical,WW,271,176,225
114,104,114104,114_104,Historical,WW,271,176,225
105,111,105111,105_111,Historical,WW,271,176,225
103,112,103112,103_112,Historical,WW,271,176,225
103,107,103107,103_107,Historical,WW,271,176,225
112,74,112074,112_74,Historical,WW,271,176,225
139,98,139098,139_98,Historical,WW,271,176,225
136,101,136101,136_101,Historical,WW,271,176,225
125,77,125077,125_77,Historical,WW,271,176,225
132,79,132079,132_79,Historical,WW,271,176,225
124,62,124062,124_62,Historical,WW,271,176,225
125,62,125062,125_62,Historical,WW,271,176,225
131,80,131080,131_80,Historical,WW,271,176,225
101,107,101107,101_107,Historical,WW,271,176,225
130,78,130078,130_78,Historical,WW,271,176,225
123,69,123069,123_69,Historical,WW,271,176,225
125,108,125108,125_108,Historical,WW,271,176,225
109,107,109107,109_107,Historical,WW,271,176,225
134,81,134081,134_81,Historical,WW,271,176,225
141,79,141079,141_79,Historical,WW,271,176,225
122,63,122063,122_63,Historical,WW,271,176,225
124,63,124063,124_63,Historical,WW,271,176,225
127,77,127077,127_77,Historical,WW,271,176,225
129,109,129109,129_109,Historical,WW,271,176,225
106,107,106107,106_107,Historical,WW,271,176,225
121,106,121106,121_106,Historical,WW,271,176,225
108,103,108103,108_103,Historical,WW,271,176,225
99,107,99107,99_107,Historical,WW,271,176,225
100,107,100107,100_107,Historical,WW,271,176,225
108,107,108107,108_107,Historical,WW,271,176,225
134,104,134104,134_104,Historical,WW,271,176,225
127,108,127108,127_108,Historical,WW,271,176,225
157,105,157105,157_105,Historical,WW,271,176,225
115,107,115107,115_107,Historical,WW,271,176,225
111,74,111074,111_74,Historical,WW,271,176,225
114,77,114077,114_77,Historical,WW,271,176,225
155,104,155104,155_104,Historical,WW,271,176,225
117,81,117081,117_81,Historical,WW,271,176,225
108,104,108104,108_104,Historical,WW,271,176,225
122,62,122062,122_62,Historical,WW,271,176,225
119,77,119077,119_77,Historical,WW,271,176,225
120,77,120077,120_77,Historical,WW,271,176,225
155,105,155105,155_105,Historical,WW,271,176,225
112,101,112101,112_101,Historical,WW,271,176,225
139,79,139079,139_79,Historical,WW,271,176,225
135,73,135073,135_73,Historical,WW,271,176,225
113,98,113098,113_98,Historical,WW,271,176,225
139,80,139080,139_80,Historical,WW,271,176,225
134,103,134103,134_103,Historical,WW,271,176,225
115,77,115077,115_77,Historical,WW,271,176,225
116,82,116082,116_82,Historical,WW,271,176,225
109,101,109101,109_101,Historical,WW,271,176,225
126,78,126078,126_78,Historical,WW,271,176,225
112,104,112104,112_104,Historical,WW,271,176,225
121,62,121062,121_62,Historical,WW,271,176,225
124,108,124108,124_108,Historical,WW,271,176,225
131,73,131073,131_73,Historical,WW,271,176,225
132,80,132080,132_80,Historical,WW,271,176,225
116,76,116076,116_76,Historical,WW,271,176,225
122,77,122077,122_77,Historical,WW,271,176,225
109,99,109099,109_99,Historical,WW,271,176,225
113,77,113077,113_77,Historical,WW,271,176,225
123,76,123076,123_76,Historical,WW,271,176,225
130,79,130079,130_79,Historical,WW,271,176,225
126,77,126077,126_77,Historical,WW,271,176,225
123,65,123065,123_65,Historical,WW,271,176,225
128,109,128109,128_109,Historical,WW,271,176,225
123,110,123110,123_110,Historical,WW,271,176,225
122,110,122110,122_110,Historical,WW,271,176,225
125,110,125110,125_110,Historical,WW,271,176,225
104,112,104112,104_112,Historical,WW,271,176,225
133,81,133081,133_81,Historical,WW,271,176,225
110,73,110073,110_73,Historical,WW,271,176,225
112,73,112073,112_73,Historical,WW,271,176,225
135,101,135101,135_101,Historical,WW,271,176,225
129,79,129079,129_79,Historical,WW,271,176,225
114,74,114074,114_74,Historical,WW,271,176,225
123,62,123062,123_62,Historical,WW,271,176,225
118,108,118108,118_108,Historical,WW,271,176,225
120,80,120080,120_80,Historical,WW,271,176,225
125,80,125080,125_80,Historical,WW,271,176,225
128,73,128073,128_73,Historical,WW,271,176,225
126,65,126065,126_65,Historical,WW,271,176,225
125,75,125075,125_75,Historical,WW,271,176,225
126,108,126108,126_108,Historical,WW,271,176,225
104,111,104111,104_111,Historical,WW,271,176,225
